theta,success,failure,failRate,totLatency
0,7.86309e+11,2.20109e+11,0.218706,1.07087e-06
1,7.39368e+11,2.77599e+11,0.272968,1.07813e-06
2,7.16976e+11,2.94144e+11,0.290909,1.06764e-06
3,6.9317e+11,3.21438e+11,0.31681,1.06948e-06
4,7.00037e+11,2.12186e+11,0.232603,1.06078e-06
5,6.81827e+11,3.34222e+11,0.328943,1.06588e-06
6,7.83401e+11,2.23751e+11,0.222162,1.06076e-06
7,8.2497e+11,1.80411e+11,0.179445,1.0819e-06
8,8.43224e+11,1.67682e+11,0.165873,1.11287e-06
9,8.75724e+11,1.39844e+11,0.1377,1.1137e-06
10,8.47425e+11,1.61049e+11,0.159696,1.11381e-06
11,8.20881e+11,1.35779e+11,0.141931,1.12217e-06
12,7.79036e+11,1.24777e+11,0.138056,1.12435e-06
13,8.54471e+11,1.62043e+11,0.159411,1.12179e-06
14,9.17477e+11,1.01691e+11,0.0997785,1.1195e-06
15,8.69637e+11,9.61604e+10,0.0995658,1.12736e-06
16,9.49308e+11,5.42048e+10,0.054015,1.13074e-06
17,9.85789e+11,1.45065e+10,0.0145022,1.15084e-06
18,8.14128e+11,5.61252e+06,6.89386e-06,1.20743e-06
19,1.01733e+12,9.63156e+07,9.46663e-05,1.20699e-06
20,1.01582e+12,1.14627e+07,1.1284e-05,1.208e-06
21,1.01888e+12,1.06157e+07,1.04189e-05,1.20747e-06
22,1.00057e+12,2.98917e+07,2.98739e-05,1.2061e-06
23,1.0106e+12,3.17141e+07,3.13806e-05,1.20738e-06
24,1.00192e+12,1.81337e+07,1.80986e-05,1.20729e-06
25,1.01695e+12,4.02291e+07,3.95571e-05,1.20692e-06
26,9.07158e+11,7.89595e+07,8.70329e-05,1.2065e-06
27,1.0111e+12,1.41428e+07,1.39873e-05,1.20671e-06
28,1.00826e+12,3.98836e+07,3.95552e-05,1.20659e-06
29,1.01608e+12,3.5952e+07,3.53817e-05,1.20772e-06
30,1.00063e+12,5.37249e+07,5.3688e-05,1.20783e-06
31,8.56297e+11,5.27992e+07,6.16561e-05,1.20804e-06
32,1.004e+12,3.24329e+07,3.23026e-05,1.20792e-06
33,1.01516e+12,1.70448e+07,1.67899e-05,1.2078e-06
34,1.01271e+12,7.2963e+07,7.20418e-05,1.20805e-06
35,1.01212e+12,5.59146e+07,5.52419e-05,1.20777e-06
36,1.01863e+12,1.83463e+06,1.80108e-06,1.20788e-06
37,1.01559e+12,4.8354e+07,4.76095e-05,1.20849e-06
38,8.58655e+11,0,0,1.20851e-06
39,1.01293e+12,0,0,1.20857e-06
40,1.0128e+12,0,0,1.20884e-06
41,8.65424e+11,0,0,1.20808e-06
42,1.01726e+12,0,0,1.20891e-06
43,8.12817e+11,0,0,1.20821e-06
44,9.98446e+11,0,0,1.20791e-06
45,1.00556e+12,0,0,1.20858e-06
46,1.01137e+12,0,0,1.20884e-06
47,8.69276e+11,6.64363e+06,7.64266e-06,1.20845e-06
48,8.1572e+11,7.20488e+06,8.83246e-06,1.20784e-06
49,9.89998e+11,9.46578e+06,9.56132e-06,1.208e-06
50,1.0155e+12,2.40494e+08,0.000236768,1.20744e-06
51,8.13956e+11,3.03462e+08,0.000372685,1.20694e-06
52,9.6746e+11,1.45989e+08,0.000150877,1.20756e-06
53,1.00635e+12,3.22995e+08,0.000320854,1.20717e-06
54,9.07801e+11,1.29347e+09,0.00142281,1.20469e-06
55,1.01468e+12,1.46347e+09,0.00144022,1.20474e-06
56,1.01743e+12,1.6626e+09,0.00163145,1.20531e-06
57,1.01173e+12,1.64633e+09,0.00162459,1.20505e-06
58,1.00915e+12,1.20955e+09,0.00119715,1.20576e-06
59,1.01668e+12,1.06441e+09,0.00104585,1.20569e-06
60,8.142e+11,1.07632e+09,0.00132019,1.20577e-06
61,9.52346e+11,2.22677e+09,0.00233274,1.20562e-06
62,8.5918e+11,1.79709e+09,0.00208726,1.20577e-06
63,1.01422e+12,7.26179e+08,0.000715483,1.20743e-06
64,8.04636e+11,2.95807e+08,0.000367493,1.20699e-06
65,9.91315e+11,6.56104e+08,0.000661414,1.2073e-06
66,8.10563e+11,8.04758e+08,0.000991854,1.20747e-06
67,9.16325e+11,1.18138e+09,0.0012876,1.20495e-06
68,8.15079e+11,8.05717e+07,9.88416e-05,1.20646e-06
69,9.17135e+11,3.20541e+08,0.000349381,1.20629e-06
70,1.01957e+12,5.62972e+07,5.52134e-05,1.20613e-06
71,1.00994e+12,9.1018e+07,9.01143e-05,1.20641e-06
72,1.01684e+12,3.50278e+08,0.000344358,1.20578e-06
73,1.0019e+12,1.90842e+08,0.000190443,1.20544e-06
74,1.01164e+12,3.69018e+08,0.00036464,1.20521e-06
75,1.00691e+12,4.13804e+08,0.000410794,1.20598e-06
76,9.59149e+11,7.20921e+08,0.000751061,1.20405e-06
77,1.0152e+12,8.375e+08,0.000824277,1.20377e-06
78,1.01604e+12,7.04102e+08,0.00069251,1.20366e-06
79,1.01023e+12,8.54184e+08,0.000844816,1.20319e-06
80,1.01183e+12,2.01437e+09,0.00198686,1.20382e-06
81,8.67414e+11,1.07309e+09,0.00123559,1.20157e-06
82,9.68183e+11,6.14515e+08,0.000634307,1.20146e-06
83,1.01471e+12,3.50907e+08,0.000345699,1.20135e-06
84,7.94902e+11,1.28284e+09,0.00161124,1.20095e-06
85,1.02059e+12,1.44406e+08,0.000141473,1.20581e-06
86,1.00316e+12,7.07809e+08,0.000705081,1.20443e-06
87,9.16052e+11,6.10788e+08,0.000666317,1.20439e-06
88,1.00288e+12,4.30117e+08,0.000428698,1.20442e-06
89,1.00387e+12,7.09564e+07,7.06782e-05,1.20781e-06
90,9.19618e+11,1.21697e+08,0.000132317,1.20777e-06
91,1.01279e+12,1.17413e+09,0.00115796,1.20545e-06
92,9.68322e+11,7.36359e+08,0.000759871,1.20614e-06
93,9.67e+11,1.81018e+09,0.00186846,1.20671e-06
94,1.00505e+12,4.11491e+08,0.000409254,1.20696e-06
95,1.01751e+12,8.22669e+08,0.000807859,1.20633e-06
96,1.00934e+12,4.28817e+08,0.000424667,1.20714e-06
97,9.16377e+11,4.49338e+08,0.000490102,1.20676e-06
98,8.57832e+11,9.23367e+07,0.000107628,1.20751e-06
99,8.61362e+11,3.85617e+08,0.000447482,1.20767e-06
100,1.01637e+12,3.36444e+08,0.000330915,1.20645e-06
101,9.62128e+11,1.94777e+08,0.000202403,1.20655e-06
102,1.01752e+12,2.3644e+08,0.000232316,1.20697e-06
103,1.00882e+12,4.69545e+08,0.000465221,1.2066e-06
104,1.00411e+12,4.23857e+08,0.000421946,1.20665e-06
105,8.16181e+11,4.87808e+08,0.000597315,1.20669e-06
106,1.00115e+12,1.67046e+08,0.000166826,1.20661e-06
107,1.01587e+12,1.96692e+07,1.93615e-05,1.20755e-06
108,8.60553e+11,1.73147e+08,0.000201164,1.20729e-06
109,9.12356e+11,3.31019e+08,0.000362686,1.20658e-06
110,1.00471e+12,2.27468e+08,0.000226351,1.20699e-06
111,1.00716e+12,3.33412e+08,0.000330932,1.20705e-06
112,8.68263e+11,2.84529e+08,0.000327592,1.20755e-06
113,1.01728e+12,5.30454e+08,0.000521172,1.20765e-06
114,1.00715e+12,1.43337e+08,0.000142299,1.20729e-06
115,9.66839e+11,8.12028e+07,8.39809e-05,1.20768e-06
116,9.65613e+11,4.74282e+07,4.91148e-05,1.20756e-06
117,9.06511e+11,9.8971e+07,0.000109166,1.20705e-06
118,1.00901e+12,7.15806e+07,7.09367e-05,1.20734e-06
119,1.01614e+12,1.0377e+08,0.000102112,1.20827e-06
120,1.01584e+12,1.01456e+08,9.98641e-05,1.20781e-06
121,1.01534e+12,7.50744e+08,0.000738858,1.20622e-06
