theta,success,fail,fail_rate
0.0,9692577000000.0,3059120000000.0,0.23989905029895237
1.0,9570128000000.0,3197114000000.0,0.25041539903449783
2.0,9046925000000.0,3459346000000.0,0.276608910841609
3.0,9189593000000.0,3009300000000.0,0.24668631817657552
4.0,8840131000000.0,3318630000000.0,0.2729414617163706
5.0,9229706000000.0,3652710000000.0,0.2835423106969997
6.0,9494170000000.0,3045089000000.0,0.24284441369302603
7.0,9705901000000.0,2644579000000.0,0.21412762904761595
8.0,9970835000000.0,2320517000000.0,0.1887926568208282
9.0,10136258000000.0,2438521000000.0,0.1939215790591628
10.0,10393485000000.0,2203101000000.0,0.17489667438463088
11.0,10676012000000.0,2032736900000.0,0.15994783719426545
12.0,10480607000000.0,1849695000000.0,0.15001214082185496
13.0,10975460000000.0,1801265300000.0,0.14098020092832395
14.0,10570946000000.0,1494658200000.0,0.1238776090467148
15.0,11023345000000.0,1347043100000.0,0.10889254962016916
16.0,11127951000000.0,1403568200000.0,0.11200303631183041
17.0,11773819000000.0,603187640000.0,0.04873453311809809
18.0,12375430000000.0,22585512612.4,0.0018217038516707728
19.0,12292008000000.0,10486529390.0,0.0008523904940537257
20.0,12265065000000.0,7237797908.0,0.0005897668943789256
21.0,12607608000000.0,6670469950.41,0.0005288031310154059
22.0,12565988000000.0,2323940877.3,0.0001849047738655811
23.0,12026138000000.0,6509063863.76,0.0005409502854370182
24.0,11902931000000.0,314151842.8,2.6392117342165685e-05
25.0,12268128000000.0,3040334490.0,0.0002477624303673411
26.0,12712765000000.0,721596246.0,5.6758328294700115e-05
27.0,12377044000000.0,4600771446.0,0.0003715799904557184
28.0,12535310000000.0,1198715590.0,9.56179760405954e-05
29.0,12369234000000.0,516125510.0,4.1724812931798845e-05
30.0,12764137000000.0,504296095.0,3.950726724724148e-05
31.0,12263378000000.0,573344186.0,4.6750363721216704e-05
32.0,12638948000000.0,3230796800.0,0.0002555569614960502
33.0,12787493000000.0,1899380100.0,0.0001485121453428383
34.0,12683798000000.0,959156880.0,7.561491860959824e-05
35.0,12820422000000.0,1436880100.0,0.00011206488181133324
36.0,12785614000000.0,890529710.0,6.964606378004367e-05
37.0,12636113000000.0,1477127400.0,0.00011688362932402662
38.0,11993169000000.0,6258980900.0,0.0005216066057450977
39.0,12451501000000.0,3630074100.0,0.00029145209941215384
40.0,12710174000000.0,2442512900.0,0.00019213298045461251
41.0,12367482000000.0,4458065900.0,0.0003603368490514666
42.0,12428564000000.0,1953771500.0,0.00015717539171855726
43.0,12436415000000.0,5644417330.0,0.00045365619474040916
44.0,12049468000000.0,1851100720.0,0.00015360150241888515
45.0,12366955000000.0,1709015790.0,0.00013817303047590653
46.0,12392376000000.0,3869892100.0,0.0003121825860574646
47.0,11977496000000.0,3298216323.8,0.00027529196013618105
48.0,12259715000000.0,4877241180.0,0.0003976684331684517
49.0,12219332000000.0,2432011680.0,0.00019899023395279062
50.0,12583731000000.0,3274153200.0,0.0002601217017193014
51.0,12222327000000.0,7034998670.0,0.0005752547574243929
52.0,12515447000000.0,5122359401.6,0.00040911553257389686
53.0,12648706000000.0,3408031100.0,0.0002693645577033816
54.0,12112601000000.0,5600365000.0,0.00046214490346521816
55.0,12306433000000.0,8404483187.0,0.000682468055179318
56.0,12094101000000.0,9248764800.0,0.0007641491801631687
57.0,12203133000000.0,8311805679.0,0.0006806570239038831
58.0,12561929000000.0,8506956583.8,0.0006767431625427803
59.0,12600019000000.0,8555581700.0,0.0006785526503858345
60.0,12341397000000.0,6610339000.0,0.0005353364975028705
61.0,12535955000000.0,8082063608.0,0.0006442952589359922
62.0,12300228000000.0,6144546542.0,0.0004992979465526234
63.0,12221902000000.0,5095670116.8,0.00041675562998216576
64.0,12370676000000.0,3652706700.0,0.0002951842307229374
65.0,12638850000000.0,3133053200.0,0.00024782925169377967
66.0,12504838000000.0,3952319800.0,0.000315963390460221
67.0,12425392000000.0,2871431200.0,0.00023104041975740062
68.0,12244615000000.0,996944000.0,8.141234628037304e-05
69.0,12352578000000.0,1494711600.0,0.00012098938017391813
70.0,12520538000000.0,2194299100.0,0.00017522526614720518
71.0,12668413000000.0,3326663000.0,0.0002625261478274737
72.0,12752030000000.0,3720438200.0,0.0002916675281493671
73.0,12351118000000.0,3436226000.0,0.00027813435735046647
74.0,12556257000000.0,6532887000.0,0.000520018806233498
75.0,12501139000000.0,7574100000.0,0.0006055059333002049
76.0,12587801000000.0,7800759000.0,0.0006193240425711367
77.0,12303824000000.0,7994338100.0,0.0006493222918389578
78.0,12888083000000.0,5462793300.0,0.0004236843291655803
79.0,12964853000000.0,9712330800.0,0.0007485669502117453
80.0,12613847000000.0,7401410000.0,0.0005864245563961608
81.0,12155326000000.0,6822196800.0,0.0005609368254363977
82.0,12505743000000.0,9297533000.0,0.0007429087405257707
83.0,12222974000000.0,9836159000.0,0.000804080082348313
84.0,12457954000000.0,9861746000.0,0.0007909762384132044
85.0,12855206000000.0,9025256800.0,0.0007015776240208114
86.0,12789797000000.0,6892987300.0,0.0005386539258855926
87.0,12490520000000.0,9362479000.0,0.0007490053619087309
88.0,12074903000000.0,9926128000.0,0.0008213709846340825
89.0,12494317000000.0,11327230400.0,0.0009057694422862766
90.0,12583925000000.0,6925969000.0,0.0005500794995550709
91.0,12589292000000.0,10629038000.0,0.000843579731011327
92.0,12564463000000.0,19484483000.0,0.0015483601649102655
93.0,12503417000000.0,12860712000.0,0.0010275189074519953
94.0,11532150000000.0,14107507000.0,0.0012218250798102523
95.0,12661789000000.0,10129251000.0,0.0007993463025379487
96.0,12516768000000.0,8963624000.0,0.0007156168014030571
97.0,12147629000000.0,9111532800.0,0.0007495045876331941
98.0,12060351000000.0,8112253000.0,0.0006721860795311649
99.0,12453473000000.0,7490892000.0,0.0006011486803849251
100.0,12673796000000.0,17007039200.0,0.0013401074106554006
101.0,12645219000000.0,5687541200.0,0.0004495757818996985
102.0,12821566000000.0,3527500700.0,0.0002750467822949959
103.0,12140849000000.0,5411755700.0,0.00044554911250858583
104.0,12756762000000.0,3797570600.0,0.0002976021998870257
105.0,12071646000000.0,4071173000.0,0.00033713716060713175
106.0,12747514000000.0,3589755000.0,0.00028152504041796186
107.0,12809319000000.0,2942830200.0,0.0002296885779420621
108.0,12276665000000.0,3558061410.0,0.0002897391514964442
109.0,12327088000000.0,11151991000.0,0.0009038558990694543
