ratio,success,failure,failRate,totLatency
0,9.5262e+11,0,0,1.20602e-06
0.05,1.01678e+12,0,0,1.20718e-06
0.1,1.00667e+12,59069.9,5.86787e-08,1.20622e-06
0.15,9.56604e+11,0,0,1.20578e-06
0.2,1.01239e+12,1.74185e+09,0.00171758,1.20586e-06
0.25,7.62367e+11,3.63626e+10,0.0455255,1.19331e-06
0.3,9.16481e+11,6.97633e+07,7.61151e-05,1.20496e-06
0.35,8.17176e+11,6.99604e+07,8.56051e-05,1.20536e-06
0.4,8.13959e+11,4.69732e+07,5.77062e-05,1.20261e-06
0.45,9.56148e+11,8.95223e+09,0.00927596,1.19576e-06
0.5,9.49981e+11,4.8095e+09,0.00503723,1.18932e-06
0.55,8.11248e+11,4.03507e+09,0.00494928,1.17928e-06
0.6,1.00759e+12,1.67505e+09,0.00165967,1.20046e-06
0.65,8.18245e+11,1.61051e+09,0.00196438,1.19441e-06
0.7,9.95837e+11,2.01115e+10,0.0197958,1.1801e-06
0.75,9.57445e+11,3.30972e+09,0.00344492,1.19789e-06
0.8,9.42911e+11,1.4262e+10,0.0149002,1.18443e-06
0.85,1.00747e+12,4.7997e+09,0.00474154,1.1879e-06
0.9,9.97903e+11,7.88772e+09,0.00784231,1.18221e-06
0.95,9.47611e+11,1.31207e+10,0.013657,1.18496e-06
1,7.90735e+11,2.94393e+10,0.035894,1.18981e-06
2,9.76944e+11,3.58372e+10,0.035385,1.14121e-06
3,9.02578e+11,1.02092e+11,0.101617,1.01544e-06
4,8.26516e+11,1.84763e+11,0.182702,9.587e-07
5,9.15813e+11,9.48812e+10,0.0938773,8.7897e-07
6,6.1304e+11,2.04051e+11,0.249729,9.1027e-07
7,5.40758e+11,2.70859e+11,0.333728,7.9084e-07
8,4.47109e+11,3.56038e+11,0.443304,6.6233e-07
9,4.90073e+11,5.1318e+11,0.511516,5.966e-07
10,5.33423e+11,4.83529e+11,0.475469,5.6102e-07
12,3.16065e+11,5.95751e+11,0.653367,5.1522e-07
14,2.76755e+11,6.26524e+11,0.693611,4.7669e-07
16,3.18252e+11,6.99029e+11,0.687154,3.5697e-07
18,2.27369e+11,7.90399e+11,0.7766,3.164e-07
20,1.56063e+11,6.61747e+11,0.809169,2.8625e-07
25,2.51494e+11,7.63167e+11,0.75214,1.9475e-07
30,1.30876e+11,8.81357e+11,0.870706,1.6257e-07
35,1.44268e+11,7.80054e+11,0.84392,1.2876e-07
40,1.13263e+11,9.01976e+11,0.888437,1.0652e-07
45,5.65107e+10,7.59838e+11,0.930776,7.318e-08
50,1.41701e+11,8.68569e+11,0.859739,5.76e-08
55,8.09653e+10,9.16645e+11,0.918841,6.784e-08
60,8.25427e+10,7.7302e+11,0.903522,5.092e-08
65,3.51722e+10,9.71615e+11,0.965065,3.419e-08
70,1.16002e+10,9.05342e+11,0.987349,3.095e-08
75,1.55945e+10,9.85716e+11,0.984426,2.358e-08
80,1.01792e+10,9.96443e+11,0.989888,1.628e-08
85,1.68086e+10,8.01692e+11,0.979464,9.19e-09
90,5.30258e+10,9.62145e+11,0.947767,8.99e-09
95,8.61352e+08,1.00789e+12,0.999146,2.36e-09
100,0,8.09183e+11,1,0
