theta,success,fail,fail_rate
0.0,6926455000000.0,5648141000000.0,0.44917077256398535
1.0,6289883000000.0,5765601000000.0,0.4782554561890672
2.0,6307262000000.0,6262777000000.0,0.49823051463881696
3.0,6718623000000.0,5759279000000.0,0.46155828119182213
4.0,6662391000000.0,5921095000000.0,0.470544887164018
5.0,6415419000000.0,5992368000000.0,0.48295219768037606
6.0,6702029000000.0,5993724000000.0,0.47210464790863527
7.0,6634722000000.0,5547314000000.0,0.45536838012956127
8.0,7472358000000.0,4817961000000.0,0.3920126890115708
9.0,7657912000000.0,4588239000000.0,0.3746678446150141
10.0,8106244000000.0,4350314000000.0,0.34923885073228095
11.0,8771041000000.0,3811044000000.0,0.3028944725774782
12.0,9035524000000.0,3066407600000.0,0.25338166677458335
13.0,11113694000000.0,1451900400000.0,0.11554569993123445
14.0,11282126000000.0,1266882600000.0,0.1009547957437849
15.0,11376774000000.0,897621200000.0,0.07312956649790778
16.0,11708575000000.0,593878300000.0,0.04827316028096607
17.0,12134199000000.0,324091170000.0,0.026014097085362717
18.0,12558750000000.0,43854830000.0,0.0034798226709136606
19.0,12300610000000.0,51583071000.0,0.004176025318216952
20.0,12643425000000.0,53871630000.0,0.0042427637606509945
21.0,12013864000000.0,52363480000.0,0.004339672866833769
22.0,12024074000000.0,58748437000.0,0.0048621451905227564
23.0,12108898000000.0,108536382000.0,0.008883729480872607
24.0,12640512000000.0,45149560000.0,0.0035591017296539005
25.0,12658440000000.0,102918910000.0,0.008064886406364696
26.0,12401701000000.0,71732720000.0,0.005750839873785773
27.0,12305536000000.0,78154610000.0,0.006311091940304862
28.0,12088748000000.0,64155630000.0,0.005279037171135701
29.0,12667686000000.0,52613803000.0,0.004136207779284524
30.0,12569666000000.0,108613027000.0,0.008566858859052937
31.0,12029078000000.0,68250915000.0,0.005641816923351794
32.0,12589886000000.0,123433870000.0,0.009709019458502777
33.0,12687065000000.0,97652200000.0,0.007638197894592459
34.0,11712461000000.0,104953650000.0,0.008881269982347619
35.0,11301944000000.0,107981140000.0,0.009463790399592402
36.0,12568188000000.0,77472940000.0,0.006126444506743196
37.0,12133358000000.0,120730430000.0,0.009852257121340196
38.0,12859949000000.0,170813920000.0,0.01310851260579914
39.0,12226067000000.0,150018866000.0,0.012121673009084146
40.0,12920125000000.0,152378240000.0,0.011656393362653318
41.0,12460657000000.0,148390684000.0,0.011768587741031181
42.0,12468194000000.0,241524510000.0,0.019003136049784944
43.0,12505080000000.0,224191524000.0,0.017612282335034275
44.0,11716570000000.0,449293090000.0,0.03693063835062441
45.0,12120623000000.0,196641090000.0,0.015964672719784155
46.0,12132526000000.0,363401410000.0,0.029081587790689638
47.0,11503478000000.0,343638453000.0,0.0290060838317312
48.0,12199928000000.0,449295895000.0,0.03551964126254404
49.0,12277187000000.0,361515687000.0,0.02860386037657569
50.0,11445977000000.0,663600790000.0,0.05479966366358344
51.0,11694077000000.0,644637560000.0,0.05224511490765858
52.0,12151914000000.0,555653340000.0,0.04372617709850358
53.0,12093858000000.0,604635880000.0,0.047614771146387326
54.0,11630305000000.0,444833460000.0,0.036838787519791305
55.0,11532397000000.0,610299360000.0,0.05026061279193512
56.0,11754038000000.0,639347790000.0,0.051587822797857084
57.0,11763929000000.0,851800090000.0,0.06751889517627555
58.0,11815228000000.0,817695130000.0,0.06472730987004748
59.0,12424815000000.0,598385700000.0,0.04594766784174646
60.0,11831438000000.0,909640420000.0,0.07139430352866473
61.0,11667941000000.0,645340350000.0,0.05241010350177697
62.0,12098805000000.0,647474460000.0,0.0507971335503733
63.0,11924587000000.0,502097480000.0,0.04040478220945383
64.0,11889109000000.0,353112090000.0,0.02884379291993329
65.0,12586865000000.0,287971620000.0,0.022367011597852805
66.0,12054672000000.0,323325530000.0,0.02612098840837303
67.0,11004121000000.0,692056020000.0,0.05916942081302391
68.0,12077050000000.0,600115810000.0,0.04733832616803172
69.0,12410548000000.0,300425230000.0,0.02363510838736933
70.0,12187701000000.0,349424090000.0,0.027871149684763973
71.0,11888175000000.0,420943560000.0,0.03419770131777819
72.0,11935811000000.0,511062680000.0,0.04105952170312377
73.0,11854810000000.0,412901610000.0,0.033657590195014374
74.0,11408074000000.0,656357730000.0,0.05440436356134944
75.0,12227947000000.0,486363000000.0,0.03825319659501774
76.0,11760779000000.0,378145500000.0,0.031151482983521318
77.0,12394409000000.0,355887400000.0,0.02791208838094148
78.0,12129924000000.0,332741100000.0,0.02669903245654896
79.0,11893352000000.0,306307800000.0,0.025107896861189524
80.0,11904132000000.0,565692100000.0,0.04536488209164073
81.0,12017647000000.0,406158700000.0,0.0326919713498095
82.0,12223182000000.0,413181100000.0,0.03269778627997798
83.0,12404728000000.0,320253800000.0,0.02516732872655268
84.0,12098875000000.0,270922850000.0,0.021901962609679995
85.0,12445092000000.0,274973260000.0,0.02161728374654581
86.0,11863955000000.0,287583310000.0,0.023666411828972788
87.0,12210141000000.0,289651660000.0,0.023172517167176755
88.0,12472370000000.0,209731260000.0,0.016537579672345242
89.0,12305923000000.0,255373650000.0,0.02033019815673249
90.0,12259923000000.0,245211570000.0,0.019608870950358754
91.0,11946627000000.0,208811070000.0,0.017178407622786728
92.0,12034308000000.0,161992640000.0,0.013282112730864923
93.0,12368065000000.0,175189020000.0,0.013966792007932244
94.0,12058180000000.0,175946200000.0,0.01438159106123983
95.0,12027198000000.0,147670030000.0,0.012129086708465948
96.0,12626184000000.0,138959290000.0,0.010885838634405176
97.0,12366086000000.0,103760510000.0,0.008320913165754756
98.0,11963792000000.0,103259190000.0,0.00855711875040119
99.0,12020344000000.0,93224990000.0,0.0076959143978920785
100.0,12039988000000.0,75301730000.0,0.006215429566949366
101.0,12068310000000.0,87381020000.0,0.007188486434562237
102.0,12491697000000.0,104030360000.0,0.008259178452081071
103.0,12213145000000.0,70784810000.0,0.005762391278267977
104.0,12153646000000.0,103232570000.0,0.008422419248949122
105.0,11853655000000.0,85604680000.0,0.007170015754276651
106.0,12672001000000.0,91246080000.0,0.007149127446022929
107.0,11730101000000.0,165207801000.0,0.013888483583218245
108.0,12224777000000.0,128059176000.0,0.010366783318053128
109.0,12113707000000.0,106540108000.0,0.008718326811104612
110.0,12631516000000.0,176236787000.0,0.013760164638630607
111.0,12147042000000.0,134489752000.0,0.010950568277291541
112.0,12303170000000.0,174523336000.0,0.01398682683573207
113.0,12480280000000.0,135124911900.0,0.010711103832468974
114.0,11943399000000.0,164547164000.0,0.013590014505452669
115.0,12589445000000.0,199262981400.0,0.01558116595435674
116.0,12043687000000.0,170611442200.0,0.013968173694736578
117.0,12713859000000.0,177611752600.0,0.013777462324396042
118.0,12149989000000.0,123707543900.0,0.010079077925507485
119.0,12005957000000.0,172630044300.0,0.014174882822781714
120.0,12572480000000.0,137420183000.0,0.01081205839710724
121.0,12256996000000.0,236123417000.0,0.01890027695394437
122.0,12388475000000.0,224718160200.0,0.017816119783932396
123.0,12692654000000.0,186559998000.0,0.014485355863251493
124.0,12359558000000.0,234922634000.0,0.01865282426698914
125.0,11959102000000.0,207073419000.0,0.01702042029384288
126.0,12348972000000.0,433845983000.0,0.033939776313562174
127.0,12096111000000.0,257100632000.0,0.020812452636527454
128.0,11811118000000.0,264710672000.0,0.021920704507325424
129.0,12050589000000.0,386596815000.0,0.0310839462198708
130.0,12225500000000.0,292459897000.0,0.02336322367273997
131.0,11646209000000.0,415557874000.0,0.03445248762814051
132.0,12191192000000.0,510908550000.0,0.04022236700055094
133.0,12335467000000.0,378541168000.0,0.029773550795157866
134.0,11949023000000.0,364206200000.0,0.02957844722000302
135.0,12342845000000.0,231601870000.0,0.018418453900549185
136.0,11798368000000.0,437408920100.0,0.03574835688459292
137.0,11970070000000.0,352123529800.0,0.028576367425850298
138.0,11695797000000.0,495113563800.0,0.040613337388447655
139.0,12062182000000.0,338073855400.0,0.02726345805621239
140.0,12085593000000.0,340764648000.0,0.027422729785573606
141.0,11839938000000.0,562972529000.0,0.04539035637511692
142.0,11769673000000.0,515855333000.0,0.04198886030927686
143.0,11786820000000.0,580022732300.0,0.046901439992042875
144.0,11798581000000.0,616269354000.0,0.04963969249951058
145.0,11866715000000.0,652212816000.0,0.052098136963968256
146.0,11710688000000.0,618281815700.0,0.050148700576155635
147.0,11837395000000.0,613666894000.0,0.049286309812315514
148.0,11675200000000.0,461627128700.0,0.038035239672186534
149.0,11776783000000.0,499965898900.0,0.04072461716186091
150.0,11889436000000.0,509786280000.0,0.04111437544129582
151.0,11641893000000.0,348203564000.0,0.029040930749921857
152.0,12394047000000.0,406905952000.0,0.03178716096573308
153.0,11554208000000.0,274409633000.0,0.023198791398450474
154.0,11393170000000.0,177856130000.0,0.015370817419457335
155.0,12078183000000.0,245000106300.0,0.019881235569302564
156.0,12533377000000.0,186437180000.0,0.014657225126224289
157.0,12107238000000.0,154101121500.0,0.012568049865759517
158.0,12474390000000.0,173677613900.0,0.013731553246057241
159.0,12326862000000.0,115293636000.0,0.009266371469137601
160.0,12453664000000.0,181987284000.0,0.014402683321155194
161.0,12678151000000.0,359590031600.0,0.027580700577534856
162.0,12704037000000.0,119140093000.0,0.009290996461792373
163.0,12025043000000.0,415693090000.0,0.03341386610830356
164.0,11743558000000.0,820795900000.0,0.06532734643840302
165.0,11497860000000.0,1206280100000.0,0.09495173152254516
166.0,11068259000000.0,1327109300000.0,0.10706493489184989
167.0,10748953000000.0,1611593000000.0,0.13038202357727563
168.0,9251469000000.0,3210339700000.0,0.25761426589705233
169.0,8262278000000.0,4170001000000.0,0.3354172633995746
170.0,7517839000000.0,4667533000000.0,0.3830439481043336
171.0,7363462000000.0,5001524000000.0,0.4044908744740997
172.0,7061569000000.0,5641150000000.0,0.44408996215692087
173.0,6776353000000.0,5733109000000.0,0.4583018038665452
174.0,6607995000000.0,5664873000000.0,0.46157695169539836
175.0,6457624000000.0,5548113000000.0,0.4621218172611977
176.0,6775293000000.0,5864915000000.0,0.4639888046146076
177.0,6489083000000.0,6049308000000.0,0.4824628614628464
178.0,6576765000000.0,5914369000000.0,0.47348535369166644
179.0,6556789000000.0,5911977000000.0,0.47414291037300726
