theta,success,failure,failRate,totLatency
0,5.34513e+11,4.77293e+11,0.471724,7.2235e-07
1,5.65415e+11,4.54261e+11,0.445496,7.224e-07
2,5.01614e+11,4.49088e+11,0.472375,7.1588e-07
3,4.92728e+11,4.10674e+11,0.454586,6.9995e-07
4,5.11822e+11,5.02651e+11,0.49548,7.2076e-07
5,4.78702e+11,3.6602e+11,0.433302,7.2265e-07
6,4.23929e+11,5.94059e+11,0.583562,7.1904e-07
7,4.27123e+11,5.79692e+11,0.575768,7.248e-07
8,5.53768e+11,2.54353e+11,0.314746,8.163e-07
9,7.47856e+11,2.60514e+11,0.258351,8.2508e-07
10,6.06708e+11,4.07674e+11,0.401894,8.4385e-07
11,6.5439e+11,3.61143e+11,0.355619,8.5156e-07
12,5.55945e+11,2.58524e+11,0.317415,8.6783e-07
13,5.74689e+11,2.83668e+11,0.330478,8.6632e-07
14,9.59615e+11,5.80289e+10,0.0570228,1.10342e-06
15,9.48319e+11,7.0765e+10,0.0694398,1.10622e-06
16,9.3367e+11,7.45538e+10,0.0739457,1.12713e-06
17,8.71804e+11,4.21749e+10,0.0461443,1.1353e-06
18,9.95966e+11,5.22823e+09,0.00522199,1.17306e-06
19,1.01147e+12,4.53186e+09,0.00446046,1.18549e-06
20,1.00313e+12,3.81603e+09,0.00378971,1.18553e-06
21,1.00436e+12,1.98495e+09,0.00197243,1.19503e-06
22,1.01103e+12,2.49812e+09,0.00246478,1.19515e-06
23,9.63496e+11,2.99998e+09,0.00310398,1.19412e-06
24,1.01789e+12,0,0,1.20382e-06
25,8.05835e+11,0,0,1.20383e-06
26,8.66436e+11,0,0,1.20349e-06
27,9.66921e+11,0,0,1.20462e-06
28,8.63678e+11,1.01681e+09,0.00117591,1.18704e-06
29,9.94466e+11,6.69663e+08,0.000672937,1.1859e-06
30,1.01128e+12,1.8084e+09,0.00178504,1.17064e-06
31,9.08572e+11,2.15704e+09,0.00236848,1.17054e-06
32,1.01062e+12,1.29214e+09,0.00127692,1.1875e-06
33,1.01602e+12,1.6052e+09,0.0015774,1.18788e-06
34,8.13802e+11,1.60279e+09,0.00196564,1.17192e-06
35,8.0871e+11,2.33546e+09,0.00287956,1.17264e-06
36,7.95988e+11,1.08322e+10,0.0134258,1.16882e-06
37,9.42318e+11,4.77381e+09,0.00504049,1.17027e-06
38,1.01219e+12,7.44886e+09,0.00730539,1.16908e-06
39,9.99534e+11,1.12912e+10,0.0111703,1.16433e-06
40,9.93051e+11,2.72331e+10,0.0266917,1.16418e-06
41,9.91934e+11,1.46226e+10,0.0145273,1.16724e-06
42,1.00802e+12,6.95803e+09,0.00685534,1.16622e-06
43,9.82859e+11,3.28183e+10,0.0323117,1.16332e-06
44,8.8814e+11,1.291e+11,0.126912,1.16288e-06
45,7.71292e+11,3.27223e+10,0.0406986,1.16205e-06
46,8.16338e+11,4.4689e+10,0.0519019,1.16261e-06
47,8.42517e+11,2.23301e+10,0.0258197,1.15907e-06
48,9.55089e+11,4.43278e+10,0.0443537,1.16755e-06
49,8.62676e+11,3.9377e+10,0.0436526,1.16501e-06
50,7.90255e+11,2.27509e+10,0.0279837,1.16585e-06
51,8.46109e+11,1.56524e+11,0.156113,1.16132e-06
52,9.71091e+11,3.6112e+10,0.0358538,1.18056e-06
53,9.75463e+11,3.73045e+10,0.0368342,1.18086e-06
54,7.44067e+11,5.95156e+10,0.0740629,1.1801e-06
55,9.63194e+11,4.74391e+10,0.04694,1.18886e-06
56,8.79963e+11,7.17737e+10,0.0754134,1.17214e-06
57,8.90747e+11,6.2729e+10,0.0657897,1.19329e-06
58,7.5207e+11,6.38955e+10,0.0783065,1.19356e-06
59,9.38012e+11,7.89181e+10,0.0776042,1.19406e-06
60,7.90908e+11,2.21269e+11,0.218607,1.19444e-06
61,7.52404e+11,1.54418e+11,0.170285,1.19399e-06
62,8.04178e+11,4.43374e+10,0.0522529,1.19466e-06
63,8.75984e+11,1.44747e+11,0.141807,1.19477e-06
64,8.48243e+11,6.56278e+10,0.071813,1.19385e-06
65,9.73253e+11,2.90134e+10,0.0289478,1.19357e-06
66,9.94765e+11,2.13174e+10,0.02098,1.19411e-06
67,8.91442e+11,1.03828e+11,0.104321,1.19387e-06
68,8.6784e+11,1.33639e+11,0.133442,1.19327e-06
69,9.91061e+11,2.15176e+10,0.0212503,1.19354e-06
70,9.88673e+11,1.2886e+10,0.012866,1.19916e-06
71,9.80429e+11,3.45034e+10,0.0339957,1.18069e-06
72,9.11451e+11,4.00174e+10,0.0420586,1.18043e-06
73,9.36192e+11,7.99428e+10,0.0786734,1.18048e-06
74,9.13097e+11,6.47543e+10,0.066221,1.17217e-06
75,9.33813e+11,7.71907e+10,0.0763506,1.1609e-06
76,7.71661e+11,3.99908e+10,0.0492709,1.17527e-06
77,9.71944e+11,4.27276e+10,0.0421098,1.17561e-06
78,9.94174e+11,1.6559e+10,0.0163832,1.17142e-06
79,9.85545e+11,1.17215e+10,0.0117537,1.17151e-06
80,8.77091e+11,1.33272e+11,0.131905,1.15732e-06
81,9.86975e+11,2.85907e+10,0.0281525,1.1694e-06
82,9.80214e+11,3.58568e+10,0.0352896,1.15285e-06
83,9.83766e+11,1.83979e+10,0.0183582,1.16496e-06
84,9.49414e+11,1.85017e+10,0.019115,1.16398e-06
85,9.85764e+11,2.71121e+10,0.0267675,1.1534e-06
86,8.28925e+11,2.9387e+10,0.0342381,1.14469e-06
87,9.25049e+11,2.6635e+10,0.0279873,1.15789e-06
88,9.97793e+11,1.45483e+10,0.014371,1.15647e-06
89,9.89247e+11,2.94588e+10,0.0289179,1.1475e-06
90,9.94447e+11,1.99688e+10,0.019685,1.16437e-06
91,9.88046e+11,2.15931e+10,0.021387,1.14816e-06
92,7.86493e+11,1.68741e+10,0.0210042,1.15711e-06
93,7.81172e+11,2.84419e+10,0.0351302,1.15419e-06
94,8.71896e+11,2.62162e+10,0.0291904,1.1557e-06
95,8.43123e+11,2.1137e+10,0.0244568,1.16427e-06
96,9.96891e+11,2.18148e+10,0.0214142,1.16424e-06
97,9.53195e+11,1.00931e+10,0.0104778,1.17299e-06
98,9.88552e+11,1.43322e+10,0.014291,1.17201e-06
99,8.97874e+11,9.40935e+09,0.0103709,1.18821e-06
100,9.97499e+11,9.49306e+09,0.00942715,1.18185e-06
101,1.0057e+12,6.66522e+09,0.00658383,1.1865e-06
102,1.00387e+12,6.25602e+09,0.00619328,1.18184e-06
103,9.52078e+11,4.26034e+09,0.00445485,1.18288e-06
104,8.56364e+11,7.48445e+09,0.00866408,1.18314e-06
105,1.00909e+12,5.87201e+09,0.00578543,1.18226e-06
106,1.00129e+12,4.41606e+09,0.00439101,1.17745e-06
107,7.94579e+11,1.9993e+10,0.0245442,1.17767e-06
108,9.65421e+11,4.46385e+09,0.00460246,1.1855e-06
109,1.00046e+12,8.73686e+09,0.00865728,1.17924e-06
110,9.9776e+11,7.26157e+09,0.00722529,1.17498e-06
111,1.00755e+12,8.89204e+09,0.00874823,1.18004e-06
