ratio,success,failure,failRate,totLatency
0,1.00409e+12,0,0,1.20548e-06
0.05,1.0072e+12,2.44825e+08,0.000243016,1.20444e-06
0.1,8.69272e+11,5.69515e+08,0.000654734,1.20321e-06
0.15,9.42468e+11,6.52762e+10,0.0647746,1.19914e-06
0.2,8.61144e+11,5.2845e+10,0.0578179,1.19629e-06
0.25,8.58484e+11,6.38291e+09,0.00738023,1.20293e-06
0.3,1.00947e+12,1.08943e+10,0.0106768,1.16634e-06
0.35,9.63479e+11,5.29367e+10,0.0520817,1.166e-06
0.4,9.62953e+11,4.65619e+10,0.0461231,1.19752e-06
0.45,9.75941e+11,3.70157e+10,0.0365423,1.20119e-06
0.5,9.60058e+11,5.76135e+10,0.056613,1.19968e-06
0.55,7.66133e+11,7.94703e+10,0.0939806,1.09771e-06
0.6,8.51523e+11,4.34574e+10,0.0485568,1.19145e-06
0.65,9.46278e+11,6.8936e+10,0.0679029,1.18078e-06
0.7,9.52277e+11,6.49187e+10,0.0638212,1.094e-06
0.75,7.59671e+11,8.732e+10,0.103094,1.15106e-06
0.8,9.50081e+11,4.76453e+10,0.0477538,1.11358e-06
0.85,7.12629e+11,1.00902e+11,0.124029,1.13895e-06
0.9,9.21033e+11,9.83254e+10,0.0964581,1.14434e-06
0.95,7.81376e+11,8.8986e+10,0.10224,1.10957e-06
1,7.77007e+11,2.73707e+10,0.0340272,1.14987e-06
2,8.39898e+11,1.58623e+11,0.158858,1.05092e-06
3,7.1448e+11,1.82938e+11,0.20385,9.5283e-07
4,8.29551e+11,1.89481e+11,0.185942,9.3597e-07
5,5.36167e+11,3.78685e+11,0.41393,7.3018e-07
6,6.26489e+11,3.28235e+11,0.343801,8.2097e-07
7,6.64389e+11,3.54704e+11,0.348058,6.5478e-07
8,5.99977e+11,3.09684e+11,0.340439,7.4324e-07
9,6.46961e+11,3.60567e+11,0.357873,7.5875e-07
10,4.59211e+11,4.54478e+11,0.49741,5.2151e-07
12,5.75024e+11,4.3198e+11,0.428976,5.251e-07
14,4.99178e+11,5.18337e+11,0.509415,5.0087e-07
16,3.94117e+11,6.0376e+11,0.605044,4.6398e-07
18,3.37935e+11,6.78273e+11,0.667455,4.0939e-07
20,2.66569e+11,5.37671e+11,0.668546,3.8089e-07
25,3.7067e+11,5.92864e+11,0.615302,2.9157e-07
30,2.73643e+11,7.35633e+11,0.728872,2.3343e-07
35,1.76441e+11,6.84407e+11,0.795038,2.5199e-07
40,1.27788e+11,6.66683e+11,0.839153,1.9439e-07
45,1.1514e+11,9.00735e+11,0.88666,1.7258e-07
50,5.12825e+10,8.6521e+11,0.944045,1.292e-07
55,1.91171e+11,6.95322e+11,0.784352,1.1381e-07
60,7.72437e+10,7.37062e+11,0.905142,1.0026e-07
65,1.3451e+10,8.32451e+11,0.984099,7.963e-08
70,1.81739e+10,9.7843e+11,0.981764,5.273e-08
75,8.42074e+10,8.71676e+11,0.911906,7.251e-08
80,5.7429e+10,8.48205e+11,0.936587,1.321e-08
85,1.38142e+10,9.89304e+11,0.986229,7.13e-09
90,2.46861e+09,1.01692e+12,0.997578,1.033e-08
95,5.95581e+08,1.01276e+12,0.999412,2.63e-09
100,0,8.53301e+11,1,0
