ratio,success,failure,failRate,totLatency
0,1.00662e+12,0,0,1.2059e-06
0.05,8.03099e+11,1.04293e+10,0.0128199,1.20178e-06
0.1,1.00286e+12,9.92693e+07,9.89759e-05,1.20574e-06
0.15,9.97591e+11,2.19241e+10,0.0215044,1.17653e-06
0.2,9.81377e+11,1.90819e+10,0.0190732,1.19645e-06
0.25,9.14187e+11,3.8618e+07,4.22412e-05,1.20475e-06
0.3,1.00197e+12,3.39981e+09,0.00338167,1.19475e-06
0.35,8.00574e+11,2.42796e+09,0.0030236,1.19908e-06
0.4,9.93533e+11,2.12376e+10,0.0209285,1.18471e-06
0.45,8.34917e+11,2.2003e+10,0.0256768,1.16193e-06
0.5,9.8476e+11,2.78761e+10,0.0275283,1.18731e-06
0.55,1.00132e+12,4.05718e+09,0.0040355,1.16172e-06
0.6,9.87737e+11,2.00573e+10,0.0199022,1.18516e-06
0.65,9.64622e+11,5.22974e+10,0.0514273,1.18054e-06
0.7,7.46969e+11,6.39712e+10,0.0788853,1.14119e-06
0.75,9.7815e+11,2.74782e+10,0.0273245,1.17231e-06
0.8,9.98188e+11,1.47696e+10,0.0145807,1.14908e-06
0.85,5.53636e+11,2.56137e+10,0.0442188,1.17753e-06
0.9,9.25416e+11,6.11798e+10,0.062011,1.13926e-06
0.95,7.79174e+11,3.21872e+10,0.0396706,1.17667e-06
1,9.38202e+11,6.43288e+10,0.0641664,1.1779e-06
2,7.88756e+11,1.42124e+11,0.152677,1.10568e-06
3,6.88609e+11,2.17701e+11,0.240206,1.07416e-06
4,5.99272e+11,2.49363e+11,0.29384,8.6641e-07
5,6.17426e+11,3.89989e+11,0.387118,8.1449e-07
6,8.12597e+11,2.07828e+11,0.203668,8.3181e-07
7,6.15739e+11,2.97876e+11,0.326041,9.7223e-07
8,7.27749e+11,2.80198e+11,0.277989,9.2696e-07
9,7.60086e+11,2.55387e+11,0.251495,6.8649e-07
10,5.49819e+11,3.59068e+11,0.395063,8.1086e-07
12,6.77935e+11,3.42138e+11,0.335406,6.865e-07
14,4.16513e+11,3.90036e+11,0.483587,4.855e-07
16,6.23846e+11,3.78187e+11,0.37742,4.7216e-07
18,2.85595e+11,6.21521e+11,0.685162,5.1166e-07
20,2.19408e+11,4.87408e+11,0.689583,3.7327e-07
25,3.89808e+11,5.77757e+11,0.597125,3.6142e-07
30,2.74649e+11,6.5213e+11,0.703652,2.2596e-07
35,2.00586e+11,6.11423e+11,0.752975,2.5394e-07
40,1.68108e+11,8.44234e+11,0.833942,1.147e-07
45,7.93518e+10,6.90956e+11,0.896987,1.9526e-07
50,1.61783e+11,8.49638e+11,0.840044,1.2267e-07
55,2.39258e+11,7.68517e+11,0.762588,1.3542e-07
60,3.12929e+10,8.28919e+11,0.963622,4.153e-08
65,2.75538e+10,9.89525e+11,0.972909,3.656e-08
70,6.86931e+10,9.5004e+11,0.93257,2.92e-08
75,1.38281e+10,1.00699e+12,0.986454,2.909e-08
80,6.65511e+10,8.4313e+11,0.926841,1.352e-08
85,1.22977e+11,8.67621e+11,0.875856,2.74e-08
90,4.16898e+09,9.06301e+11,0.995421,1.101e-08
95,1.82709e+08,9.83647e+11,0.999814,1.9e-09
100,0,9.74123e+11,1,0
