ratio,success,failure,failRate,totLatency
0,7.9617e+11,0,0,1.20663e-06
0.05,1.00479e+12,5.65956e+09,0.00560105,1.15157e-06
0.1,1.0066e+12,2.23541e+09,0.00221583,1.19905e-06
0.15,9.12809e+11,1.89723e+09,0.00207414,1.2016e-06
0.2,8.46958e+11,3.78754e+10,0.0428051,1.15204e-06
0.25,1.01025e+12,1.37716e+09,0.00136133,1.20597e-06
0.3,1.01287e+12,2.46577e+09,0.00242853,1.20221e-06
0.35,9.74869e+11,3.98342e+10,0.039257,1.13011e-06
0.4,9.36182e+11,5.80112e+10,0.05835,1.12636e-06
0.45,9.97503e+11,2.13922e+10,0.0209955,1.19367e-06
0.5,1.00037e+12,9.23012e+09,0.00914233,1.19978e-06
0.55,9.71057e+11,3.74032e+10,0.0370894,1.13708e-06
0.6,9.35824e+11,7.34184e+10,0.072746,1.10565e-06
0.65,9.68239e+11,4.1973e+10,0.0415487,1.14774e-06
0.7,8.05799e+11,6.78113e+10,0.077622,1.12548e-06
0.75,8.05387e+11,2.0545e+11,0.203247,1.18079e-06
0.8,8.43006e+11,7.35656e+10,0.0802617,1.09825e-06
0.85,8.67649e+11,4.16736e+10,0.0458293,1.11035e-06
0.9,9.97109e+11,2.10595e+10,0.0206837,1.16218e-06
0.95,9.49847e+11,6.37495e+10,0.0628943,1.13322e-06
1,9.75377e+11,2.99565e+10,0.0297976,1.09873e-06
2,9.65117e+11,4.61169e+10,0.0456046,1.07698e-06
3,8.31381e+11,1.83313e+11,0.180659,9.2649e-07
4,7.2538e+11,2.54852e+11,0.259991,8.7483e-07
5,7.25942e+11,2.83055e+11,0.280531,7.3928e-07
6,5.57683e+11,4.06573e+11,0.421644,8.015e-07
7,3.04988e+11,5.0801e+11,0.62486,7.7302e-07
8,5.12236e+11,4.96175e+11,0.492036,6.7303e-07
9,5.35094e+11,4.82486e+11,0.47415,6.2119e-07
10,7.15046e+11,2.8911e+11,0.287913,6.9247e-07
12,3.64135e+11,5.40113e+11,0.597306,5.1821e-07
14,3.67804e+11,4.41235e+11,0.545382,4.8992e-07
16,3.70037e+11,5.36639e+11,0.591875,5.0543e-07
18,2.21074e+11,6.4041e+11,0.74338,3.4556e-07
20,3.24985e+11,6.77539e+11,0.675833,3.273e-07
25,3.11876e+11,7.05506e+11,0.693452,3.1529e-07
30,1.97827e+11,8.02982e+11,0.802333,3.289e-07
35,2.62779e+11,6.48871e+11,0.711754,1.9517e-07
40,1.44164e+11,7.67303e+11,0.841833,2.0762e-07
45,1.77014e+11,6.09778e+11,0.775018,1.5511e-07
50,4.11468e+10,8.70256e+11,0.954853,9.21e-08
55,2.6306e+11,7.47169e+11,0.739604,8.185e-08
60,9.24969e+10,9.21415e+11,0.908772,6.277e-08
65,1.09124e+10,9.99537e+11,0.9892,5.456e-08
70,3.62092e+10,7.82084e+11,0.95575,8.337e-08
75,2.46686e+10,8.43144e+11,0.971574,1.627e-08
80,8.67826e+09,9.5593e+11,0.991003,2.05e-08
85,4.53991e+09,1.01393e+12,0.995542,1.939e-08
90,3.2008e+09,1.00737e+12,0.996833,1.32e-08
95,1.09114e+09,9.63361e+11,0.998869,3.05e-09
100,0,9.99404e+11,1,0
