ratio,success,failure,failRate,totLatency
0,8.21358e+11,0,0,1.20319e-06
0.05,9.15842e+11,6.12854e+08,0.000668723,1.20188e-06
0.1,8.00318e+11,1.08038e+09,0.00134811,1.20172e-06
0.15,1.00541e+12,7.95841e+08,0.000790931,1.19319e-06
0.2,8.01941e+11,7.41604e+08,0.000923906,1.19691e-06
0.25,8.99437e+11,6.42577e+08,0.000713911,1.19317e-06
0.3,9.97388e+11,8.99864e+08,0.000901408,1.19443e-06
0.35,9.54676e+11,1.03696e+09,0.00108502,1.19086e-06
0.4,9.47411e+11,1.19264e+09,0.00125726,1.19075e-06
0.45,1.01041e+12,5.3818e+09,0.00529814,1.18927e-06
0.5,9.90382e+11,7.61515e+09,0.00763044,1.18625e-06
0.55,9.02547e+11,8.98721e+09,0.00985944,1.1891e-06
0.6,9.01889e+11,1.64102e+10,0.0178702,1.16243e-06
0.65,1.01031e+12,7.28375e+09,0.00715783,1.17198e-06
0.7,8.41017e+11,1.70493e+10,0.0198694,1.16614e-06
0.75,9.86911e+11,2.2941e+10,0.0227171,1.16241e-06
0.8,9.60738e+11,5.92953e+10,0.0581308,1.16378e-06
0.85,8.23544e+11,3.8661e+10,0.0448397,1.14813e-06
0.9,8.92925e+11,1.22476e+11,0.120618,1.10182e-06
0.95,8.24786e+11,4.09821e+10,0.0473362,1.11209e-06
1,9.2279e+11,8.82579e+10,0.0872935,1.13581e-06
2,5.95935e+11,2.09214e+11,0.259846,1.00298e-06
3,6.51117e+11,1.62652e+11,0.199875,9.208e-07
4,7.7193e+11,1.7918e+11,0.18839,9.6434e-07
5,7.53513e+11,2.10397e+11,0.218274,1.04282e-06
6,7.51249e+11,2.00408e+11,0.210588,1.0031e-06
7,3.88167e+11,4.20334e+11,0.519893,6.8715e-07
8,6.06376e+11,3.9574e+11,0.394904,9.0288e-07
9,6.60048e+11,3.5689e+11,0.350946,7.5737e-07
10,5.50933e+11,3.03219e+11,0.354994,7.501e-07
12,3.88219e+11,5.20976e+11,0.573008,5.7402e-07
14,4.00021e+11,5.09825e+11,0.560342,3.9878e-07
16,4.27481e+11,4.88749e+11,0.533435,3.6844e-07
18,2.87703e+11,5.68988e+11,0.66417,4.8885e-07
20,2.30776e+11,6.3373e+11,0.733054,4.821e-07
25,1.66667e+11,8.47144e+11,0.835604,3.1859e-07
30,2.46631e+11,7.59845e+11,0.754956,2.1248e-07
35,1.4767e+11,8.60554e+11,0.853535,1.882e-07
40,4.15764e+10,8.13673e+11,0.951387,1.3786e-07
45,1.85971e+11,8.29567e+11,0.816874,1.4393e-07
50,8.9016e+10,8.54096e+11,0.905615,9.832e-08
55,4.37272e+10,9.74495e+11,0.957055,9.253e-08
60,6.59254e+10,7.48495e+11,0.919052,1.0628e-07
65,2.82284e+10,9.7853e+11,0.971961,5.889e-08
70,1.42668e+11,8.45286e+11,0.855593,4.39e-08
75,7.98196e+10,9.18314e+11,0.920031,3.849e-08
80,7.7199e+10,8.24037e+11,0.914341,1.797e-08
85,3.27437e+09,8.1239e+11,0.995986,2.236e-08
90,5.18321e+10,9.33389e+11,0.94739,5.56e-09
95,8.8348e+08,8.06761e+11,0.998906,2.12e-09
100,0,8.05797e+11,1,0
