ratio,success,failure,failRate,totLatency
0,1.01643e+12,0,0,1.20648e-06
0.05,1.01357e+12,151213,1.49189e-07,1.2056e-06
0.1,9.97978e+11,5.64026e+09,0.00561992,1.20331e-06
0.15,1.00861e+12,1.00726e+10,0.00988785,1.19864e-06
0.2,8.77297e+11,3.60098e+10,0.039428,1.13181e-06
0.25,9.4706e+11,7.21333e+10,0.0707749,1.08307e-06
0.3,9.63115e+11,3.70374e+08,0.000384411,1.20275e-06
0.35,9.88164e+11,1.31456e+10,0.0131284,1.17016e-06
0.4,9.9433e+11,4.29858e+08,0.000432123,1.20347e-06
0.45,1.00973e+12,3.26398e+09,0.0032221,1.20229e-06
0.5,9.88302e+11,2.16045e+10,0.0213926,1.11043e-06
0.55,1.01632e+12,4.19897e+08,0.000412983,1.19678e-06
0.6,8.1311e+11,1.37642e+09,0.00168993,1.20001e-06
0.65,9.25076e+11,1.98475e+10,0.0210043,1.13837e-06
0.7,9.01676e+11,1.4782e+10,0.0161295,1.11287e-06
0.75,8.85156e+11,1.65404e+10,0.0183436,1.16098e-06
0.8,8.10972e+11,4.75417e+10,0.0553767,1.13027e-06
0.85,9.83836e+11,2.93418e+10,0.0289601,1.10268e-06
0.9,9.37803e+11,8.12074e+10,0.0796924,1.16848e-06
0.95,6.83073e+11,3.2819e+11,0.324534,1.08136e-06
1,9.40505e+11,5.878e+10,0.0588221,1.12913e-06
2,8.87773e+11,1.15316e+11,0.114961,1.06997e-06
3,7.8897e+11,2.19774e+11,0.217869,1.07127e-06
4,7.61337e+11,1.53257e+11,0.167569,9.0297e-07
5,8.57246e+11,1.60369e+11,0.157593,8.7702e-07
6,6.57348e+11,2.46201e+11,0.272482,8.0697e-07
7,7.19071e+11,2.96425e+11,0.291902,8.2595e-07
8,5.74686e+11,4.14812e+11,0.419214,7.4699e-07
9,4.56423e+11,3.31668e+11,0.420849,5.0432e-07
10,6.28562e+11,3.81213e+11,0.377523,5.9678e-07
12,6.0753e+11,3.96438e+11,0.394871,4.5621e-07
14,4.24184e+11,4.97791e+11,0.539918,4.6641e-07
16,2.90474e+11,5.56393e+11,0.657001,4.7753e-07
18,3.95648e+11,5.19603e+11,0.567717,4.6256e-07
20,5.45336e+11,4.62931e+11,0.459135,4.4515e-07
25,3.91587e+11,6.08591e+11,0.608483,2.7591e-07
30,2.77173e+11,7.35844e+11,0.726389,2.6418e-07
35,1.58688e+11,8.30617e+11,0.839597,3.3525e-07
40,7.36168e+10,7.27425e+11,0.908099,1.6008e-07
45,1.70133e+11,8.35531e+11,0.830825,1.4531e-07
50,5.59679e+10,7.5099e+11,0.930643,1.3068e-07
55,5.84237e+10,7.98942e+11,0.931857,9.097e-08
60,5.41618e+10,8.65462e+11,0.941104,7.749e-08
65,2.26361e+10,8.88436e+11,0.975154,6.304e-08
70,7.72128e+10,9.3827e+11,0.923964,6.307e-08
75,7.91902e+09,1.0054e+12,0.992185,2.345e-08
80,3.32826e+09,1.0052e+12,0.9967,1.591e-08
85,1.12861e+10,7.9675e+11,0.986033,7.46e-09
90,6.76911e+09,9.51597e+11,0.992937,6.66e-09
95,4.79137e+08,9.03436e+11,0.99947,3.52e-09
100,0,1.01464e+12,1,0
