ratio,success,failure,failRate,totLatency
0,8.97807e+11,0,0,1.20506e-06
0.05,8.64736e+11,2.81151e+08,0.000325024,1.2035e-06
0.1,9.6223e+11,3.58398e+10,0.0359092,1.17109e-06
0.15,9.75498e+11,3.24572e+10,0.032201,1.2004e-06
0.2,8.54456e+11,1.56233e+11,0.154581,1.17444e-06
0.25,9.26421e+11,9.12685e+10,0.0896821,1.15855e-06
0.3,9.5919e+11,5.617e+10,0.0553203,1.15675e-06
0.35,9.03074e+11,5.86064e+10,0.0609417,1.10026e-06
0.4,8.11327e+11,1.56899e+11,0.162048,1.08919e-06
0.45,7.90718e+11,2.18825e+11,0.216756,1.04915e-06
0.5,8.73309e+11,1.36147e+11,0.134872,1.11839e-06
0.55,8.48782e+11,1.64518e+11,0.162358,1.10919e-06
0.6,8.20523e+11,1.88179e+11,0.186556,1.06949e-06
0.65,8.23646e+11,1.74811e+11,0.175081,1.07378e-06
0.7,7.66578e+11,2.53962e+11,0.248851,1.07284e-06
0.75,7.716e+11,2.47428e+11,0.242808,1.07162e-06
0.8,5.96916e+11,8.9047e+10,0.129813,1.06762e-06
0.85,6.78213e+11,1.29443e+11,0.16027,1.08173e-06
0.9,8.6495e+11,1.42598e+11,0.14153,1.02835e-06
0.95,9.39509e+11,7.18699e+10,0.0710613,1.058e-06
1,7.04904e+11,2.98693e+11,0.297623,9.7381e-07
2,6.10956e+11,3.48355e+11,0.363131,9.7646e-07
3,6.93963e+11,3.217e+11,0.316739,9.2556e-07
4,6.76185e+11,2.88402e+11,0.29899,8.3966e-07
5,6.28836e+11,3.28511e+11,0.343147,8.1312e-07
6,5.72575e+11,4.33787e+11,0.431045,7.7637e-07
7,5.51373e+11,4.65245e+11,0.45764,6.7137e-07
8,5.96003e+11,4.21056e+11,0.413993,6.9558e-07
9,5.10949e+11,5.0002e+11,0.494595,7.0246e-07
10,4.15076e+11,5.88279e+11,0.586312,6.816e-07
12,3.85623e+11,4.9982e+11,0.564486,6.3353e-07
14,2.78674e+11,5.38069e+11,0.658798,5.9521e-07
16,3.35822e+11,6.84702e+11,0.670932,5.6246e-07
18,3.39219e+11,6.73822e+11,0.665148,4.6523e-07
20,3.28162e+11,6.84328e+11,0.675886,5.3336e-07
25,3.87184e+11,6.22481e+11,0.616522,4.8677e-07
30,3.1747e+11,6.9623e+11,0.68682,3.6164e-07
35,9.59643e+10,7.3614e+11,0.884673,2.7183e-07
40,1.51832e+11,8.64954e+11,0.850674,2.5743e-07
45,3.11316e+10,9.68405e+11,0.968854,1.888e-07
50,4.57514e+10,9.62432e+11,0.95462,1.5247e-07
55,5.20309e+10,9.50687e+11,0.94811,1.3495e-07
60,3.06557e+10,9.78808e+11,0.969632,1.1467e-07
65,2.42138e+10,9.79327e+11,0.975872,7.837e-08
70,6.19689e+09,9.47963e+11,0.993505,5.65e-08
75,5.0322e+09,1.00937e+12,0.995039,4.317e-08
80,1.04539e+11,9.11559e+11,0.897117,2.63e-08
85,6.73029e+09,1.00648e+12,0.993357,1.58e-08
90,1.16738e+09,1.00623e+12,0.998841,8.38e-09
95,7.67217e+08,1.00761e+12,0.999239,5.52e-09
100,0,1.00199e+12,1,0
