ratio,success,failure,failRate,totLatency
0,1.01782e+12,0,0,1.20507e-06
0.05,1.00126e+12,2.83693e+07,2.83327e-05,1.2024e-06
0.1,1.01562e+12,7.25908e+08,0.000714233,1.19849e-06
0.15,8.37321e+11,7.11968e+10,0.0783659,1.15435e-06
0.2,9.97897e+11,1.31701e+10,0.0130259,1.1904e-06
0.25,9.6009e+11,5.32271e+10,0.0525276,1.16449e-06
0.3,9.80657e+11,3.68787e+10,0.0362431,1.15655e-06
0.35,9.12494e+11,5.56546e+10,0.0574856,1.14596e-06
0.4,6.15758e+11,1.82231e+11,0.228363,1.12378e-06
0.45,6.90842e+11,7.38474e+10,0.0965718,1.03287e-06
0.5,8.93105e+11,6.20891e+10,0.0650016,1.10483e-06
0.55,9.29683e+11,7.89701e+10,0.0782926,1.16919e-06
0.6,6.19578e+11,1.86107e+11,0.230992,1.14049e-06
0.65,7.96216e+11,1.51881e+11,0.160196,1.09478e-06
0.7,7.79238e+11,1.88388e+11,0.194691,1.11579e-06
0.75,8.35542e+11,1.79554e+11,0.176884,9.7131e-07
0.8,7.02404e+11,1.06522e+11,0.131683,1.00283e-06
0.85,9.54329e+11,5.5387e+10,0.0548541,1.09866e-06
0.9,8.17081e+11,1.53615e+11,0.158252,1.10542e-06
0.95,8.55574e+11,9.38534e+10,0.0988527,1.08263e-06
1,6.10711e+11,1.80977e+11,0.228597,1.07062e-06
2,8.18247e+11,1.98718e+11,0.195403,9.7125e-07
3,7.03799e+11,3.08641e+11,0.304849,8.5556e-07
4,7.09907e+11,3.0838e+11,0.302842,8.5097e-07
5,5.76954e+11,4.37742e+11,0.431402,7.4543e-07
6,5.61063e+11,4.44518e+11,0.442051,7.3389e-07
7,4.78879e+11,4.7896e+11,0.500043,7.1309e-07
8,5.66596e+11,4.50545e+11,0.442952,7.0619e-07
9,4.90699e+11,5.25892e+11,0.517309,6.5858e-07
10,4.25913e+11,4.85088e+11,0.532478,6.7894e-07
12,4.68487e+11,5.34378e+11,0.532852,6.3489e-07
14,2.70741e+11,6.48369e+11,0.705431,5.7615e-07
16,2.11841e+11,6.03434e+11,0.74016,4.9338e-07
18,3.20901e+11,5.71176e+11,0.640276,5.0593e-07
20,3.41106e+11,6.53081e+11,0.6569,4.5244e-07
25,2.19437e+11,6.30011e+11,0.741671,3.9867e-07
30,2.23612e+11,6.92179e+11,0.755827,3.2263e-07
35,2.25127e+11,7.85778e+11,0.777301,3.2138e-07
40,1.00738e+11,9.08182e+11,0.900153,2.5797e-07
45,1.42225e+11,8.72291e+11,0.85981,1.871e-07
50,5.3647e+10,9.64128e+11,0.94729,1.583e-07
55,2.15011e+10,7.67911e+11,0.972763,1.3421e-07
60,1.28989e+11,8.76709e+11,0.871742,9.549e-08
65,7.98012e+10,9.17033e+11,0.919945,7.312e-08
70,1.3687e+10,8.54207e+11,0.98423,6.046e-08
75,1.14122e+10,8.56067e+11,0.986844,3.354e-08
80,5.42342e+09,9.3953e+11,0.994261,2.465e-08
85,3.79627e+09,8.5577e+11,0.995583,1.422e-08
90,5.54555e+10,9.5969e+11,0.945372,1.307e-08
95,7.31328e+08,1.01375e+12,0.999279,4.35e-09
100,0,8.14846e+11,1,0
