ratio,success,failure,failRate,totLatency
0,9.94186e+11,0,0,1.20924e-06
0.05,1.01038e+12,7.71849e+09,0.00758129,1.20653e-06
0.1,8.21399e+11,8.894e+07,0.000108267,1.20679e-06
0.15,1.00031e+12,6.85197e+08,0.000684513,1.20186e-06
0.2,8.92407e+11,1.15273e+10,0.0127524,1.1679e-06
0.25,9.84004e+11,1.91505e+10,0.0190903,1.15925e-06
0.3,9.84515e+11,3.01853e+10,0.029748,1.14348e-06
0.35,9.57433e+11,4.81008e+10,0.0478361,1.12699e-06
0.4,8.08024e+11,5.91092e+10,0.0681663,1.07646e-06
0.45,8.23938e+11,1.25338e+11,0.132035,1.07688e-06
0.5,9.01792e+11,1.16333e+11,0.114262,1.09917e-06
0.55,8.062e+11,1.14426e+11,0.124291,1.10749e-06
0.6,9.60094e+11,5.97815e+10,0.0586165,1.10795e-06
0.65,8.19257e+11,1.73327e+11,0.174622,1.1273e-06
0.7,6.74539e+11,1.78979e+11,0.209695,1.05296e-06
0.75,8.95875e+11,1.22572e+11,0.120352,1.05299e-06
0.8,7.64034e+11,1.02148e+11,0.117929,1.11701e-06
0.85,8.71975e+11,1.43366e+11,0.1412,1.10471e-06
0.9,7.72184e+11,1.37041e+11,0.150723,1.14143e-06
0.95,6.83552e+11,1.34845e+11,0.164767,1.12448e-06
1,7.50879e+11,2.34189e+11,0.237739,1.07889e-06
2,7.90043e+11,2.19882e+11,0.217721,9.3229e-07
3,7.08254e+11,3.01347e+11,0.298482,9.1898e-07
4,6.2061e+11,3.4843e+11,0.359562,8.5192e-07
5,5.52161e+11,4.59152e+11,0.454016,8.083e-07
6,5.30298e+11,4.77726e+11,0.473923,7.3779e-07
7,5.97087e+11,4.104e+11,0.40735,7.4198e-07
8,3.19999e+11,6.90986e+11,0.683478,6.7149e-07
9,4.09402e+11,4.60181e+11,0.529197,7.0283e-07
10,5.88014e+11,4.25707e+11,0.419945,7.3129e-07
12,5.13284e+11,4.91093e+11,0.488953,6.543e-07
14,3.14041e+11,5.53767e+11,0.638122,6.3101e-07
16,2.54581e+11,5.48486e+11,0.682989,5.4463e-07
18,3.28008e+11,6.64954e+11,0.669667,4.912e-07
20,2.0755e+11,6.96558e+11,0.770437,4.7872e-07
25,2.85492e+11,7.29292e+11,0.718668,4.0337e-07
30,2.33411e+11,7.75666e+11,0.768689,3.2874e-07
35,2.16466e+11,6.67919e+11,0.755236,2.7503e-07
40,2.14866e+11,7.89936e+11,0.786161,2.5961e-07
45,9.30483e+10,8.72501e+11,0.903632,1.6642e-07
50,3.91295e+10,9.77932e+11,0.961527,1.7126e-07
55,8.56925e+10,7.73671e+11,0.900284,1.3474e-07
60,2.10714e+10,9.93933e+11,0.97924,1.051e-07
65,1.59842e+10,8.0177e+11,0.980453,6.541e-08
70,6.54313e+10,9.50794e+11,0.935613,4.769e-08
75,9.76589e+09,8.53759e+11,0.988691,5.142e-08
80,1.22017e+10,7.90509e+11,0.984799,2.621e-08
85,1.77273e+09,8.4663e+11,0.997911,1.261e-08
90,1.21388e+09,1.01296e+12,0.998803,9.39e-09
95,3.15466e+09,9.78375e+11,0.996786,2.3e-09
100,0,8.088e+11,1,0
