ratio,success,failure,failRate,totLatency
0,8.00182e+11,0,0,1.20663e-06
0.05,9.79439e+11,4.02382e+09,0.00409148,1.20268e-06
0.1,9.88143e+11,1.8178e+10,0.0180638,1.14105e-06
0.15,9.94306e+11,5.23266e+09,0.00523508,1.1991e-06
0.2,8.50738e+11,9.57992e+09,0.0111353,1.19613e-06
0.25,9.54076e+11,6.26439e+10,0.0616137,1.16016e-06
0.3,9.33739e+11,7.00617e+10,0.0697965,1.12419e-06
0.35,6.99697e+11,1.15562e+11,0.141749,1.1242e-06
0.4,7.35973e+11,8.23553e+10,0.100638,1.15271e-06
0.45,7.34302e+11,7.98556e+10,0.0980837,1.18213e-06
0.5,9.35022e+11,7.33939e+10,0.0727814,1.09391e-06
0.55,9.20133e+11,9.05169e+10,0.089563,1.11359e-06
0.6,8.52677e+11,1.63506e+11,0.160902,1.08988e-06
0.65,6.63059e+11,1.90056e+11,0.222779,1.09082e-06
0.7,7.32841e+11,8.2113e+10,0.100758,1.13458e-06
0.75,7.93642e+11,1.93237e+11,0.195806,1.10916e-06
0.8,7.33393e+11,2.74085e+11,0.272051,1.0075e-06
0.85,7.12707e+11,2.31834e+11,0.245446,9.9759e-07
0.9,9.73245e+11,4.19244e+10,0.0412979,1.16612e-06
0.95,6.51878e+11,1.61685e+11,0.198737,1.12152e-06
1,8.93185e+11,1.19667e+11,0.118148,1.11064e-06
2,6.79871e+11,3.26104e+11,0.324167,9.362e-07
3,6.36839e+11,2.82395e+11,0.307207,8.8809e-07
4,5.56791e+11,4.45182e+11,0.444306,7.821e-07
5,4.71852e+11,5.44203e+11,0.535604,7.6491e-07
6,6.57433e+11,3.58189e+11,0.352679,8.1614e-07
7,4.38883e+11,3.77296e+11,0.462272,7.0012e-07
8,4.28253e+11,4.37646e+11,0.505424,7.0906e-07
9,4.96798e+11,5.14154e+11,0.508584,6.2939e-07
10,4.53828e+11,5.58616e+11,0.55175,6.5734e-07
12,4.71408e+11,5.46885e+11,0.537061,5.8558e-07
14,4.67528e+11,5.26256e+11,0.529548,5.6248e-07
16,4.51172e+11,5.61179e+11,0.554332,5.2817e-07
18,4.4423e+11,5.77143e+11,0.565066,4.8474e-07
20,2.20329e+11,5.84423e+11,0.726215,4.3034e-07
25,1.56491e+11,8.56785e+11,0.84556,4.2036e-07
30,1.74949e+11,8.38432e+11,0.827361,3.5971e-07
35,3.22258e+11,6.91015e+11,0.681964,3.1499e-07
40,1.06796e+11,9.10034e+11,0.894972,2.6875e-07
45,1.78036e+11,7.84213e+11,0.814979,2.0535e-07
50,9.33834e+10,8.67165e+11,0.902781,1.6032e-07
55,7.66219e+10,9.27839e+11,0.923718,1.5564e-07
60,2.63859e+10,9.8567e+11,0.973928,1.0538e-07
65,2.35477e+10,9.71723e+11,0.97634,7.124e-08
70,1.14829e+10,9.851e+11,0.988478,5.55e-08
75,6.8114e+09,8.00182e+11,0.99156,3.525e-08
80,5.52689e+10,9.50974e+11,0.945074,1.555e-08
85,2.4083e+09,8.08188e+11,0.997029,1.268e-08
90,8.63235e+09,1.00901e+12,0.991517,7.55e-09
95,2.16741e+08,1.01719e+12,0.999787,4.71e-09
100,0,9.25998e+11,1,0
