ratio,success,failure,failRate,totLatency
0,1.01508e+12,0,0,1.20481e-06
0.05,8.11923e+11,1.0207e+09,0.00125556,1.20312e-06
0.1,1.01839e+12,4.64302e+08,0.00045571,1.20071e-06
0.15,9.2846e+11,8.84462e+10,0.0869758,1.17705e-06
0.2,8.91818e+11,2.33366e+10,0.0255002,1.14076e-06
0.25,9.59134e+11,5.39226e+10,0.0532276,1.11288e-06
0.3,9.58902e+11,6.19731e+10,0.0607059,1.08785e-06
0.35,9.43809e+11,7.49857e+10,0.0736024,1.09151e-06
0.4,8.2548e+11,3.54829e+10,0.0412131,1.13079e-06
0.45,8.87634e+11,7.05343e+10,0.0736137,1.17311e-06
0.5,7.38372e+11,6.36155e+10,0.0793224,1.15845e-06
0.55,9.4684e+11,6.57515e+10,0.0649339,1.05119e-06
0.6,8.49515e+11,6.86428e+10,0.0747614,1.05363e-06
0.65,6.79799e+11,2.31116e+11,0.253718,1.0253e-06
0.7,8.6525e+11,1.56136e+11,0.152867,1.1007e-06
0.75,7.69503e+11,2.40356e+11,0.238009,1.07409e-06
0.8,7.47216e+11,2.60405e+11,0.258436,1.02477e-06
0.85,8.39668e+11,1.73093e+11,0.170912,1.11759e-06
0.9,9.45967e+11,7.12909e+10,0.0700814,1.07626e-06
0.95,8.90468e+11,1.29484e+11,0.126951,1.04468e-06
1,7.27571e+11,1.93895e+11,0.21042,1.05607e-06
2,5.01164e+11,3.6892e+11,0.424005,8.8105e-07
3,5.48066e+11,3.68755e+11,0.402211,8.2127e-07
4,6.29149e+11,3.57656e+11,0.362438,8.4938e-07
5,4.28727e+11,4.3064e+11,0.501113,8.2927e-07
6,5.59468e+11,4.33373e+11,0.436498,7.0769e-07
7,5.54058e+11,4.6462e+11,0.456101,7.3208e-07
8,5.48508e+11,4.66259e+11,0.459474,7.0553e-07
9,5.60975e+11,4.4516e+11,0.442445,6.8064e-07
10,4.37904e+11,5.61953e+11,0.562033,6.4621e-07
12,5.04979e+11,5.05449e+11,0.500233,6.7458e-07
14,5.10241e+11,5.06919e+11,0.498367,5.283e-07
16,3.62951e+11,6.56061e+11,0.643821,5.8162e-07
18,4.34193e+11,5.75274e+11,0.569879,5.08e-07
20,2.19167e+11,5.88662e+11,0.728696,4.4558e-07
25,2.88532e+11,7.14941e+11,0.712467,4.7197e-07
30,1.63677e+11,8.03982e+11,0.830853,3.5223e-07
35,1.69011e+11,6.5014e+11,0.793675,3.1093e-07
40,9.93426e+10,6.53952e+11,0.868122,2.6657e-07
45,8.05622e+10,7.63156e+11,0.904515,2.1967e-07
50,9.47861e+10,7.68308e+11,0.890179,1.8024e-07
55,6.81419e+10,9.38901e+11,0.932335,1.2277e-07
60,3.49778e+10,9.66246e+11,0.965065,1.1191e-07
65,8.8711e+09,7.92994e+11,0.988937,7.498e-08
70,1.99705e+10,9.97935e+11,0.980381,5.524e-08
75,6.24454e+10,9.45206e+11,0.938029,3.867e-08
80,9.24912e+09,9.94096e+11,0.990782,2.736e-08
85,4.0578e+09,1.00869e+12,0.995993,1.51e-08
90,1.01671e+10,8.55023e+11,0.988249,1.172e-08
95,3.18212e+08,1.01463e+12,0.999686,4.59e-09
100,0,1.0093e+12,1,0
