ratio,success,failure,failRate,totLatency
0,1.01047e+12,0,0,1.20935e-06
0.05,9.56229e+11,5.13975e+10,0.0510085,1.1666e-06
0.1,1.00559e+12,1.00512e+09,0.000998541,1.20789e-06
0.15,1.0065e+12,1.0771e+10,0.0105881,1.1837e-06
0.2,9.35356e+11,6.9564e+10,0.0692234,1.16407e-06
0.25,9.79586e+11,3.81725e+10,0.0375065,1.12682e-06
0.3,8.71042e+11,4.30557e+10,0.0471018,1.16732e-06
0.35,8.95325e+11,1.15911e+11,0.114623,1.17927e-06
0.4,8.60416e+11,5.70952e+10,0.0622284,1.13291e-06
0.45,7.69505e+11,2.39265e+11,0.237185,1.05085e-06
0.5,8.57676e+11,1.46401e+11,0.145806,1.12287e-06
0.55,8.77531e+11,1.26532e+11,0.12602,1.07111e-06
0.6,6.54071e+11,1.52782e+11,0.189355,1.1074e-06
0.65,8.01904e+11,1.68347e+11,0.173509,1.15781e-06
0.7,5.97628e+11,2.21979e+11,0.270836,1.1519e-06
0.75,8.66818e+11,1.44432e+11,0.142825,1.03802e-06
0.8,8.49379e+11,1.56773e+11,0.155814,1.05136e-06
0.85,8.573e+11,1.61469e+11,0.158494,1.04923e-06
0.9,8.06487e+11,2.07348e+11,0.204518,1.04642e-06
0.95,7.54987e+11,2.60757e+11,0.256715,1.03327e-06
1,9.19612e+11,8.21035e+10,0.0819629,1.10366e-06
2,4.7739e+11,3.21484e+11,0.402421,9.4193e-07
3,7.1348e+11,3.04086e+11,0.298837,9.008e-07
4,6.19285e+11,3.88744e+11,0.385648,7.5774e-07
5,7.32859e+11,2.83709e+11,0.279085,8.8123e-07
6,5.62306e+11,3.39269e+11,0.376307,7.8672e-07
7,5.54879e+11,4.58457e+11,0.452424,7.4049e-07
8,5.53155e+11,4.58033e+11,0.452966,6.6933e-07
9,5.22948e+11,4.96289e+11,0.486922,6.5291e-07
10,5.07344e+11,5.10916e+11,0.501754,7.1445e-07
12,4.27139e+11,5.37139e+11,0.557038,6.1521e-07
14,4.24683e+11,5.89014e+11,0.581056,6.3935e-07
16,3.48006e+11,6.27353e+11,0.643202,6.1051e-07
18,4.70387e+11,5.33668e+11,0.531513,5.5269e-07
20,2.89159e+11,6.72518e+11,0.699318,5.2889e-07
25,3.62888e+11,6.53448e+11,0.642945,4.1625e-07
30,1.62425e+11,8.59104e+11,0.840998,3.3029e-07
35,3.03692e+11,7.13888e+11,0.701555,2.9573e-07
40,2.17866e+11,7.2915e+11,0.769945,2.2701e-07
45,1.55471e+11,8.3103e+11,0.842401,1.8568e-07
50,5.82922e+10,9.56816e+11,0.942575,1.8209e-07
55,5.6396e+10,9.47126e+11,0.943802,1.183e-07
60,3.8043e+10,9.66515e+11,0.96213,1.0689e-07
65,2.27114e+10,9.90977e+11,0.977595,8.166e-08
70,1.96208e+10,9.96438e+11,0.980689,6.481e-08
75,9.57303e+09,1.0034e+12,0.99055,4.517e-08
80,6.64339e+09,1.00104e+12,0.993407,2.089e-08
85,4.61738e+09,9.64753e+11,0.995237,2.109e-08
90,2.14297e+09,1.00896e+12,0.997881,6.91e-09
95,2.78535e+08,8.06298e+11,0.999655,3.67e-09
100,0,9.95473e+11,1,0
