ratio,success,failure,failRate,totLatency
0,9.1962e+11,0,0,1.20315e-06
0.05,9.97053e+11,4.42623e+09,0.00441969,1.19683e-06
0.1,9.27105e+11,4.5454e+08,0.000490038,1.20384e-06
0.15,1.00978e+12,1.72716e+09,0.00170752,1.20226e-06
0.2,6.85268e+11,4.45117e+10,0.0609933,1.18299e-06
0.25,1.00496e+12,1.28799e+10,0.0126542,1.17751e-06
0.3,9.53929e+11,1.31543e+10,0.0136021,1.17035e-06
0.35,9.25863e+11,8.69063e+10,0.0858105,1.12561e-06
0.4,9.28706e+11,2.63185e+10,0.0275579,1.1716e-06
0.45,8.98129e+11,1.14146e+11,0.112761,1.11019e-06
0.5,9.64179e+11,3.30778e+10,0.0331688,1.1763e-06
0.55,9.21125e+11,6.96408e+10,0.0702899,1.10216e-06
0.6,9.38582e+11,7.74465e+10,0.0762247,1.09272e-06
0.65,6.77466e+11,2.39546e+11,0.261224,1.02615e-06
0.7,5.67372e+11,4.50531e+11,0.442607,1.05902e-06
0.75,6.42438e+11,1.67756e+11,0.207056,1.04973e-06
0.8,5.77203e+11,2.14575e+11,0.271004,1.06579e-06
0.85,8.17605e+11,2.01619e+11,0.197817,1.11368e-06
0.9,7.8913e+11,2.21843e+11,0.219435,1.08242e-06
0.95,7.31539e+11,2.67768e+11,0.267954,1.01079e-06
1,7.86497e+11,2.12485e+11,0.212702,1.1121e-06
2,5.7343e+11,2.86679e+11,0.333306,9.7859e-07
3,6.51967e+11,2.558e+11,0.28179,9.4893e-07
4,6.24274e+11,3.90482e+11,0.384804,7.9359e-07
5,6.19088e+11,3.99295e+11,0.392087,8.2998e-07
6,4.31737e+11,3.87059e+11,0.472717,7.8189e-07
7,5.82862e+11,4.24161e+11,0.421203,7.6934e-07
8,4.35726e+11,4.58392e+11,0.512675,6.574e-07
9,4.25544e+11,5.92696e+11,0.582079,6.6279e-07
10,5.50016e+11,4.63804e+11,0.457482,6.5096e-07
12,3.1132e+11,4.92389e+11,0.612646,5.9835e-07
14,4.46165e+11,5.44577e+11,0.549666,5.5307e-07
16,3.82883e+11,5.65713e+11,0.596369,4.7303e-07
18,3.32807e+11,6.83306e+11,0.67247,4.6944e-07
20,4.33489e+11,5.78397e+11,0.571603,4.4908e-07
25,1.82186e+11,8.23451e+11,0.818835,4.5656e-07
30,2.51045e+11,6.61765e+11,0.724976,3.3753e-07
35,1.71332e+11,8.33263e+11,0.829452,3.2292e-07
40,1.05563e+11,8.09479e+11,0.884636,2.9031e-07
45,4.7683e+10,9.69983e+11,0.953145,1.7971e-07
50,3.79352e+10,8.68443e+11,0.958146,1.9889e-07
55,3.09395e+10,7.55071e+11,0.960637,1.0801e-07
60,7.6805e+10,8.72292e+11,0.919076,9.05e-08
65,2.03342e+10,9.89216e+11,0.979858,7.732e-08
70,1.34083e+10,9.57101e+11,0.986184,5.393e-08
75,9.73005e+09,5.79072e+11,0.983475,3.262e-08
80,5.48937e+09,9.0917e+11,0.993998,2.128e-08
85,9.6477e+08,1.01476e+12,0.99905,1.132e-08
90,2.95306e+09,9.53361e+11,0.996912,5.14e-09
95,2.58893e+08,1.00754e+12,0.999743,5.26e-09
100,0,1.00253e+12,1,0
