theta,success,failure,failRate,totLatency
0,1.00814e+12,0,0,1.20419e-06
1,8.99602e+11,0,0,1.20416e-06
2,1.01956e+12,0,0,1.20467e-06
3,1.00921e+12,0,0,1.20501e-06
4,9.65124e+11,0,0,1.20438e-06
5,9.67822e+11,0,0,1.20408e-06
6,1.0188e+12,2.77921e+07,2.72784e-05,1.20459e-06
7,1.01715e+12,1.02523e+06,1.00795e-06,1.20387e-06
8,1.01261e+12,8.45967e+07,8.35363e-05,1.20424e-06
9,1.01703e+12,9.66286e+07,9.50011e-05,1.2047e-06
10,1.01747e+12,2.23556e+09,0.00219235,1.20293e-06
11,7.99641e+11,2.07047e+08,0.000258857,1.20254e-06
12,8.09345e+11,1.15668e+10,0.0140902,1.20231e-06
13,1.00632e+12,2.44468e+09,0.00242344,1.20302e-06
14,1.00202e+12,3.32193e+09,0.00330427,1.20218e-06
15,8.94733e+11,5.16903e+09,0.005744,1.20273e-06
16,8.77125e+11,6.7961e+10,0.0719099,1.19257e-06
17,9.07022e+11,6.3588e+10,0.0655134,1.17496e-06
18,9.43475e+11,7.53318e+10,0.0739413,1.11186e-06
19,8.65752e+11,1.53342e+11,0.150469,1.11415e-06
20,8.85187e+11,1.11798e+11,0.112136,1.11195e-06
21,7.25369e+11,9.23487e+10,0.112935,1.10873e-06
22,7.37747e+11,1.15169e+11,0.13503,1.10257e-06
23,8.2135e+11,1.24425e+11,0.131559,1.1006e-06
24,7.79804e+11,1.80821e+11,0.188232,1.10453e-06
25,9.2456e+11,9.2731e+10,0.0911548,1.10444e-06
26,7.94043e+11,2.11701e+11,0.210492,1.11488e-06
27,8.69277e+11,9.7649e+10,0.100989,1.10725e-06
28,8.08214e+11,8.75013e+10,0.0976887,1.11942e-06
29,8.85389e+11,1.16448e+11,0.116234,1.11833e-06
30,7.86159e+11,1.81973e+11,0.187963,1.10697e-06
31,9.1071e+11,9.37159e+10,0.0933029,1.10456e-06
32,7.26265e+11,8.12961e+10,0.100669,1.1049e-06
33,8.23336e+11,9.11806e+10,0.0997036,1.11926e-06
34,9.24771e+11,8.4941e+10,0.084124,1.12451e-06
35,9.04189e+11,1.1541e+11,0.113192,1.12417e-06
36,9.33409e+11,7.27287e+10,0.072285,1.11838e-06
37,9.02305e+11,1.05702e+11,0.104863,1.12807e-06
38,9.64325e+11,4.94854e+10,0.0488113,1.1331e-06
39,9.65754e+11,5.41419e+10,0.0530858,1.14206e-06
40,9.61233e+11,4.82769e+10,0.0478221,1.13491e-06
41,9.13386e+11,1.02302e+11,0.100722,1.14149e-06
42,9.74287e+11,3.45463e+10,0.0342438,1.15149e-06
43,7.73604e+11,2.36124e+10,0.0296185,1.15111e-06
44,9.4919e+11,1.5704e+10,0.0162754,1.15419e-06
45,8.03663e+11,6.95746e+09,0.00858288,1.17095e-06
46,7.96596e+11,6.76151e+09,0.00841656,1.18675e-06
47,9.14784e+11,1.38647e+07,1.5156e-05,1.20428e-06
48,9.0967e+11,1.81978e+08,0.000200009,1.20331e-06
49,8.68272e+11,2.41577e+08,0.000278149,1.20414e-06
50,1.00331e+12,1.3932e+08,0.000138841,1.20339e-06
51,1.01573e+12,1.84291e+09,0.00181108,1.20334e-06
52,1.00528e+12,3.89898e+08,0.000387698,1.20129e-06
53,1.0102e+12,4.03717e+08,0.000399481,1.20246e-06
54,1.00775e+12,7.77853e+08,0.000771273,1.20153e-06
55,8.13758e+11,6.89262e+08,0.000846294,1.20101e-06
56,1.01655e+12,1.12805e+09,0.00110846,1.20103e-06
57,9.16846e+11,1.22238e+09,0.00133147,1.20086e-06
58,1.01283e+12,1.76531e+09,0.00173992,1.20163e-06
59,1.01748e+12,9.96432e+08,0.000978357,1.20159e-06
60,9.66866e+11,9.68041e+08,0.00100021,1.20196e-06
61,1.00344e+12,1.10439e+08,0.000110048,1.20274e-06
62,1.0178e+12,2.56269e+08,0.000251725,1.2026e-06
63,8.07688e+11,2.01364e+08,0.000249247,1.20262e-06
64,8.57493e+11,1.718e+08,0.000200311,1.20281e-06
65,7.99284e+11,2.3637e+07,2.95719e-05,1.20305e-06
66,1.00239e+12,6.7489e+07,6.73237e-05,1.20296e-06
67,1.0193e+12,0,0,1.20516e-06
68,9.18453e+11,0,0,1.20452e-06
69,1.01663e+12,0,0,1.20458e-06
70,1.02073e+12,0,0,1.20533e-06
71,8.13266e+11,0,0,1.20536e-06
72,9.18559e+11,0,0,1.20477e-06
73,8.02699e+11,0,0,1.20483e-06
74,1.01427e+12,0,0,1.20483e-06
75,1.0033e+12,0,0,1.20406e-06
76,1.01685e+12,0,0,1.20453e-06
77,1.02146e+12,0,0,1.20488e-06
78,9.66719e+11,0,0,1.20514e-06
79,1.01809e+12,0,0,1.20437e-06
80,1.01409e+12,0,0,1.20501e-06
81,1.01938e+12,8.29161e+06,8.13393e-06,1.20477e-06
82,9.64169e+11,2.03062e+07,2.10604e-05,1.20416e-06
83,1.01224e+12,8.04069e+06,7.94343e-06,1.20459e-06
84,1.01418e+12,1.00208e+07,9.8806e-06,1.20413e-06
85,9.18095e+11,9.6141e+06,1.04717e-05,1.20446e-06
86,8.20788e+11,0,0,1.20483e-06
87,1.02044e+12,1.70132e+08,0.000166696,1.2035e-06
88,8.01103e+11,6.61832e+07,8.26083e-05,1.20296e-06
89,1.00637e+12,3.30002e+07,3.27902e-05,1.20375e-06
90,8.10113e+11,3.06754e+08,0.000378513,1.20316e-06
91,1.00662e+12,1.85552e+08,0.000184299,1.20214e-06
92,8.14046e+11,2.83614e+08,0.000348279,1.20173e-06
93,8.59452e+11,2.58806e+08,0.000301039,1.20255e-06
94,8.06029e+11,6.55968e+08,0.000813164,1.20162e-06
95,1.00227e+12,3.71163e+08,0.000370186,1.203e-06
96,1.01742e+12,2.21781e+08,0.000217936,1.20351e-06
97,8.07525e+11,1.13137e+09,0.00139908,1.20363e-06
98,9.92612e+11,1.28776e+09,0.00129567,1.20225e-06
99,1.01622e+12,4.00533e+08,0.000393985,1.20156e-06
100,9.1523e+11,1.579e+08,0.000172495,1.20329e-06
101,8.14998e+11,7.30779e+08,0.00089586,1.2024e-06
102,1.01516e+12,1.51279e+08,0.000148997,1.20167e-06
103,1.00822e+12,1.69531e+08,0.00016812,1.20137e-06
104,9.16302e+11,2.61411e+08,0.000285208,1.20191e-06
105,8.07262e+11,2.81423e+08,0.000348493,1.20121e-06
106,9.54687e+11,4.51063e+08,0.000472249,1.20124e-06
107,1.0173e+12,1.28906e+09,0.00126553,1.20366e-06
108,8.14036e+11,2.44152e+08,0.000299838,1.2034e-06
109,8.18527e+11,2.67169e+08,0.000326295,1.20332e-06
110,9.18462e+11,7.52544e+08,0.000818682,1.20169e-06
111,1.00704e+12,7.78837e+09,0.00767457,1.20258e-06
112,1.00166e+12,1.25201e+09,0.00124837,1.20283e-06
113,8.08939e+11,1.17252e+09,0.00144736,1.2028e-06
114,9.43636e+11,1.34439e+09,0.00142266,1.20192e-06
115,1.01668e+12,1.39646e+09,0.00137167,1.20226e-06
116,1.01e+12,9.74478e+07,9.6474e-05,1.20185e-06
117,9.99317e+11,1.62011e+09,0.00161859,1.20232e-06
118,1.01724e+12,1.1849e+09,0.00116346,1.20227e-06
119,9.11304e+11,4.26552e+08,0.000467849,1.20294e-06
120,1.01047e+12,6.10985e+08,0.000604287,1.20297e-06
121,1.00616e+12,9.87133e+07,9.80994e-05,1.2036e-06
122,1.01142e+12,1.36702e+09,0.00134975,1.20221e-06
123,1.00133e+12,1.60153e+08,0.000159915,1.20255e-06
124,8.52607e+11,2.69532e+08,0.000316027,1.20222e-06
125,8.62985e+11,1.46908e+08,0.000170203,1.20298e-06
126,1.00822e+12,6.81097e+08,0.000675087,1.20236e-06
127,1.01034e+12,6.29096e+08,0.000622268,1.20262e-06
128,9.07677e+11,5.5355e+08,0.000609482,1.20294e-06
129,8.6553e+11,5.0901e+07,5.88056e-05,1.20291e-06
130,8.57803e+11,1.68258e+08,0.000196111,1.20296e-06
131,1.0182e+12,3.86127e+08,0.000379081,1.20276e-06
132,8.50052e+11,1.08389e+08,0.000127492,1.20315e-06
133,8.10668e+11,1.71379e+07,2.114e-05,1.20329e-06
134,9.47395e+11,9.98912e+08,0.00105327,1.19185e-06
135,9.12534e+11,6.4015e+09,0.00696621,1.17299e-06
136,9.53168e+11,1.13252e+10,0.0117421,1.17393e-06
137,9.12135e+11,8.59689e+09,0.00933702,1.16697e-06
138,8.04171e+11,9.41021e+09,0.0115664,1.16656e-06
139,9.96351e+11,2.15856e+10,0.0212053,1.14326e-06
140,9.35223e+11,2.17954e+10,0.0227743,1.1454e-06
141,9.94855e+11,2.26301e+10,0.0222412,1.14164e-06
142,7.9168e+11,2.40649e+10,0.0295006,1.14232e-06
143,9.38762e+11,7.17401e+10,0.0709945,1.14556e-06
144,9.40166e+11,6.14987e+10,0.0613965,1.14379e-06
145,9.83019e+11,2.74527e+10,0.0271682,1.14565e-06
146,8.29299e+11,2.48427e+10,0.029085,1.14912e-06
147,9.56141e+11,4.8037e+10,0.0478372,1.14365e-06
148,9.76466e+11,3.82991e+10,0.0377419,1.13494e-06
149,8.68189e+11,3.75047e+10,0.0414099,1.13369e-06
150,8.36102e+11,6.55031e+10,0.0726516,1.13194e-06
151,9.46921e+11,5.81435e+10,0.0578505,1.13593e-06
152,9.70512e+11,3.80872e+10,0.0377624,1.1392e-06
153,8.66062e+11,4.4597e+10,0.0489722,1.13449e-06
154,9.37565e+11,7.499e+10,0.0740602,1.13698e-06
155,7.46728e+11,6.74709e+10,0.0828679,1.13479e-06
156,9.04094e+11,6.63308e+10,0.0683523,1.13619e-06
157,8.6992e+11,3.74712e+10,0.0412956,1.14042e-06
158,9.20632e+11,8.44719e+10,0.084043,1.14052e-06
159,8.44339e+11,6.70063e+10,0.0735246,1.14389e-06
160,7.23869e+11,8.98985e+10,0.110472,1.1394e-06
161,8.15032e+11,9.50023e+10,0.104394,1.14207e-06
162,9.4384e+11,6.35916e+10,0.0631225,1.16607e-06
163,9.01938e+11,6.50048e+10,0.0672271,1.1737e-06
164,7.64293e+11,4.40332e+10,0.0544745,1.19082e-06
165,9.65548e+11,3.51912e+10,0.0351652,1.20279e-06
166,1.01256e+12,1.15042e+09,0.00113486,1.20309e-06
167,1.01348e+12,1.92778e+09,0.00189852,1.20362e-06
168,9.99479e+11,6.06648e+09,0.00603302,1.20454e-06
169,9.11643e+11,7.572e+08,0.000829899,1.20444e-06
170,1.00873e+12,6.12411e+08,0.00060674,1.20376e-06
171,9.44653e+11,5.65208e+07,5.98287e-05,1.20445e-06
172,1.00108e+12,2.56273e+09,0.00255343,1.20438e-06
173,9.64991e+11,2.61082e+07,2.70546e-05,1.20381e-06
174,8.08991e+11,3.14171e+08,0.000388199,1.20449e-06
175,1.01616e+12,7.38792e+07,7.26988e-05,1.20425e-06
176,1.02141e+12,0,0,1.20506e-06
177,1.018e+12,0,0,1.20477e-06
