ratio,success,failure,failRate,totLatency
0,8.61934e+11,0,0,1.20411e-06
0.05,9.67808e+11,1.15894e+09,0.00119606,1.19676e-06
0.1,8.66371e+11,8.50339e+08,0.000980532,1.2002e-06
0.15,8.64842e+11,0,0,1.20454e-06
0.2,9.41572e+11,1.89597e+10,0.0197388,1.18487e-06
0.25,8.65941e+11,5.63297e+08,0.00065008,1.20156e-06
0.3,8.55914e+11,9.20383e+09,0.0106388,1.14588e-06
0.35,8.99217e+11,1.503e+09,0.00166867,1.199e-06
0.4,9.1283e+11,6.46777e+08,0.000708039,1.19645e-06
0.45,9.02727e+11,1.68264e+10,0.0182984,1.18627e-06
0.5,8.48127e+11,5.55225e+10,0.0614425,1.18096e-06
0.55,1.00181e+12,3.96613e+09,0.00394336,1.19616e-06
0.6,1.01623e+12,8.85445e+08,0.000870543,1.19396e-06
0.65,7.99554e+11,1.38446e+10,0.0170206,1.18176e-06
0.7,8.9733e+11,8.15995e+09,0.00901164,1.15049e-06
0.75,9.76074e+11,3.89965e+10,0.0384176,1.178e-06
0.8,8.20641e+11,9.7972e+09,0.0117976,1.14313e-06
0.85,9.4385e+11,7.70924e+10,0.075511,1.16875e-06
0.9,7.7301e+11,4.38975e+10,0.0537362,1.1281e-06
0.95,1.00908e+12,4.79866e+09,0.00473296,1.18765e-06
1,9.13029e+11,4.67662e+10,0.0487252,1.11274e-06
2,7.44812e+11,1.18375e+11,0.137137,1.05754e-06
3,7.48271e+11,5.19713e+10,0.0649444,1.10496e-06
4,6.57916e+11,2.53365e+11,0.278031,1.00481e-06
5,5.84483e+11,4.19797e+11,0.418008,9.8512e-07
6,6.74174e+11,3.35458e+11,0.332258,8.7799e-07
7,8.87839e+11,1.17032e+11,0.116465,9.6907e-07
8,5.13298e+11,4.40868e+11,0.462046,8.4461e-07
9,6.25128e+11,3.91057e+11,0.384828,7.7773e-07
10,9.02851e+11,9.7385e+10,0.0973621,9.4003e-07
12,3.67977e+11,6.45677e+11,0.63698,6.9056e-07
14,6.43047e+11,3.77293e+11,0.369772,6.6594e-07
16,5.4303e+11,4.5894e+11,0.458038,6.763e-07
18,4.0023e+11,4.13018e+11,0.507863,5.7078e-07
20,5.23755e+11,4.96175e+11,0.48648,5.2129e-07
25,5.09192e+11,5.0371e+11,0.497294,4.8795e-07
30,2.15915e+11,6.94832e+11,0.762926,3.2026e-07
35,2.99795e+11,7.12047e+11,0.703713,2.5463e-07
40,3.43155e+11,6.75375e+11,0.663088,2.5559e-07
45,3.2407e+11,6.96524e+11,0.682469,2.6611e-07
50,1.48671e+11,8.4915e+11,0.851004,1.5564e-07
55,1.90374e+11,7.9185e+11,0.806181,1.5924e-07
60,2.28959e+11,7.85026e+11,0.774198,2.2817e-07
65,2.02943e+11,7.0324e+11,0.776046,1.2185e-07
70,5.92219e+10,9.51562e+11,0.94141,1.3262e-07
75,4.81217e+10,7.67049e+11,0.940967,8.684e-08
80,2.29945e+10,9.9078e+11,0.977318,4.717e-08
85,2.40957e+10,6.9469e+11,0.966477,3.787e-08
90,4.05124e+09,8.96386e+11,0.995501,3.078e-08
95,4.89241e+08,8.18039e+11,0.999402,8.56e-09
100,0,1.01275e+12,1,0
