ratio,success,failure,failRate,totLatency
0,1.00512e+12,0,0,1.20361e-06
0.05,8.15909e+11,2281.42,2.79617e-09,1.20462e-06
0.1,9.96755e+11,0,0,1.20406e-06
0.15,1.01573e+12,2.12259e+06,2.08972e-06,1.20452e-06
0.2,8.37991e+11,2.86828e+10,0.0330953,1.20237e-06
0.25,9.95439e+11,8.49852e+09,0.00846519,1.20192e-06
0.3,1.01815e+12,187811,1.84462e-07,1.20264e-06
0.35,8.03846e+11,1.42439e+07,1.77194e-05,1.2038e-06
0.4,8.1748e+11,2.94936e+08,0.000360656,1.20101e-06
0.45,1.01416e+12,4.20734e+09,0.00413145,1.20183e-06
0.5,1.01782e+12,1.23985e+06,1.21815e-06,1.2038e-06
0.55,1.01759e+12,1.08255e+09,0.00106272,1.20104e-06
0.6,1.0018e+12,2.35178e+08,0.0002347,1.19836e-06
0.65,9.1098e+11,2.61267e+09,0.00285978,1.20136e-06
0.7,1.01453e+12,8.42585e+08,0.000829827,1.19321e-06
0.75,8.19915e+11,3.785e+10,0.0441263,1.19621e-06
0.8,1.00872e+12,5.09313e+09,0.00502374,1.189e-06
0.85,1.00761e+12,3.71012e+09,0.0036686,1.19883e-06
0.9,1.00862e+12,5.77608e+09,0.00569412,1.18834e-06
0.95,9.80815e+11,3.312e+10,0.0326648,1.17685e-06
1,9.07182e+11,5.09e+10,0.053127,1.14193e-06
2,9.31356e+11,8.55379e+10,0.0841168,1.08983e-06
3,8.90732e+11,1.15032e+11,0.114373,1.03693e-06
4,8.69138e+11,1.32403e+11,0.132199,1.09253e-06
5,7.41137e+11,1.99078e+11,0.211737,9.954e-07
6,6.16469e+11,2.00006e+11,0.244963,8.5432e-07
7,7.23488e+11,2.83097e+11,0.281245,8.6438e-07
8,5.83896e+11,2.84894e+11,0.32792,8.8482e-07
9,7.474e+11,2.64992e+11,0.261748,8.0836e-07
10,5.98927e+11,2.14521e+11,0.263718,8.0596e-07
12,5.03987e+11,4.63053e+11,0.478835,7.6514e-07
14,4.43802e+11,5.72212e+11,0.563193,6.3903e-07
16,3.45165e+11,5.49277e+11,0.6141,5.3219e-07
18,4.61476e+11,3.20099e+11,0.409556,5.6464e-07
20,5.92994e+11,4.16374e+11,0.412509,4.7534e-07
25,5.4493e+11,4.64174e+11,0.459986,4.5665e-07
30,3.93761e+11,5.76378e+11,0.594119,3.0945e-07
35,2.60694e+11,5.58033e+11,0.681586,3.9912e-07
40,2.47404e+11,5.63067e+11,0.69474,3.3184e-07
45,1.97365e+11,7.18898e+11,0.784598,2.7194e-07
50,2.92693e+11,6.11091e+11,0.676147,1.8941e-07
55,1.07335e+11,8.7358e+11,0.890577,1.4345e-07
60,9.56491e+10,9.02367e+11,0.904161,1.3609e-07
65,4.92812e+10,9.15104e+11,0.948899,1.2605e-07
70,8.91697e+10,9.23966e+11,0.911986,1.2937e-07
75,1.33746e+10,9.90134e+11,0.986672,3.205e-08
80,1.62262e+10,9.0161e+11,0.982321,1.864e-08
85,2.7105e+10,9.87358e+11,0.973281,3.591e-08
90,1.75617e+10,9.4278e+11,0.981713,1.254e-08
95,8.94511e+09,7.91948e+11,0.988831,2.66e-09
100,0,9.66038e+11,1,0
