ratio,success,failure,failRate,totLatency
0,1.01342e+12,0,0,1.20649e-06
0.05,8.93432e+11,2.28433e+06,2.5568e-06,1.20573e-06
0.1,1.00245e+12,3.11031e+08,0.000310176,1.20552e-06
0.15,8.65618e+11,1.37818e+09,0.0015896,1.18638e-06
0.2,9.53995e+11,1.20617e+09,0.00126274,1.18665e-06
0.25,9.0319e+11,3.84159e+07,4.25317e-05,1.20493e-06
0.3,1.00787e+12,8.72086e+09,0.00857852,1.17321e-06
0.35,8.1217e+11,7.51016e+09,0.0091623,1.18177e-06
0.4,1.00678e+12,6.352e+09,0.00626964,1.18488e-06
0.45,1.00954e+12,9.19921e+09,0.00902997,1.16799e-06
0.5,9.06144e+11,9.34876e+09,0.0102117,1.17264e-06
0.55,9.90063e+11,3.11427e+10,0.030496,1.14723e-06
0.6,9.95845e+11,1.62389e+10,0.016045,1.19705e-06
0.65,1.00292e+12,9.26515e+09,0.00915359,1.18741e-06
0.7,8.92898e+11,2.71327e+10,0.029491,1.19315e-06
0.75,9.58567e+11,9.07247e+09,0.00937587,1.17219e-06
0.8,9.94252e+11,1.53639e+10,0.0152175,1.1726e-06
0.85,8.13186e+11,6.4494e+09,0.00786863,1.16061e-06
0.9,1.009e+12,8.37246e+09,0.00822947,1.19708e-06
0.95,1.00216e+12,1.5669e+10,0.0153946,1.18166e-06
1,8.93726e+11,2.39383e+10,0.0260862,1.19395e-06
2,7.98834e+11,9.70601e+09,0.0120044,1.15613e-06
3,8.97757e+11,1.23021e+11,0.120517,1.09501e-06
4,6.77688e+11,3.2914e+11,0.326908,1.05574e-06
5,8.19138e+11,1.99557e+11,0.195895,9.0156e-07
6,6.93459e+11,3.15858e+11,0.312942,9.4142e-07
7,6.07702e+11,4.00524e+11,0.397256,8.5e-07
8,4.83869e+11,3.34841e+11,0.408986,8.6067e-07
9,7.28106e+11,1.82437e+11,0.200361,8.2391e-07
10,4.59756e+11,5.32903e+11,0.536844,7.8153e-07
12,5.92695e+11,4.24618e+11,0.417392,7.0462e-07
14,7.23738e+11,2.88211e+11,0.284808,8.5249e-07
16,6.08726e+11,4.11152e+11,0.403138,5.6715e-07
18,6.30224e+11,3.89989e+11,0.382263,6.6727e-07
20,4.70047e+11,4.74996e+11,0.502618,5.7972e-07
25,3.63891e+11,4.33861e+11,0.543854,5.4068e-07
30,4.0585e+11,5.99289e+11,0.596225,4.9415e-07
35,2.51207e+11,6.14487e+11,0.70982,3.1338e-07
40,3.98582e+11,5.95795e+11,0.599164,2.5439e-07
45,1.73823e+11,7.32574e+11,0.808226,2.2032e-07
50,1.31722e+11,8.84638e+11,0.870398,2.0416e-07
55,1.5221e+11,8.62937e+11,0.850061,1.7552e-07
60,1.97836e+11,8.23535e+11,0.806304,1.9422e-07
65,1.64752e+11,8.42152e+11,0.836377,1.8013e-07
70,8.5096e+10,7.68851e+11,0.90035,9.452e-08
75,4.78833e+10,9.59632e+11,0.952474,8.583e-08
80,8.10112e+10,9.23029e+11,0.919315,4.94e-08
85,2.00722e+10,7.76285e+11,0.974795,2.35e-08
90,1.10978e+10,9.96522e+11,0.988986,1.417e-08
95,1.15063e+10,9.98086e+11,0.988603,6.22e-09
100,0,8.0929e+11,1,0
