ratio,success,failure,failRate,totLatency
0,8.02542e+11,0,0,1.20609e-06
0.05,1.01559e+12,3.88966e+09,0.00381534,1.18227e-06
0.1,1.00051e+12,1.68453e+10,0.0165579,1.19894e-06
0.15,8.59877e+11,7.1762e+09,0.00827655,1.196e-06
0.2,8.51959e+11,1.87932e+09,0.00220103,1.19412e-06
0.25,9.13988e+11,2.25687e+09,0.00246318,1.17818e-06
0.3,7.78593e+11,2.93134e+10,0.0362831,1.20104e-06
0.35,8.86072e+11,1.21729e+11,0.120787,1.19186e-06
0.4,1.00083e+12,1.28407e+10,0.0126676,1.16292e-06
0.45,7.87355e+11,1.67057e+10,0.0207767,1.16147e-06
0.5,7.79101e+11,4.07815e+10,0.0497406,1.15298e-06
0.55,8.06706e+11,4.93239e+10,0.0576194,1.19698e-06
0.6,1.01228e+12,3.26807e+08,0.000322737,1.20491e-06
0.65,9.87421e+11,1.72681e+10,0.0171875,1.15137e-06
0.7,9.97197e+11,1.88459e+10,0.0185483,1.19409e-06
0.75,7.98398e+11,1.95279e+10,0.0238749,1.19472e-06
0.8,9.2799e+11,2.75765e+10,0.0288588,1.17156e-06
0.85,9.90917e+11,1.07869e+10,0.0107686,1.16829e-06
0.9,7.67455e+11,7.82186e+09,0.0100891,1.17271e-06
0.95,1.01201e+12,4.56066e+09,0.00448633,1.19423e-06
1,8.89941e+11,2.43816e+10,0.0266662,1.16174e-06
2,8.50942e+11,1.43108e+11,0.143965,1.13854e-06
3,8.20948e+11,1.85809e+11,0.184562,1.11894e-06
4,8.97681e+11,1.13509e+11,0.112253,1.07688e-06
5,7.15639e+11,2.93126e+11,0.290579,9.3117e-07
6,8.94632e+11,7.4723e+10,0.0770853,9.6476e-07
7,8.36602e+11,1.82554e+11,0.179123,9.466e-07
8,7.44126e+11,2.58878e+11,0.258103,8.762e-07
9,7.94717e+11,2.22406e+11,0.218662,8.7018e-07
10,6.58117e+11,2.58077e+11,0.281684,8.5767e-07
12,4.8623e+11,3.30617e+11,0.404748,7.0167e-07
14,7.2248e+11,2.96257e+11,0.290808,6.5656e-07
16,5.34096e+11,4.74354e+11,0.470379,6.878e-07
18,5.03991e+11,3.51152e+11,0.410635,5.8575e-07
20,3.89902e+11,6.20835e+11,0.61424,6.1968e-07
25,3.96892e+11,3.65712e+11,0.479557,5.16e-07
30,4.76647e+11,5.08008e+11,0.515925,3.3664e-07
35,2.23946e+11,7.73328e+11,0.775442,2.5221e-07
40,3.47009e+11,6.72609e+11,0.659667,2.2787e-07
45,2.04463e+11,7.61763e+11,0.78839,2.2151e-07
50,1.00986e+11,8.02702e+11,0.888251,1.8759e-07
55,7.8577e+10,7.30519e+11,0.902883,1.8234e-07
60,1.08551e+11,9.05588e+11,0.892962,1.4399e-07
65,1.38036e+11,8.81702e+11,0.864636,1.959e-07
70,7.28631e+10,9.42468e+11,0.928237,1.2251e-07
75,1.03789e+11,8.06906e+11,0.886033,7.208e-08
80,2.73518e+10,9.37667e+11,0.971657,6.04e-08
85,2.09007e+10,9.96568e+11,0.979458,2.187e-08
90,1.6679e+10,8.02393e+11,0.979637,1.677e-08
95,1.07492e+09,1.01784e+12,0.998945,5.37e-09
100,0,9.89872e+11,1,0
