ratio,success,failure,failRate,totLatency
0,8.9986e+11,0,0,1.20673e-06
0.05,8.18416e+11,0,0,1.20699e-06
0.1,1.00678e+12,2.6663e+07,2.64826e-05,1.20748e-06
0.15,9.14892e+11,5.93896e+08,0.000648722,1.20199e-06
0.2,1.01073e+12,1.30132e+09,0.00128585,1.20288e-06
0.25,9.16859e+11,1.56937e+09,0.00170876,1.20629e-06
0.3,1.01431e+12,5.58572e+09,0.00547677,1.19306e-06
0.35,8.43086e+11,1.19371e+10,0.0139612,1.19312e-06
0.4,8.04259e+11,1.22777e+09,0.00152426,1.20257e-06
0.45,9.68585e+11,5.25744e+06,5.42793e-06,1.20645e-06
0.5,7.90207e+11,5.75089e+09,0.00722512,1.20642e-06
0.55,1.01879e+12,362121,3.55442e-07,1.20773e-06
0.6,8.53018e+11,3.46585e+09,0.0040466,1.20439e-06
0.65,8.11799e+11,8.10892e+09,0.00989005,1.19654e-06
0.7,1.0102e+12,3.30013e+09,0.00325616,1.20665e-06
0.75,1.00288e+12,9.8738e+09,0.00974949,1.20432e-06
0.8,9.67351e+11,2.9134e+10,0.0292368,1.20465e-06
0.85,9.9334e+11,7.07298e+09,0.00707006,1.19773e-06
0.9,8.11058e+11,2.09835e+09,0.0025805,1.20403e-06
0.95,8.94177e+11,1.61295e+10,0.0177187,1.19018e-06
1,1.00672e+12,7.2723e+09,0.00717195,1.19556e-06
2,9.96212e+11,2.00828e+10,0.0197608,1.17858e-06
3,9.94092e+11,2.1774e+10,0.0214339,1.18667e-06
4,9.74466e+11,3.86734e+10,0.0381718,1.16444e-06
5,8.83208e+11,7.09959e+10,0.0744033,1.14361e-06
6,9.28115e+11,8.80619e+10,0.08666,1.06953e-06
7,8.24142e+11,1.37764e+11,0.14322,1.05566e-06
8,8.47009e+11,1.68079e+11,0.165581,9.8181e-07
9,6.65204e+11,1.89647e+11,0.221848,1.04367e-06
10,8.54582e+11,1.62148e+11,0.15948,1.06084e-06
12,8.20174e+11,1.99511e+11,0.195659,9.4554e-07
14,6.59576e+11,3.57248e+11,0.351337,9.0772e-07
16,6.64611e+11,3.35805e+11,0.335665,8.6747e-07
18,3.69666e+11,4.42822e+11,0.54502,7.7488e-07
20,5.63687e+11,4.4082e+11,0.438842,7.6093e-07
25,3.98668e+11,6.16869e+11,0.607431,6.3887e-07
30,4.73956e+11,5.44268e+11,0.534527,6.0216e-07
35,3.17677e+11,5.81514e+11,0.646708,5.656e-07
40,3.05976e+11,6.10134e+11,0.666005,4.5791e-07
45,1.76044e+11,7.28414e+11,0.80536,3.5595e-07
50,1.25974e+11,6.72915e+11,0.842314,3.023e-07
55,2.00697e+11,7.95486e+11,0.798534,2.2729e-07
60,1.11782e+11,7.47656e+11,0.869936,2.2889e-07
65,4.42584e+10,9.69255e+11,0.956332,1.6429e-07
70,8.849e+10,9.16734e+11,0.91197,1.0608e-07
75,1.15304e+10,8.06291e+11,0.985901,6.854e-08
80,1.48957e+10,9.43676e+11,0.984461,5.008e-08
85,7.5931e+09,1.00095e+12,0.992471,3.153e-08
90,6.57814e+09,1.00535e+12,0.993499,1.174e-08
95,2.95477e+07,9.536e+11,0.999969,2.31e-09
100,0,1.01794e+12,1,0
