theta,success,failure,failRate,totLatency
0,1.02076e+12,2.76458e+08,0.000270763,1.20274e-06
1,9.67337e+11,6.48972e+08,0.000670436,1.20205e-06
2,1.0059e+12,7.44382e+08,0.000739466,1.20128e-06
3,7.9512e+11,2.28528e+09,0.00286589,1.19604e-06
4,1.01254e+12,7.94269e+09,0.00778327,1.19171e-06
5,1.00509e+12,7.51699e+09,0.00742337,1.19069e-06
6,9.39419e+11,1.25216e+10,0.0131538,1.18798e-06
7,7.90667e+11,1.15514e+10,0.0143993,1.19059e-06
8,9.825e+11,1.01094e+10,0.0101846,1.19163e-06
9,9.95245e+11,8.60052e+09,0.00856757,1.19005e-06
10,1.00623e+12,9.53732e+09,0.00938925,1.19749e-06
11,1.02045e+12,1.52734e+09,0.0014945,1.20154e-06
12,9.07856e+11,2.59851e+09,0.00285408,1.20194e-06
13,1.00114e+12,4.25084e+09,0.00422806,1.19906e-06
14,8.12879e+11,2.45238e+09,0.00300784,1.1982e-06
15,1.00776e+12,7.17963e+09,0.00707391,1.19848e-06
16,8.86992e+11,2.59635e+10,0.028439,1.19599e-06
17,7.94855e+11,2.37238e+10,0.0289817,1.19442e-06
18,9.1647e+11,5.07408e+10,0.052461,1.17781e-06
19,9.60352e+11,5.29258e+10,0.0522323,1.16944e-06
20,9.12167e+11,8.84146e+10,0.0883632,1.16592e-06
21,9.06977e+11,4.36215e+10,0.0458885,1.16726e-06
22,9.81804e+11,2.56476e+10,0.0254579,1.16954e-06
23,9.74879e+11,3.35335e+10,0.0332538,1.16956e-06
24,9.68778e+11,3.41802e+10,0.0340793,1.1677e-06
25,8.5874e+11,1.60303e+11,0.157308,1.1676e-06
26,8.48238e+11,1.53435e+11,0.153179,1.16815e-06
27,9.41851e+11,2.16308e+10,0.0224507,1.16709e-06
28,9.55984e+11,4.9537e+10,0.049265,1.16487e-06
29,7.84523e+11,2.93153e+10,0.036021,1.16525e-06
30,9.59445e+11,6.20718e+10,0.0607644,1.16644e-06
31,8.97779e+11,6.38243e+10,0.0663728,1.15979e-06
32,7.8953e+11,2.81258e+10,0.0343981,1.16704e-06
33,9.37528e+11,3.15271e+10,0.0325339,1.16688e-06
34,9.75408e+11,2.6441e+10,0.0263922,1.1676e-06
35,9.86734e+11,2.57257e+10,0.0254092,1.16633e-06
36,9.88961e+11,2.41934e+10,0.0238793,1.16229e-06
37,1.0065e+12,1.29029e+10,0.0126573,1.16528e-06
38,9.94475e+11,1.40567e+10,0.0139378,1.16511e-06
39,9.5459e+11,1.11524e+10,0.011548,1.16608e-06
40,1.01206e+12,6.90841e+09,0.00677982,1.16293e-06
41,1.00843e+12,1.05986e+10,0.0104008,1.16583e-06
42,9.95384e+11,9.77287e+09,0.00972274,1.16612e-06
43,9.9266e+11,6.4544e+09,0.00646012,1.16974e-06
44,1.01588e+12,3.04057e+08,0.000299213,1.17592e-06
45,1.01442e+12,3.6686e+09,0.00360343,1.17566e-06
46,1.00432e+12,0,0,1.20544e-06
47,1.01589e+12,0,0,1.20494e-06
48,1.01709e+12,0,0,1.20545e-06
49,9.64575e+11,0,0,1.20589e-06
50,1.01243e+12,0,0,1.20484e-06
51,1.01028e+12,0,0,1.20561e-06
52,8.14974e+11,0,0,1.20496e-06
53,9.10412e+11,0,0,1.20541e-06
54,8.07906e+11,0,0,1.205e-06
55,1.01171e+12,0,0,1.20583e-06
56,1.01961e+12,4.81392e+06,4.72132e-06,1.2057e-06
57,8.62901e+11,0,0,1.20599e-06
58,9.20338e+11,4.81392e+06,5.23058e-06,1.2057e-06
59,7.97682e+11,5.24935e+08,0.000657642,1.20207e-06
60,1.0184e+12,8.1887e+08,0.000803432,1.20301e-06
61,1.00744e+12,1.43363e+09,0.00142102,1.20263e-06
62,8.6408e+11,2.69251e+09,0.00310636,1.19873e-06
63,8.15034e+11,2.85674e+09,0.00349281,1.19867e-06
64,1.01385e+12,5.95939e+08,0.000587454,1.20197e-06
65,1.00101e+12,3.97516e+08,0.000396956,1.20217e-06
66,1.0169e+12,3.38727e+09,0.00331992,1.19787e-06
67,1.0179e+12,1.09442e+09,0.00107401,1.19797e-06
68,8.17485e+11,1.17893e+09,0.00144007,1.20175e-06
69,8.04091e+11,1.73527e+09,0.00215341,1.20167e-06
