theta,success,failure,failRate,totLatency
0,1.00708e+12,9.37958e+08,0.000930499,1.20473e-06
1,9.47091e+11,1.05895e+09,0.00111686,1.20521e-06
2,8.02056e+11,2.67916e+07,3.34026e-05,1.20728e-06
3,1.0126e+12,5.08871e+07,5.02514e-05,1.20659e-06
4,1.01602e+12,7.80874e+07,7.68504e-05,1.20575e-06
5,9.67013e+11,2.67746e+08,0.000276802,1.20603e-06
6,8.66053e+11,4.08811e+07,4.72018e-05,1.20699e-06
7,9.56906e+11,5.62423e+07,5.87717e-05,1.20603e-06
8,1.01027e+12,1.8129e+08,0.000179416,1.20565e-06
9,1.01418e+12,7.06931e+07,6.96998e-05,1.20689e-06
10,1.01758e+12,0,0,1.20771e-06
11,1.00885e+12,0,0,1.20838e-06
12,8.67029e+11,1.72475e+06,1.98926e-06,1.2077e-06
13,1.01338e+12,1.03182e+07,1.01818e-05,1.20769e-06
14,9.12165e+11,2.02124e+07,2.21583e-05,1.2074e-06
15,1.0081e+12,7.83536e+09,0.00771245,1.20516e-06
16,1.00634e+12,9.67634e+09,0.00952384,1.20527e-06
17,1.00483e+12,5.94982e+09,0.00588638,1.20382e-06
18,7.59842e+11,5.38239e+10,0.0661499,1.17494e-06
19,9.89346e+11,2.68178e+10,0.0263912,1.17495e-06
20,8.53993e+11,1.62222e+11,0.159633,1.17609e-06
21,9.80829e+11,3.57585e+10,0.035175,1.17343e-06
22,7.95396e+11,5.6387e+10,0.0661988,1.17234e-06
23,9.62385e+11,5.48799e+10,0.0539485,1.17548e-06
24,9.15389e+11,2.95557e+10,0.0312777,1.1722e-06
25,9.2075e+11,9.72231e+10,0.0955066,1.16903e-06
26,7.65387e+11,5.2623e+10,0.0643305,1.17061e-06
27,7.70805e+11,3.54465e+10,0.0439646,1.17182e-06
28,7.56797e+11,4.15167e+10,0.0520055,1.17129e-06
29,9.70782e+11,4.48226e+10,0.0441339,1.16818e-06
30,9.72915e+11,4.25282e+10,0.0418814,1.17193e-06
31,8.02235e+11,3.73401e+10,0.044475,1.17126e-06
32,9.8796e+11,1.91278e+10,0.0189932,1.17338e-06
33,7.94176e+11,2.2994e+10,0.0281386,1.16896e-06
