theta,success,fail,fail_rate
55.0,19082235000000.0,170739014450.0,0.008868189107919361
56.0,19113634000000.0,248800063920.0,0.012849627433134276
57.0,18599330000000.0,390243200000.0,0.020550393412738732
58.0,18658159000000.0,213137976840.0,0.011294294032973773
59.0,18570074000000.0,211327975977.8,0.011251980882369554
60.0,19241946000000.0,343382402588.94,0.01753263440522902
61.0,18396465000000.0,320581048508.94,0.017127758711395515
62.0,18696995000000.0,290860214588.94,0.015318223743641321
63.0,18815521000000.0,215524387000.0,0.01132488429391396
64.0,18678343000000.0,330251836000.0,0.017373816363035033
65.0,19164086000000.0,174111626000.0,0.009003508463783035
66.0,19618322000000.0,155578687000.0,0.007867880468433952
67.0,18982861000000.0,165732281000.0,0.008655062989115038
68.0,19279080000000.0,368945601000.0,0.01877774431346538
69.0,18403269000000.0,141773247000.0,0.007644805825283812
70.0,19036548000000.0,151140894000.0,0.007876972304218558
71.0,18447493000000.0,105377118000.0,0.005679828367782465
72.0,18802621000000.0,192239465000.0,0.010120604221032376
73.0,18911743000000.0,181466200000.0,0.009504227293544765
74.0,18857727000000.0,180219702000.0,0.009466341345575219
75.0,18637016000000.0,170045990000.0,0.009041603100495762
76.0,18891839000000.0,128571730000.0,0.006759671587806979
77.0,19548888000000.0,112557350000.0,0.005724774959130866
78.0,19482426000000.0,146124169800.0,0.007444470861878685
79.0,18779895000000.0,126849268900.0,0.006709207418045864
80.0,19340982000000.0,103820840000.0,0.005339259073711441
81.0,19276095000000.0,141579122000.0,0.0072912502862324015
82.0,17995188000000.0,122706052700.0,0.006772644345037102
83.0,19158801000000.0,128909742000.0,0.006683516967065059
84.0,18792677000000.0,145646283800.0,0.007690558536646539
85.0,19203606000000.0,104830789500.0,0.00542927377513064
86.0,19136264000000.0,91291642100.0,0.004747958804504039
87.0,19192884000000.0,118928397230.0,0.006158323972071029
88.0,19467771000000.0,110443755900.0,0.005641155604686437
89.0,18579395000000.0,68642902800.0,0.003680971861907964
90.0,19206357000000.0,85643990000.0,0.004439352353568379
91.0,18949521000000.0,83347055200.0,0.004379111700783772
92.0,19338736000000.0,69117675900.0,0.0035613250725312264
93.0,19050286000000.0,44490678000.0,0.0023299920575274298
94.0,18888190000000.0,58302678000.0,0.003077228012111129
95.0,19005766000000.0,50962391000.0,0.00267424659439803
96.0,18991719000000.0,48325834000.0,0.0025381155570444913
97.0,19098142000000.0,41949739000.0,0.0021917208951785162
98.0,18745823000000.0,45676465000.0,0.0024306982572132917
99.0,19349369000000.0,46860002000.0,0.0024159336330359955
100.0,18641048000000.0,31642269832.0,0.0016945747706811124
101.0,19756391000000.0,43256143000.0,0.002184692620408281
102.0,18915224000000.0,45110308000.0,0.0023791937034025002
103.0,19047530000000.0,46027664030.0,0.002410638438362415
104.0,19668317000000.0,51257644500.0,0.0025993281003298062
105.0,19564376000000.0,49400098200.0,0.002518642914687578
106.0,19086484000000.0,62843536300.0,0.003281762045213966
107.0,19344423000000.0,63366037200.0,0.0032649796985397333
108.0,19436746000000.0,41656428700.0,0.0021385957525254895
109.0,19199136000000.0,63856229200.0,0.003314969369255255
110.0,18253029000000.0,79534139238.0,0.004338408035686485
111.0,19000202000000.0,59362958025.532,0.003114601941663714
112.0,19489004000000.0,54942989967.479996,0.0028112535300921534
113.0,19114977000000.0,83183171516.0,0.004332872044656526
114.0,18541292000000.0,78768081462.65,0.004230280735832222
115.0,19420003000000.0,54257349398.0,0.002786105783970236
116.0,19380840000000.0,49313924285.0,0.0025380099651894383
117.0,19096935000000.0,72654308120.0,0.003790081621061362
118.0,19115619000000.0,104400155240.0,0.005431844494886319
119.0,19312415000000.0,65844982056.0,0.0033978789693693626
120.0,19563440000000.0,64179976914.0,0.003269880759332434
121.0,19018127000000.0,84556466600.0,0.004426418243690337
122.0,18967424000000.0,117430757920.0,0.0061530862775504
123.0,18307002000000.0,114762820879.8,0.006229740852500964
124.0,18526253000000.0,105412564300.0,0.005657710199671051
125.0,19319707000000.0,166854888100.0,0.008562561680102969
126.0,19165546000000.0,133680117600.0,0.006926708707666258
127.0,18971025000000.0,177529315400.0,0.009271160238829316
128.0,19157387000000.0,176366967207.0,0.009122230866604868
129.0,19564444000000.0,121779217572.6,0.006186012229298288
130.0,19437347000000.0,126841712338.0,0.006483361728054089
131.0,18721620000000.0,182300188630.0,0.009643512393775696
132.0,18745834000000.0,229614457570.0,0.012100607692272928
133.0,19062431000000.0,131665804834.0,0.006859703072917721
134.0,19589115000000.0,206887814090.0,0.010450989325114944
135.0,18792644000000.0,235774218200.0,0.012390636756895033
136.0,18911405000000.0,201689919000.0,0.010552446888102016
137.0,17914595000000.0,240299588000.0,0.013236077292281991
138.0,17683491000000.0,383267610000.0,0.021213966393941873
139.0,18699102000000.0,458320140000.0,0.02392389417796689
140.0,18565501000000.0,582564220000.0,0.030424181937270423
141.0,18321703000000.0,458159670000.0,0.024396326962065052
142.0,18620511000000.0,652359840000.0,0.03384860747606193
143.0,18426194000000.0,690681990000.0,0.03612943821790204
144.0,18249228000000.0,788676400000.0,0.041426639373186476
145.0,17568394000000.0,713577300000.0,0.039031748179147396
146.0,18523166000000.0,741505400000.0,0.03849042553614488
147.0,18038041000000.0,910319000000.0,0.048042099685672
148.0,18003966000000.0,937319700000.0,0.0494855372990863
149.0,17965359000000.0,884187300000.0,0.04690761708147851
150.0,17862413000000.0,921043700000.0,0.04903483499924697
151.0,18134294000000.0,894545200000.0,0.047009972105918056
152.0,18523661000000.0,990758300000.0,0.05077057558151372
153.0,18349081000000.0,1042016000000.0,0.05373682571955573
154.0,17849671000000.0,984173500000.0,0.052255581700273675
155.0,18238630000000.0,976641700000.0,0.05082632789418221
156.0,18101687000000.0,979284100000.0,0.051322550349651753
157.0,18381536000000.0,967979400000.0,0.05002602804202528
158.0,17849602000000.0,967513500000.0,0.05141667435691724
159.0,18681408000000.0,1015537600000.0,0.05155812584464872
160.0,17833901000000.0,1000298900000.0,0.05311077217567389
161.0,18745183000000.0,1004243200000.0,0.050849234293196835
162.0,17884456000000.0,969831400000.0,0.05143824210508216
163.0,17981624000000.0,767811000000.0,0.04095115399477371
164.0,18321241000000.0,514224440000.0,0.027300861857544836
165.0,19200678000000.0,265380566220.0,0.013632989201035405
166.0,19094972000000.0,161783069014.23,0.008401367127245277
167.0,19372893000000.0,151705516986.01,0.007769968578561512
168.0,18871749000000.0,88958495819.0,0.004691728715218887
169.0,19101752000000.0,55929248879.5,0.002919416402899553
170.0,19028969000000.0,43337665000.0,0.0022722823075999442
171.0,19195928000000.0,33647784000.0,0.0017497933588320079
172.0,19075222000000.0,36737357300.0,0.0019222182620416575
173.0,19130349000000.0,37968687000.0,0.0019808043470476524
174.0,18990695000000.0,32864140000.0,0.001727549495766963
175.0,18454435000000.0,37733776000.0,0.002040527341983416
176.0,19410586000000.0,31361420255.556,0.0016130801908702914
177.0,19036729000000.0,24730191200.0,0.0012973923429438735
178.0,18610890000000.0,26347686300.0,0.0014137119858361764
179.0,19105501000000.0,24021257000.0,0.0012557165138407983
