theta,success,fail,fail_rate
0.0,19151455000000.0,24050010600.0,0.0012542048090366032
1.0,19108706000000.0,21793655100.0,0.0011392099261866393
2.0,19827108000000.0,19786284170.0,0.0009969461159362177
3.0,18619382000000.0,22204480500.0,0.0011911261159680245
4.0,19320059000000.0,37408624600.0,0.001932516449231205
5.0,19388460000000.0,28187566241.21,0.0014517215778391303
6.0,18954324000000.0,26309849500.0,0.0013861417752754907
7.0,19287818000000.0,26539494300.0,0.0013740811366793984
8.0,19151852000000.0,31404537000.0,0.00163708059366396
9.0,18883081000000.0,24963303900.0,0.0013202478002894795
10.0,19433421000000.0,32918231000.0,0.0016910334608562642
11.0,19428892000000.0,25590228752.77,0.0013153898650126448
12.0,18922234000000.0,29697786960.0,0.001567005796234121
13.0,19624012000000.0,52758929683.2,0.002681279864045733
14.0,19103589000000.0,50275515187.0,0.002624823577880944
15.0,19092532000000.0,105525832000.0,0.005496693099033477
16.0,18865688000000.0,262015225000.0,0.013698206309346374
17.0,18162162000000.0,538947760000.0,0.028819025550706142
18.0,17797632000000.0,1039751100000.0,0.0551961540772614
19.0,17946665000000.0,1233012700000.0,0.06428745671779458
20.0,17987608000000.0,1299125600000.0,0.06735850802647059
21.0,17719768000000.0,1173909200000.0,0.0621323836314934
22.0,17959681000000.0,1307619200000.0,0.06786727701476307
23.0,18402539000000.0,952454800000.0,0.04920977034877686
24.0,18251978000000.0,1514558000000.0,0.07662232775636561
25.0,17712050000000.0,1336884500000.0,0.07018158942170755
26.0,17648190000000.0,1215295600000.0,0.06442582382547582
27.0,18086335000000.0,1096505300000.0,0.05716073755772236
28.0,18015267000000.0,1097378900000.0,0.05741637791761736
29.0,17913593000000.0,896370800000.0,0.04765404173717761
30.0,18315774000000.0,995902400000.0,0.0515699610625207
31.0,18385527000000.0,950204400000.0,0.04914240792567071
32.0,17516548000000.0,870615100000.0,0.04734907148346337
33.0,18044629000000.0,611598800000.0,0.03278255425247327
34.0,17626250000000.0,617707200000.0,0.03385818072408107
35.0,18265250000000.0,670272600000.0,0.0353976287931974
36.0,18662974000000.0,526548000000.0,0.02743934945331103
37.0,19027045000000.0,552562900000.0,0.028221346557200464
38.0,18946045000000.0,501440400000.0,0.025784330965483073
39.0,18385469000000.0,356887900000.0,0.01904178337357347
40.0,18866666000000.0,448085540000.0,0.02319913559706086
41.0,18817660000000.0,251824990000.0,0.013205652388203275
42.0,19524581000000.0,183758260000.0,0.009323883538627495
43.0,19109964000000.0,165518160000.0,0.00858697897287774
44.0,19266851000000.0,101624201000.0,0.005246887013323234
45.0,19033526000000.0,69542353000.0,0.003640376075452762
46.0,19103473000000.0,44223335990.0,0.0023095904182937055
47.0,19053569000000.0,94568843250.0,0.004938801048131001
48.0,19034095000000.0,138291819680.0,0.0072130726852457795
49.0,18966581000000.0,137232433920.0,0.0071835099518055045
50.0,19438211000000.0,137632572000.0,0.007030735175921644
51.0,18877749000000.0,131354635977.8,0.0069100910013026665
52.0,18605436000000.0,143922166920.0,0.007676111664127563
53.0,18468038000000.0,176480694627.8,0.009465553791884735
54.0,18317340000000.0,253880632000.0,0.013670648635908144
