theta,success,failure,failRate,totLatency
0,8.11498e+11,0,0,1.20541e-06
1,1.01371e+12,0,0,1.2046e-06
2,9.03574e+11,0,0,1.20627e-06
3,1.01367e+12,0,0,1.20521e-06
4,1.00573e+12,0,0,1.20525e-06
5,9.65902e+11,0,0,1.20576e-06
6,1.01e+12,0,0,1.20484e-06
7,1.0118e+12,0,0,1.20646e-06
8,9.01388e+11,0,0,1.20497e-06
9,9.16081e+11,0,0,1.20647e-06
10,1.00214e+12,22135.5,2.20883e-08,1.20646e-06
11,9.15854e+11,1.68765e+07,1.84267e-05,1.20589e-06
12,1.0088e+12,0,0,1.20564e-06
13,1.0171e+12,0,0,1.2065e-06
14,9.14757e+11,0,0,1.20596e-06
15,1.01577e+12,0,0,1.20568e-06
16,9.71967e+11,0,0,1.20691e-06
17,9.99994e+11,2.63208e+09,0.00262518,1.20137e-06
18,1.01794e+12,0,0,1.20649e-06
19,1.01855e+12,0,0,1.2061e-06
20,8.53832e+11,0,0,1.2065e-06
21,1.01399e+12,0,0,1.20696e-06
22,9.46416e+11,0,0,1.2067e-06
23,9.11283e+11,0,0,1.2063e-06
24,9.42501e+11,0,0,1.20589e-06
25,1.01737e+12,0,0,1.20738e-06
26,9.11588e+11,0,0,1.20614e-06
27,1.0188e+12,0,0,1.20628e-06
28,1.01963e+12,0,0,1.20645e-06
29,1.01804e+12,0,0,1.2064e-06
30,8.0774e+11,0,0,1.20597e-06
31,1.01497e+12,1.18217e+06,1.16473e-06,1.20548e-06
32,9.83228e+11,0,0,1.2063e-06
33,1.00371e+12,0,0,1.20649e-06
34,8.0764e+11,0,0,1.20541e-06
35,9.90425e+11,0,0,1.20545e-06
36,1.01334e+12,0,0,1.20524e-06
37,1.01063e+12,0,0,1.20634e-06
38,9.11484e+11,0,0,1.20569e-06
39,1.01555e+12,0,0,1.20591e-06
40,1.01037e+12,0,0,1.2057e-06
41,1.00793e+12,0,0,1.20671e-06
42,1.01137e+12,0,0,1.206e-06
43,9.1824e+11,0,0,1.206e-06
44,7.96245e+11,0,0,1.20599e-06
45,1.00885e+12,0,0,1.20592e-06
46,1.01074e+12,0,0,1.20614e-06
47,1.00858e+12,0,0,1.20563e-06
48,9.18584e+11,0,0,1.20614e-06
49,1.01371e+12,0,0,1.2064e-06
50,8.13841e+11,0,0,1.20586e-06
51,1.01089e+12,6.95472e+07,6.87934e-05,1.20621e-06
52,1.0092e+12,5.66334e+07,5.61139e-05,1.20607e-06
53,1.01403e+12,4.34526e+08,0.000428331,1.20491e-06
54,7.98568e+11,5.31661e+08,0.000665325,1.2045e-06
55,1.01597e+12,1.26239e+09,0.001241,1.20547e-06
56,1.01765e+12,1.91915e+09,0.00188232,1.20458e-06
57,9.5366e+11,2.2453e+09,0.00234887,1.20457e-06
58,9.98015e+11,2.26244e+09,0.00226181,1.20398e-06
59,8.65178e+11,2.40705e+09,0.00277442,1.20405e-06
60,1.01589e+12,7.63374e+08,0.000750868,1.20469e-06
61,9.55845e+11,4.83675e+08,0.000505762,1.20464e-06
62,1.01473e+12,8.18901e+08,0.000806365,1.20495e-06
63,9.55143e+11,1.22734e+09,0.00128333,1.20496e-06
64,9.53084e+11,1.4092e+09,0.00147638,1.20407e-06
65,1.00821e+12,1.02826e+09,0.00101885,1.20506e-06
66,9.52006e+11,5.63072e+08,0.000591109,1.20545e-06
67,9.0406e+11,1.11734e+09,0.00123439,1.20537e-06
68,1.00607e+12,1.47498e+09,0.00146393,1.20585e-06
69,9.08792e+11,1.3439e+08,0.000147856,1.20599e-06
70,7.93255e+11,0,0,1.2064e-06
71,1.0012e+12,0,0,1.2062e-06
72,1.00664e+12,0,0,1.20592e-06
73,8.18783e+11,0,0,1.20635e-06
74,9.5585e+11,0,0,1.2058e-06
75,1.00242e+12,0,0,1.2069e-06
76,1.0074e+12,0,0,1.20683e-06
77,1.01749e+12,0,0,1.20633e-06
78,9.46681e+11,0,0,1.20547e-06
79,1.01796e+12,3.06811e+08,0.000301307,1.20395e-06
80,1.01424e+12,7.0686e+08,0.00069645,1.20338e-06
81,9.16893e+11,5.73098e+08,0.000624653,1.20262e-06
82,1.00524e+12,4.42926e+09,0.00438684,1.19868e-06
83,9.58267e+11,5.59275e+09,0.00580246,1.19786e-06
84,1.01428e+12,5.33694e+09,0.00523426,1.19346e-06
85,1.00157e+12,6.0375e+09,0.00599193,1.19115e-06
86,8.56673e+11,5.81516e+09,0.00674231,1.19142e-06
87,9.9431e+11,1.02975e+10,0.0102503,1.18546e-06
88,9.03453e+11,6.77858e+09,0.0074471,1.1842e-06
89,9.05813e+11,6.25495e+09,0.00685798,1.18563e-06
90,8.03816e+11,7.11279e+09,0.00877117,1.20064e-06
91,9.45357e+11,8.29889e+08,0.000877088,1.2011e-06
92,1.0081e+12,5.10137e+08,0.00050578,1.20346e-06
93,1.00103e+12,4.46326e+08,0.000445667,1.2021e-06
94,1.01555e+12,8.0778e+08,0.000794782,1.20251e-06
95,1.00966e+12,2.44205e+08,0.000241809,1.20501e-06
96,9.69073e+11,4.6634e+08,0.000480992,1.20543e-06
97,1.00054e+12,2.52798e+08,0.000252599,1.20528e-06
98,1.0044e+12,1.70572e+08,0.000169796,1.20606e-06
99,1.01458e+12,5.07209e+07,4.99897e-05,1.20595e-06
100,1.00686e+12,1.20569e+08,0.000119734,1.20589e-06
101,1.00823e+12,0,0,1.20679e-06
102,1.01892e+12,0,0,1.20606e-06
103,9.95812e+11,0,0,1.20617e-06
104,1.00481e+12,0,0,1.20635e-06
105,1.0007e+12,0,0,1.20541e-06
106,9.09123e+11,0,0,1.20659e-06
107,1.02047e+12,0,0,1.20627e-06
108,1.01014e+12,0,0,1.20577e-06
109,1.0097e+12,0,0,1.20587e-06
110,9.57105e+11,5.6858e+08,0.000593709,1.20563e-06
111,8.94946e+11,1.77513e+08,0.000198311,1.20474e-06
112,9.71265e+11,6.14813e+08,0.000632602,1.20429e-06
113,1.01707e+12,2.5188e+08,0.000247591,1.20494e-06
114,1.00987e+12,7.42821e+08,0.000735018,1.20503e-06
115,9.57059e+11,1.06958e+08,0.000111745,1.20399e-06
116,8.92593e+11,1.03845e+08,0.000116327,1.20524e-06
117,8.63242e+11,1.22543e+08,0.000141937,1.20477e-06
118,1.01372e+12,6.27518e+08,0.000618639,1.20499e-06
119,8.63009e+11,7.31391e+07,8.47417e-05,1.20463e-06
120,8.17222e+11,6.61241e+07,8.09067e-05,1.20518e-06
121,1.00373e+12,8.07488e+07,8.04419e-05,1.20598e-06
122,9.02233e+11,5.78541e+07,6.41191e-05,1.20516e-06
123,1.00808e+12,1.3004e+08,0.00012898,1.20501e-06
124,9.026e+11,1.22566e+08,0.000135774,1.20474e-06
125,1.00448e+12,6.61511e+07,6.58515e-05,1.20557e-06
126,9.99839e+11,3.10967e+08,0.000310921,1.20609e-06
127,1.01739e+12,8.44146e+07,8.29648e-05,1.2059e-06
128,8.88713e+11,5.57634e+07,6.27422e-05,1.20647e-06
129,1.01868e+12,0,0,1.20582e-06
130,9.04517e+11,0,0,1.2065e-06
131,8.1295e+11,0,0,1.20682e-06
132,8.11756e+11,4.10656e+07,5.05861e-05,1.20635e-06
133,1.00088e+12,0,0,1.20639e-06
134,9.21078e+11,0,0,1.20648e-06
135,1.01411e+12,0,0,1.20589e-06
136,9.98977e+11,27570.9,2.75992e-08,1.20558e-06
137,1.00565e+12,0,0,1.2064e-06
138,1.01049e+12,0,0,1.20593e-06
139,1.01491e+12,0,0,1.2064e-06
140,9.13415e+11,0,0,1.20637e-06
141,9.15784e+11,0,0,1.20636e-06
142,1.00661e+12,7.21807e+06,7.17065e-06,1.2066e-06
143,8.17745e+11,53844,6.58446e-08,1.20558e-06
144,1.00195e+12,0,0,1.20622e-06
145,1.01601e+12,118569,1.16701e-07,1.20689e-06
146,9.48945e+11,4.86538e+07,5.12689e-05,1.20576e-06
147,1.0072e+12,0,0,1.2057e-06
148,1.01723e+12,28503,2.80202e-08,1.2067e-06
149,1.01847e+12,0,0,1.2057e-06
150,1.01887e+12,1.53708e+07,1.50859e-05,1.20651e-06
151,9.07531e+11,0,0,1.2058e-06
152,1.01924e+12,0,0,1.20688e-06
153,1.02029e+12,0,0,1.20622e-06
154,9.95086e+11,0,0,1.20563e-06
155,7.96722e+11,1.39563e+07,1.75169e-05,1.20533e-06
156,9.45206e+11,0,0,1.2069e-06
157,1.00653e+12,0,0,1.20601e-06
158,8.11377e+11,0,0,1.20541e-06
159,1.00734e+12,0,0,1.20633e-06
160,9.11985e+11,0,0,1.20533e-06
161,8.12828e+11,0,0,1.20577e-06
162,1.00771e+12,0,0,1.20671e-06
163,1.00597e+12,0,0,1.20618e-06
164,9.06238e+11,0,0,1.20593e-06
165,1.0213e+12,0,0,1.20657e-06
166,1.00756e+12,0,0,1.20611e-06
167,1.01324e+12,1.80452e+06,1.78093e-06,1.20552e-06
168,1.00177e+12,3.39589e+07,3.38978e-05,1.20614e-06
169,9.14102e+11,0,0,1.20701e-06
170,8.94749e+11,0,0,1.20585e-06
171,8.50547e+11,0,0,1.20523e-06
172,1.0023e+12,0,0,1.20641e-06
173,1.01209e+12,4.78619e+06,4.729e-06,1.20557e-06
174,8.1182e+11,0,0,1.2055e-06
175,1.00561e+12,0,0,1.2061e-06
176,1.01815e+12,0,0,1.20588e-06
177,8.60371e+11,0,0,1.20638e-06
178,8.10038e+11,0,0,1.20557e-06
179,1.00054e+12,0,0,1.20665e-06
