theta,success,failure,failRate,totLatency
0,1.01505e+12,0,0,1.20555e-06
1,8.68256e+11,0,0,1.20443e-06
2,1.0127e+12,0,0,1.20506e-06
3,8.01303e+11,0,0,1.20495e-06
4,1.0165e+12,0,0,1.20523e-06
5,8.14329e+11,0,0,1.20481e-06
6,8.1664e+11,0,0,1.2056e-06
7,1.01509e+12,0,0,1.20463e-06
8,1.01397e+12,230368,2.27195e-07,1.20454e-06
9,1.0174e+12,0,0,1.20514e-06
10,8.11063e+11,0,0,1.20515e-06
11,1.01182e+12,0,0,1.20518e-06
12,8.15139e+11,0,0,1.20444e-06
13,1.0089e+12,0,0,1.20457e-06
14,9.04329e+11,0,0,1.20487e-06
15,9.57341e+11,0,0,1.20527e-06
16,8.05309e+11,0,0,1.20485e-06
17,1.00316e+12,0,0,1.20543e-06
18,1.00361e+12,0,0,1.20528e-06
19,8.18186e+11,0,0,1.20428e-06
20,1.00493e+12,0,0,1.20417e-06
21,9.15767e+11,4.41722e+08,0.000482119,1.2049e-06
22,1.00879e+12,32337.9,3.20562e-08,1.20503e-06
23,1.01747e+12,1.11126e+07,1.09217e-05,1.20583e-06
24,1.01587e+12,4.63246e+06,4.56005e-06,1.20548e-06
25,1.01537e+12,0,0,1.20463e-06
26,9.95534e+11,0,0,1.20576e-06
27,9.69114e+11,0,0,1.20518e-06
28,9.4727e+11,0,0,1.20553e-06
29,1.00811e+12,0,0,1.20542e-06
30,1.01475e+12,2.61361e+07,2.57556e-05,1.20584e-06
31,1.0147e+12,4.50835e+07,4.44285e-05,1.20495e-06
32,1.01699e+12,7.71418e+08,0.000757954,1.20464e-06
33,1.00448e+12,1.8582e+08,0.000184956,1.20532e-06
34,1.00923e+12,4.68294e+09,0.00461871,1.2052e-06
35,1.00369e+12,0,0,1.20518e-06
36,1.00651e+12,0,0,1.20439e-06
37,1.00449e+12,0,0,1.20553e-06
38,1.01721e+12,0,0,1.20578e-06
39,1.01862e+12,0,0,1.20537e-06
40,1.01651e+12,0,0,1.20546e-06
41,9.1798e+11,0,0,1.20512e-06
42,9.52433e+11,0,0,1.20418e-06
43,1.00936e+12,0,0,1.20498e-06
44,9.09385e+11,0,0,1.20433e-06
45,8.0557e+11,0,0,1.20519e-06
46,1.0113e+12,0,0,1.20521e-06
47,1.01664e+12,0,0,1.2046e-06
48,8.1858e+11,0,0,1.20525e-06
49,8.15601e+11,0,0,1.20501e-06
50,9.0694e+11,0,0,1.20519e-06
51,7.96021e+11,0,0,1.20507e-06
52,8.11635e+11,0,0,1.20526e-06
53,8.60301e+11,0,0,1.20504e-06
54,1.00329e+12,0,0,1.20463e-06
55,8.54526e+11,0,0,1.20494e-06
56,8.58129e+11,0,0,1.20437e-06
57,8.02034e+11,0,0,1.20468e-06
58,8.15719e+11,0,0,1.2057e-06
59,1.00003e+12,1.45116e+08,0.00014509,1.20119e-06
60,1.01065e+12,6.58909e+08,0.000651541,1.19918e-06
61,9.53807e+11,4.37504e+08,0.000458481,1.19938e-06
62,9.09757e+11,6.76236e+08,0.000742763,1.19908e-06
63,9.10643e+11,1.63283e+09,0.00178984,1.20181e-06
64,1.01606e+12,7.62871e+08,0.000750251,1.20114e-06
65,1.01664e+12,1.47242e+09,0.00144623,1.20117e-06
66,9.98228e+11,1.34233e+09,0.0013429,1.20123e-06
67,1.01784e+12,4.59611e+08,0.000451351,1.20376e-06
68,1.00924e+12,3.67076e+08,0.000363585,1.20317e-06
69,1.01234e+12,1.29214e+09,0.00127476,1.20106e-06
70,8.5286e+11,1.51543e+09,0.00177373,1.20209e-06
71,1.0066e+12,1.37825e+09,0.00136733,1.20278e-06
72,9.28676e+11,3.68288e+09,0.00395006,1.20513e-06
73,1.01015e+12,1.62868e+09,0.00160971,1.20479e-06
74,1.0147e+12,1.26668e+09,0.00124677,1.20463e-06
75,1.01751e+12,2.11819e+08,0.00020813,1.20408e-06
76,9.54232e+11,6.58446e+08,0.000689552,1.20497e-06
77,1.01743e+12,5.11485e+08,0.000502468,1.20519e-06
78,1.01592e+12,0,0,1.20479e-06
79,1.01736e+12,0,0,1.2047e-06
80,9.1435e+11,0,0,1.20512e-06
81,8.04103e+11,0,0,1.20499e-06
82,1.01017e+12,0,0,1.20423e-06
83,1.01494e+12,0,0,1.2053e-06
84,1.01702e+12,0,0,1.20601e-06
85,1.00016e+12,0,0,1.2048e-06
86,1.01957e+12,0,0,1.20472e-06
87,1.01742e+12,7.20593e+08,0.000707756,1.19762e-06
88,8.08241e+11,8.91353e+08,0.00110162,1.19319e-06
89,1.01475e+12,2.39275e+09,0.00235243,1.19229e-06
90,8.15145e+11,2.94268e+09,0.00359702,1.18921e-06
91,9.64329e+11,1.59497e+09,0.00165124,1.1894e-06
92,7.94917e+11,1.97369e+09,0.00247674,1.18634e-06
93,1.01365e+12,2.0523e+09,0.00202058,1.18683e-06
94,1.00566e+12,3.05053e+09,0.00302419,1.18573e-06
95,1.01477e+12,4.00004e+09,0.00392633,1.18537e-06
96,9.58527e+11,9.83294e+08,0.00102479,1.19991e-06
97,1.01536e+12,1.36152e+09,0.00133913,1.20282e-06
98,9.13178e+11,2.71356e+08,0.000297067,1.20218e-06
99,1.01537e+12,1.13895e+08,0.000112159,1.20453e-06
100,1.01399e+12,1.06695e+08,0.000105212,1.20432e-06
101,9.95724e+11,6.76677e+06,6.79578e-06,1.20519e-06
102,8.00032e+11,1.7044e+08,0.000212997,1.20496e-06
103,1.00814e+12,1.75333e+07,1.73914e-05,1.20452e-06
104,1.00035e+12,1.76627e+06,1.76565e-06,1.2057e-06
105,1.01536e+12,0,0,1.20547e-06
106,9.60838e+11,0,0,1.20462e-06
107,1.00456e+12,0,0,1.20459e-06
