theta,success,failure,failRate,totLatency
0,8.12427e+11,0,0,1.20933e-06
1,8.15307e+11,0,0,1.21024e-06
2,9.0334e+11,0,0,1.20878e-06
3,8.19695e+11,0,0,1.20976e-06
4,1.01421e+12,0,0,1.20909e-06
5,6.57971e+11,0,0,1.20971e-06
6,1.00175e+12,0,0,1.20938e-06
7,8.09388e+11,0,0,1.20895e-06
8,9.61764e+11,0,0,1.20895e-06
9,8.00956e+11,0,0,1.21005e-06
10,1.00535e+12,0,0,1.20938e-06
11,1.01072e+12,0,0,1.20997e-06
12,9.97001e+11,0,0,1.2089e-06
13,9.14724e+11,3.03812e+07,3.32124e-05,1.20795e-06
14,8.07291e+11,1382.36,1.71234e-09,1.20949e-06
15,9.53565e+11,0,0,1.20876e-06
16,9.98896e+11,0,0,1.2089e-06
17,8.17504e+11,46703,5.71287e-08,1.20915e-06
18,8.65025e+11,9.62432e+07,0.000111248,1.20854e-06
19,1.00726e+12,0,0,1.20869e-06
20,1.02191e+12,0,0,1.20919e-06
21,1.02033e+12,0,0,1.20931e-06
22,1.02048e+12,0,0,1.20934e-06
23,1.01505e+12,0,0,1.20872e-06
24,1.01608e+12,515.12,5.06966e-10,1.20936e-06
25,8.61524e+11,0,0,1.20997e-06
26,8.10472e+11,2.48616e+07,3.06745e-05,1.20907e-06
27,1.00991e+12,0,0,1.20883e-06
28,1.02061e+12,0,0,1.20947e-06
29,9.56749e+11,0,0,1.20956e-06
30,1.01356e+12,0,0,1.20883e-06
31,1.01753e+12,0,0,1.20879e-06
32,1.00259e+12,4133.94,4.12326e-09,1.20858e-06
33,9.53441e+11,0,0,1.20951e-06
34,9.20381e+11,0,0,1.2103e-06
35,8.09167e+11,177706,2.19616e-07,1.20862e-06
36,1.0236e+12,5164.52,5.04544e-09,1.20991e-06
37,1.01801e+12,0,0,1.2094e-06
38,9.99461e+11,0,0,1.2091e-06
39,1.01459e+12,207147,2.04168e-07,1.20851e-06
40,1.01942e+12,0,0,1.20875e-06
41,1.00558e+12,0,0,1.2087e-06
42,1.0209e+12,0,0,1.20886e-06
43,9.47959e+11,2.22204e+09,0.00233855,1.20941e-06
44,8.10495e+11,1.75666e+06,2.16738e-06,1.20842e-06
45,9.18134e+11,232234,2.52941e-07,1.20957e-06
46,1.01877e+12,8.44239e+07,8.28612e-05,1.20837e-06
47,9.10022e+11,2.32915e+08,0.000255879,1.2087e-06
48,1.01904e+12,4.18111e+08,0.00041013,1.20885e-06
49,1.00915e+12,1.65548e+06,1.64048e-06,1.21001e-06
50,9.65879e+11,2.69537e+09,0.00278282,1.20767e-06
51,9.62933e+11,3.82293e+08,0.000396852,1.20817e-06
52,7.99777e+11,4.12126e+08,0.000515036,1.20799e-06
53,1.01289e+12,3.76861e+08,0.000371925,1.20692e-06
54,8.12701e+11,4.52769e+08,0.000556806,1.20725e-06
55,1.01529e+12,8.06812e+08,0.000794032,1.20761e-06
56,8.04849e+11,1.47781e+09,0.00183277,1.2078e-06
57,1.00468e+12,9.6445e+08,0.00095904,1.20823e-06
58,1.01077e+12,8.15143e+08,0.000805809,1.20754e-06
59,1.01463e+12,3.34089e+08,0.000329164,1.20842e-06
60,8.672e+11,4.68522e+08,0.000539978,1.20861e-06
61,7.90731e+11,1.46079e+09,0.00184398,1.20907e-06
62,1.01775e+12,1.39294e+09,0.00136677,1.20923e-06
63,1.0066e+12,5.97957e+09,0.0059053,1.20926e-06
64,1.01048e+12,4.7439e+08,0.000469251,1.20964e-06
65,1.01441e+12,1.64687e+09,0.00162085,1.20933e-06
66,1.0077e+12,0,0,1.20997e-06
67,7.9729e+11,0,0,1.20851e-06
68,7.98953e+11,0,0,1.20837e-06
69,1.00112e+12,0,0,1.20881e-06
70,1.00695e+12,0,0,1.20899e-06
71,1.01258e+12,0,0,1.20939e-06
72,1.00781e+12,0,0,1.20969e-06
73,8.57582e+11,0,0,1.20996e-06
74,1.01296e+12,0,0,1.20948e-06
75,1.00754e+12,0,0,1.20929e-06
76,1.0137e+12,2.13665e+09,0.00210334,1.2031e-06
77,8.01428e+11,8.56388e+09,0.0105728,1.20204e-06
78,1.00762e+12,8.10328e+09,0.00797784,1.20212e-06
79,9.16186e+11,3.89983e+09,0.00423855,1.19785e-06
80,1.00638e+12,7.89524e+09,0.00778408,1.19546e-06
81,7.96277e+11,4.57153e+09,0.00570836,1.19558e-06
82,8.9463e+11,5.80963e+09,0.006452,1.19014e-06
83,1.0079e+12,1.08567e+10,0.0106568,1.18989e-06
84,8.04359e+11,4.6856e+09,0.00579153,1.19169e-06
85,1.01136e+12,6.51897e+09,0.00640445,1.189e-06
86,1.01485e+12,2.33664e+09,0.00229715,1.20108e-06
87,9.64851e+11,2.53334e+09,0.00261875,1.20174e-06
88,9.16267e+11,7.2882e+08,0.000794792,1.20535e-06
89,8.12823e+11,2.70832e+08,0.000333088,1.20812e-06
90,1.00887e+12,4.90326e+08,0.000485778,1.20801e-06
91,8.11179e+11,8.35789e+09,0.0101983,1.20755e-06
92,1.01699e+12,4.11319e+08,0.000404284,1.20923e-06
93,1.0184e+12,2.00745e+08,0.00019708,1.20833e-06
94,1.00908e+12,1.42943e+08,0.000141636,1.20936e-06
95,9.17054e+11,3.80419e+09,0.00413113,1.20911e-06
96,1.01319e+12,8.60208e+07,8.48938e-05,1.20944e-06
97,8.09847e+11,0,0,1.20934e-06
98,1.01776e+12,0,0,1.20985e-06
99,8.66017e+11,0,0,1.20976e-06
100,8.67594e+11,0,0,1.20939e-06
101,1.01892e+12,0,0,1.20971e-06
102,8.6121e+11,0,0,1.20952e-06
103,1.01674e+12,0,0,1.209e-06
104,1.01526e+12,0,0,1.20872e-06
105,1.00596e+12,0,0,1.20917e-06
106,9.68645e+11,9.3005e+07,9.60063e-05,1.20814e-06
107,7.99317e+11,8.09132e+07,0.000101218,1.20751e-06
108,1.02054e+12,9.29271e+07,9.10482e-05,1.20812e-06
109,1.01661e+12,5.38628e+08,0.000529546,1.20779e-06
110,8.55956e+11,1.06245e+08,0.00012411,1.20881e-06
111,9.15179e+11,8.93456e+07,9.76169e-05,1.20827e-06
112,8.1472e+11,8.46431e+07,0.000103881,1.20778e-06
113,1.00164e+12,1.37896e+08,0.000137652,1.20821e-06
114,1.02002e+12,5.94375e+08,0.000582371,1.20881e-06
115,1.01057e+12,8.38772e+07,8.29934e-05,1.20845e-06
116,8.52012e+11,8.16412e+07,9.58124e-05,1.20878e-06
117,8.09552e+11,3.47523e+07,4.29259e-05,1.20821e-06
118,9.57172e+11,2.81082e+07,2.9365e-05,1.20865e-06
119,1.01674e+12,2.98427e+07,2.93504e-05,1.20895e-06
120,8.91703e+11,5.14584e+08,0.000576747,1.20899e-06
121,9.52342e+11,1.61648e+07,1.69734e-05,1.20943e-06
122,8.05609e+11,1.23367e+07,1.53132e-05,1.20945e-06
123,9.98608e+11,5.0571e+08,0.000506158,1.20933e-06
124,9.11431e+11,2.03086e+07,2.22817e-05,1.20933e-06
125,1.01031e+12,5.98319e+07,5.92176e-05,1.20943e-06
126,9.67303e+11,4.67331e+07,4.83104e-05,1.20913e-06
127,1.01275e+12,2.75942e+06,2.72469e-06,1.20938e-06
128,7.94138e+11,2.16383e+07,2.72468e-05,1.20879e-06
129,9.89427e+11,5.55648e+07,5.61554e-05,1.20912e-06
130,1.00991e+12,1.56941e+08,0.000155376,1.20944e-06
131,1.01678e+12,9.61138e+06,9.45266e-06,1.20836e-06
132,9.10731e+11,1.4405e+07,1.58167e-05,1.20907e-06
133,8.12109e+11,6.48064e+06,7.97995e-06,1.21011e-06
134,9.47219e+11,0,0,1.20919e-06
135,9.62836e+11,0,0,1.20836e-06
136,1.00685e+12,8.92989e+06,8.86909e-06,1.20855e-06
137,1.00625e+12,0,0,1.20945e-06
138,1.00373e+12,0,0,1.209e-06
139,1.0002e+12,0,0,1.20913e-06
140,1.00936e+12,0,0,1.20905e-06
141,8.14403e+11,0,0,1.2089e-06
142,1.01914e+12,0,0,1.20972e-06
143,1.01719e+12,3.48283e+07,3.42387e-05,1.20898e-06
144,1.01278e+12,2.9356e+06,2.89856e-06,1.20938e-06
145,1.01845e+12,133336,1.3092e-07,1.20965e-06
146,1.00261e+12,803654,8.0156e-07,1.20937e-06
147,9.97782e+11,0,0,1.20935e-06
148,9.17429e+11,0,0,1.20893e-06
149,1.0052e+12,0,0,1.20839e-06
150,9.94431e+11,0,0,1.20861e-06
151,8.19476e+11,0,0,1.20922e-06
152,9.07639e+11,0,0,1.20905e-06
153,1.01392e+12,1.59047e+08,0.000156838,1.20946e-06
154,1.01728e+12,0,0,1.20822e-06
155,1.01384e+12,0,0,1.2093e-06
156,9.16487e+11,0,0,1.20896e-06
157,1.01109e+12,1.64218e+08,0.00016239,1.20977e-06
158,8.03323e+11,0,0,1.20922e-06
159,9.13807e+11,2.24538e+09,0.00245115,1.2091e-06
160,9.0702e+11,545063,6.00938e-07,1.2092e-06
161,9.18012e+11,3.80461e+06,4.14439e-06,1.20889e-06
162,9.08218e+11,0,0,1.20936e-06
163,8.656e+11,0,0,1.20872e-06
164,1.00202e+12,1.29649e+07,1.29386e-05,1.20839e-06
165,9.94922e+11,1.78038e+08,0.000178914,1.20834e-06
166,8.09002e+11,0,0,1.2084e-06
167,9.04639e+11,0,0,1.209e-06
168,1.01454e+12,0,0,1.20876e-06
169,9.99685e+11,0,0,1.20917e-06
170,1.01466e+12,0,0,1.20868e-06
171,9.6881e+11,0,0,1.20908e-06
172,1.00338e+12,0,0,1.20913e-06
173,8.59348e+11,0,0,1.20961e-06
174,1.01814e+12,0,0,1.20926e-06
175,1.00265e+12,0,0,1.20935e-06
176,1.01138e+12,0,0,1.20946e-06
177,8.06255e+11,0,0,1.20907e-06
178,1.00447e+12,0,0,1.20914e-06
179,1.01889e+12,1004.19,9.85566e-10,1.20863e-06
