theta,success,failure,failRate,totLatency
0,9.71122e+11,2.98535e+10,0.0298244,1.16108e-06
1,8.42231e+11,2.59904e+10,0.0299352,1.16616e-06
2,8.88144e+11,2.84004e+10,0.0309864,1.16525e-06
3,9.96719e+11,2.05164e+10,0.0201688,1.16898e-06
4,9.95572e+11,1.88631e+10,0.0185947,1.16855e-06
5,9.38497e+11,1.12191e+10,0.0118131,1.18215e-06
6,8.8158e+11,2.26903e+10,0.0250924,1.1778e-06
7,9.8074e+11,3.46969e+10,0.0341695,1.18154e-06
8,1.0078e+12,4.45879e+09,0.0044048,1.20226e-06
9,9.98944e+11,5.23714e+09,0.00521533,1.20243e-06
10,9.85882e+11,2.28739e+10,0.0226753,1.19852e-06
11,9.8969e+11,2.79734e+10,0.0274879,1.19765e-06
12,9.47008e+11,1.28742e+10,0.0134123,1.1974e-06
13,9.88252e+11,2.8499e+10,0.0280295,1.19834e-06
14,1.00464e+12,7.16673e+09,0.0070831,1.19798e-06
15,8.44044e+11,2.18262e+10,0.0252072,1.19827e-06
16,8.5122e+11,1.64354e+11,0.161834,1.18557e-06
17,8.86171e+11,1.1772e+11,0.117264,1.17207e-06
18,7.36103e+11,6.6894e+10,0.0833055,1.15532e-06
19,8.5488e+11,1.59975e+11,0.157633,1.15244e-06
20,8.35457e+11,1.81435e+11,0.178421,1.14577e-06
21,7.39263e+11,7.52545e+10,0.0923916,1.14613e-06
22,8.42385e+11,7.43212e+10,0.0810741,1.14664e-06
23,9.31663e+11,6.9331e+10,0.0692622,1.13962e-06
24,7.80564e+11,2.0953e+11,0.211626,1.14015e-06
25,7.41554e+11,7.55248e+10,0.0924327,1.14413e-06
26,9.02156e+11,1.18109e+11,0.115763,1.14316e-06
27,7.85257e+11,2.34455e+11,0.229922,1.14125e-06
28,7.25207e+11,8.86683e+10,0.108946,1.14353e-06
29,9.70552e+11,4.58876e+10,0.0451454,1.14301e-06
30,8.40425e+11,1.69743e+11,0.168034,1.13853e-06
