theta,success,fail,fail_rate
40.0,18241081000000.0,802871400000.0,0.04215886403916867
41.0,18141383000000.0,773476700000.0,0.04089254227986687
42.0,18315288000000.0,493469780000.0,0.026236170712173424
43.0,18374409000000.0,450587600000.0,0.023935600604570628
44.0,18907516000000.0,411868290000.0,0.021318913885531494
45.0,18755274000000.0,249293540000.0,0.013117559211768309
46.0,18746068000000.0,285607090000.0,0.015006933895696304
47.0,18753123000000.0,359514332000.0,0.018810294244325485
48.0,18485552000000.0,395310070000.0,0.020937077371488897
49.0,19041255000000.0,384812210000.0,0.019809064070462463
50.0,18751053000000.0,302024540000.0,0.01585174570176026
51.0,18465657000000.0,353252630000.0,0.01877115289596085
52.0,18490680000000.0,560410094000.0,0.029416169428357123
53.0,18565165000000.0,717216030000.0,0.037195408019587296
54.0,18808566000000.0,506548300000.0,0.026225488088361972
55.0,18859606000000.0,498760800000.0,0.025764611506379764
56.0,19092160000000.0,500319490000.0,0.025536302858214704
57.0,18418299000000.0,644377520000.0,0.033803097866343064
58.0,19164341000000.0,519980727000.0,0.026415983959801288
59.0,19206038000000.0,541919458000.0,0.027441797925307237
60.0,18795457000000.0,717371573000.0,0.03676409959305596
61.0,17973992000000.0,716326800000.0,0.0383260878353771
62.0,18780871000000.0,574709696000.0,0.02969219601449461
63.0,18989392000000.0,452394165000.0,0.023269166791599676
64.0,18158377000000.0,743708293000.0,0.039345304048300805
65.0,19115600000000.0,624429343000.0,0.031632645126813276
66.0,19313757000000.0,481606329000.0,0.024329249279019385
67.0,19318416000000.0,314154310000.0,0.01600169030541982
68.0,18398731000000.0,413165420000.0,0.02196298612194889
69.0,19022334000000.0,257522680000.0,0.013357084768536776
70.0,18930603000000.0,439012560000.0,0.022665011530048147
71.0,18879286000000.0,325686210000.0,0.016958431724801753
72.0,19155385000000.0,328430470000.0,0.01685657875921158
73.0,18915652000000.0,446633890000.0,0.023067208724083146
74.0,19077379000000.0,264640680000.0,0.01368216372324568
75.0,18982003000000.0,335240650000.0,0.017354476449853135
76.0,19066097000000.0,391329460000.0,0.020112087320719597
77.0,18355566000000.0,308484850000.0,0.016528290266633088
78.0,19109676000000.0,206269900000.0,0.010678736680454257
79.0,18689351000000.0,306894610000.0,0.016155540220981594
80.0,18414954000000.0,283603150000.0,0.015167114110726987
81.0,19277552000000.0,299942750000.0,0.015320793279742803
82.0,18426753000000.0,294659980000.0,0.015739195557236192
83.0,18113933000000.0,259809170000.0,0.014140242504556708
84.0,18978406000000.0,316527140000.0,0.016404676694308565
85.0,19206497000000.0,234728350000.0,0.012073742563762833
86.0,18403414000000.0,221365710000.0,0.011885547826433862
87.0,19054061000000.0,255104280000.0,0.013211564368566015
88.0,18861055000000.0,218298210000.0,0.011441593831681049
89.0,18889576000000.0,177820680000.0,0.009325902375887426
90.0,18954486000000.0,200926330000.0,0.01048927198947954
91.0,19082846000000.0,189903310000.0,0.009853462365199
92.0,19420048000000.0,163291670000.0,0.00833829534449371
93.0,18586775000000.0,124481950000.0,0.006652783954206775
94.0,18649964000000.0,150538140000.0,0.008007134005198438
95.0,19635071000000.0,154086160000.0,0.007786393263451145
96.0,19044881000000.0,125827920000.0,0.006563550702537087
97.0,19280555000000.0,135759170000.0,0.006992015519081395
98.0,18712002000000.0,123847440000.0,0.006575091842526429
99.0,18730465000000.0,108833550000.0,0.005776942793870635
100.0,19310028000000.0,85296646000.0,0.004397794187868424
101.0,18962401000000.0,113960720000.0,0.005973923207826445
102.0,18536573000000.0,117625550000.0,0.006305580466763071
103.0,18694611000000.0,108208820000.0,0.005754925114205557
104.0,19606795000000.0,102184400000.0,0.0051846621748460504
105.0,19176397000000.0,170240600000.0,0.00879949288965851
106.0,18740027000000.0,172858940000.0,0.009139744222451542
107.0,18741333000000.0,156807166000.0,0.0082974919554314
108.0,19141683000000.0,163045875000.0,0.008445903387493185
109.0,18748787000000.0,203201329000.0,0.010721900281516367
110.0,19021584000000.0,194178113700.0,0.010105147667370397
111.0,18215997000000.0,171263459000.0,0.009314245555061563
112.0,18814419000000.0,170029348700.0,0.008956243846381932
113.0,19299876000000.0,170133374980.0,0.008738227686661028
114.0,18967064000000.0,174356961190.0,0.00910888285376074
115.0,18540732000000.0,146958900540.0,0.007863941100168425
116.0,18549496000000.0,153966898200.0,0.0082319995520625
117.0,18649954000000.0,161209188100.0,0.008569868140954805
118.0,18845033000000.0,169995546200.0,0.008940062634508757
119.0,18726698000000.0,166695798500.0,0.00882296744977784
120.0,18997137000000.0,168864938500.0,0.008810650183687499
121.0,18751312000000.0,239116477840.0,0.012591420889687975
122.0,19051710000000.0,257255496440.0,0.013323111302230576
123.0,18611566000000.0,230849118400.0,0.012251567378672766
124.0,18551966000000.0,221835804390.0,0.011816243012543505
125.0,18915304000000.0,313317065200.0,0.01629430753966242
126.0,19353694000000.0,333046440000.0,0.016917297254720142
127.0,19188640000000.0,278315762000.0,0.014296830249302747
128.0,17735392000000.0,405308733670.0,0.02234250702993671
129.0,19285123000000.0,411760851000.0,0.02090487277656842
130.0,18022831000000.0,415636748400.0,0.022541826906200865
131.0,18832681000000.0,513823110800.0,0.026558964237531842
132.0,18355850000000.0,482708583700.0,0.025623435124047227
133.0,18890539000000.0,345482087500.0,0.017960163691258482
134.0,19011826000000.0,362288025700.0,0.018699591899759675
135.0,18188641000000.0,575551174000.0,0.030672845847181954
136.0,18723058000000.0,600810530000.0,0.031091627903970222
137.0,18745396000000.0,706234700000.0,0.036307223332180574
138.0,17973687000000.0,811831510000.0,0.04321581592586022
139.0,18087764000000.0,1032087000000.0,0.053979866265694225
140.0,17911336000000.0,973081200000.0,0.051528262148328306
141.0,17853703000000.0,1273955000000.0,0.06660276966474411
142.0,17239970000000.0,1296437500000.0,0.0699400625498765
143.0,16922879000000.0,1400302200000.0,0.07642243913409534
144.0,17431055000000.0,1640529500000.0,0.08601957010965712
145.0,16940160000000.0,1692121100000.0,0.09081663650941806
146.0,17257850000000.0,1591899300000.0,0.08445201443607528
147.0,17333701000000.0,1811208600000.0,0.09460523125165345
148.0,17134012000000.0,1685349500000.0,0.08955402126687455
149.0,17438712000000.0,1604731800000.0,0.08426689084460659
150.0,18308375000000.0,1528471300000.0,0.07705213202161071
151.0,17912471000000.0,1562868000000.0,0.08024856460778423
152.0,17327496000000.0,1605725700000.0,0.08480995603616684
153.0,17939421000000.0,1520983700000.0,0.07815786585363253
154.0,17664534000000.0,1457621400000.0,0.07622683580952386
155.0,18043690000000.0,1545035700000.0,0.07887372173474255
156.0,17082746000000.0,1499027700000.0,0.08067193822299105
157.0,17545350000000.0,1502786700000.0,0.07889415766320072
158.0,17795607000000.0,1456768900000.0,0.07566696742088856
159.0,17538788000000.0,1461224600000.0,0.07690650689357964
160.0,17773094000000.0,1489607800000.0,0.07733119764123639
161.0,17076516000000.0,1596329300000.0,0.08548934425114099
162.0,17378100000000.0,1597121900000.0,0.0841688128031852
163.0,17415179000000.0,1476595600000.0,0.0781607673849761
164.0,17325652000000.0,1385874800000.0,0.07406529754696448
165.0,18416052000000.0,1178402100000.0,0.060139572860057375
166.0,18481488000000.0,935588300000.0,0.04818378861703294
167.0,18609836000000.0,926175200000.0,0.04740861327925529
168.0,18873356000000.0,768716700000.0,0.03913623127970604
169.0,18159965000000.0,749420600000.0,0.03963220253967427
170.0,18837637000000.0,645526600000.0,0.03313253500576262
171.0,17896804000000.0,630924830000.0,0.03405300432605694
172.0,18679229000000.0,505390060000.0,0.026343502491208703
173.0,19386928000000.0,461776600000.0,0.023264823035353148
174.0,18944633000000.0,521007810000.0,0.02676551032074654
175.0,18816681000000.0,464047720000.0,0.024067955456405592
176.0,18243447000000.0,472195467000.0,0.025229989717563246
177.0,18788888000000.0,505298760000.0,0.026189171188472523
178.0,18821150000000.0,478710250000.0,0.024803819499159326
179.0,18790185000000.0,462595030000.0,0.024027440675018195
