theta,success,failure,failRate,totLatency
0,7.8099e+11,3.01947e+10,0.037223,1.16154e-06
1,9.7613e+11,4.11782e+10,0.0404776,1.16218e-06
2,9.87659e+11,3.05891e+10,0.0300409,1.16109e-06
3,9.77448e+11,2.88761e+10,0.0286947,1.16466e-06
4,9.46154e+11,2.31575e+10,0.0238906,1.16193e-06
5,9.50472e+11,1.89046e+10,0.0195019,1.16608e-06
6,9.39182e+11,2.66956e+10,0.0276387,1.16659e-06
7,8.50201e+11,1.69885e+10,0.0195902,1.16848e-06
8,9.35136e+11,2.0044e+10,0.0209845,1.1804e-06
9,9.86243e+11,2.03787e+10,0.0202446,1.18557e-06
10,8.79628e+11,4.18156e+10,0.0453805,1.1988e-06
11,9.99029e+11,1.90717e+10,0.0187327,1.19809e-06
12,8.06936e+11,1.05027e+10,0.0128483,1.19655e-06
13,9.85044e+11,3.13262e+10,0.0308216,1.19644e-06
14,9.56713e+11,5.28543e+10,0.0523534,1.1978e-06
15,9.51537e+11,1.01553e+10,0.0105598,1.19502e-06
16,7.81542e+11,2.6845e+10,0.0332081,1.19278e-06
17,8.18524e+11,5.11224e+10,0.0587853,1.18764e-06
18,8.66417e+11,8.71932e+10,0.0914349,1.15702e-06
19,9.09994e+11,5.972e+10,0.0615851,1.15006e-06
20,8.94649e+11,1.02011e+11,0.102353,1.14695e-06
21,8.25108e+11,7.936e+10,0.0877423,1.14565e-06
22,9.15882e+11,9.61319e+10,0.0949907,1.1391e-06
23,8.73155e+11,1.28276e+11,0.128092,1.13789e-06
24,8.0394e+11,1.03799e+11,0.114349,1.14079e-06
25,9.56449e+11,5.91611e+10,0.0582518,1.1415e-06
26,8.35991e+11,1.8364e+11,0.180105,1.14036e-06
27,8.92214e+11,1.23727e+11,0.121785,1.14078e-06
28,9.41145e+11,6.95851e+10,0.0688464,1.14015e-06
29,9.4445e+11,7.47602e+10,0.0733511,1.13834e-06
30,7.47845e+11,6.94666e+10,0.084994,1.13995e-06
31,9.41263e+11,6.61018e+10,0.0656186,1.13777e-06
32,9.59525e+11,4.81717e+10,0.0478038,1.14563e-06
33,7.45793e+11,4.83902e+10,0.0609308,1.14784e-06
34,9.63661e+11,5.22929e+10,0.0514718,1.14639e-06
35,9.71444e+11,3.45282e+10,0.0343233,1.14715e-06
36,8.69678e+11,1.42998e+11,0.141208,1.15229e-06
37,9.52583e+11,4.99375e+10,0.049812,1.15455e-06
38,7.6393e+11,4.22083e+10,0.0523586,1.15487e-06
39,8.6835e+11,4.28534e+10,0.0470295,1.15741e-06
40,9.75453e+11,4.208e+10,0.041355,1.15607e-06
41,9.83082e+11,3.69903e+10,0.0362625,1.15647e-06
42,8.04848e+11,1.0926e+10,0.0133934,1.16436e-06
43,8.17903e+11,4.2273e+10,0.0491445,1.16236e-06
44,9.73464e+11,2.53584e+10,0.0253883,1.16236e-06
45,9.9614e+11,1.19976e+10,0.0119008,1.17412e-06
46,9.49274e+11,5.75699e+09,0.00602807,1.19092e-06
47,9.87972e+11,1.86438e+10,0.0185213,1.19344e-06
48,9.97199e+11,1.95045e+10,0.019184,1.18773e-06
49,9.86507e+11,1.29782e+10,0.0129849,1.19017e-06
50,1.00955e+12,1.09695e+10,0.010749,1.18954e-06
51,9.90792e+11,1.32452e+10,0.0131919,1.18971e-06
52,9.57566e+11,5.106e+10,0.0506234,1.17947e-06
53,9.74006e+11,3.25715e+10,0.0323587,1.18742e-06
54,9.75713e+11,4.06425e+10,0.0399884,1.18679e-06
55,9.38122e+11,6.61822e+10,0.0658985,1.18664e-06
56,8.66596e+11,3.64488e+10,0.0403621,1.17861e-06
57,9.91706e+11,1.79273e+10,0.0177563,1.18079e-06
58,7.93687e+11,2.46597e+10,0.0301335,1.18687e-06
59,9.61068e+11,5.6837e+10,0.0558372,1.1861e-06
60,8.62945e+11,1.43049e+11,0.142197,1.1768e-06
61,9.43086e+11,5.8612e+10,0.0585127,1.18045e-06
62,8.62027e+11,4.12394e+10,0.0456558,1.18549e-06
63,8.75533e+11,4.3099e+10,0.0469165,1.18606e-06
64,7.86384e+11,3.24964e+10,0.0396839,1.18447e-06
65,9.42959e+11,7.71275e+10,0.0756088,1.19365e-06
66,9.89062e+11,2.141e+10,0.0211882,1.1935e-06
67,9.96826e+11,1.35663e+10,0.0134268,1.18673e-06
68,7.96299e+11,5.87134e+10,0.0686697,1.18825e-06
69,8.49665e+11,1.93714e+10,0.0222907,1.19652e-06
70,8.01293e+11,6.82756e+09,0.00844868,1.20015e-06
71,8.72967e+11,3.48231e+10,0.0383604,1.19983e-06
72,9.64613e+11,5.21325e+10,0.0512739,1.19454e-06
73,9.47947e+11,6.59146e+10,0.0650134,1.19399e-06
74,9.08454e+11,9.49673e+09,0.0103456,1.19567e-06
75,8.15071e+11,4.64783e+10,0.0539473,1.19582e-06
76,9.78759e+11,1.45489e+10,0.0146469,1.18723e-06
77,9.94098e+11,2.45329e+10,0.0240842,1.18703e-06
78,9.06384e+11,9.06977e+09,0.0099074,1.18977e-06
79,1.00468e+12,1.37602e+10,0.0135111,1.18986e-06
80,8.90651e+11,1.91046e+10,0.0209997,1.18065e-06
81,8.88072e+11,2.70674e+10,0.0295774,1.18065e-06
82,1.00115e+12,1.47836e+10,0.0145517,1.18624e-06
83,7.98087e+11,1.16281e+10,0.0143607,1.18605e-06
84,9.93315e+11,1.8702e+10,0.0184799,1.1756e-06
85,9.50106e+11,1.88287e+10,0.0194324,1.17521e-06
86,1.00032e+12,1.47811e+10,0.0145612,1.1845e-06
87,9.84636e+11,1.49433e+10,0.0149496,1.16975e-06
88,7.90522e+11,1.8655e+10,0.0230543,1.16569e-06
89,8.51542e+11,9.33779e+09,0.0108468,1.17565e-06
90,9.95812e+11,1.61995e+10,0.0160072,1.16805e-06
91,9.48927e+11,8.57555e+09,0.00895617,1.16882e-06
92,9.49953e+11,1.4587e+10,0.0151233,1.16523e-06
93,9.92473e+11,7.87675e+09,0.00787399,1.16969e-06
