theta,success,failure,failRate,totLatency
0,7.73772e+11,3.52088e+10,0.0435224,1.16935e-06
1,9.84405e+11,3.35383e+10,0.0329471,1.16854e-06
2,9.79118e+11,3.57178e+10,0.0351957,1.16874e-06
3,9.65693e+11,5.02463e+10,0.049458,1.16885e-06
4,7.70876e+11,4.00704e+10,0.0494119,1.17079e-06
5,9.88076e+11,3.0778e+10,0.0302085,1.17169e-06
6,8.03733e+11,4.05445e+10,0.0480227,1.16996e-06
7,9.72099e+11,3.12798e+10,0.0311745,1.17383e-06
8,9.91379e+11,2.7655e+10,0.0271384,1.17452e-06
9,9.81247e+11,2.37266e+10,0.0236091,1.17566e-06
10,8.36873e+11,2.56204e+10,0.029705,1.17847e-06
11,8.18919e+11,2.3192e+10,0.0275403,1.17725e-06
12,9.69464e+11,4.22444e+10,0.0417555,1.17709e-06
13,7.55598e+11,4.96151e+10,0.0616173,1.17777e-06
14,8.64993e+11,4.22672e+10,0.0465878,1.18208e-06
15,8.93783e+11,1.17238e+11,0.11596,1.19271e-06
16,7.43256e+11,6.51149e+10,0.0805508,1.18305e-06
17,7.53101e+11,1.10935e+11,0.128392,1.17438e-06
18,8.2215e+11,7.89719e+10,0.0876373,1.15753e-06
19,8.36247e+11,1.80413e+11,0.177457,1.15563e-06
20,8.1234e+11,2.07836e+11,0.203725,1.14911e-06
21,7.73191e+11,8.43157e+10,0.0983266,1.15019e-06
22,9.27932e+11,8.10481e+10,0.0803268,1.15006e-06
23,9.03448e+11,5.81769e+10,0.0604985,1.15058e-06
24,6.86569e+11,1.14164e+11,0.142574,1.14579e-06
25,9.14025e+11,5.44081e+10,0.0561816,1.1454e-06
26,8.56182e+11,1.60428e+11,0.157807,1.14555e-06
27,8.35702e+11,1.77064e+11,0.174832,1.14363e-06
28,8.35193e+11,1.82927e+11,0.179672,1.14361e-06
29,8.95286e+11,6.33731e+10,0.066106,1.13592e-06
30,7.94474e+11,1.68538e+11,0.175011,1.14211e-06
31,8.99519e+11,4.92597e+10,0.051919,1.13907e-06
32,9.2276e+11,8.94928e+10,0.0884096,1.14095e-06
33,8.30015e+11,7.43534e+10,0.0822159,1.13995e-06
34,7.7525e+11,8.92066e+10,0.103194,1.14983e-06
35,8.63747e+11,1.49305e+11,0.147381,1.14957e-06
36,9.77667e+11,3.76656e+10,0.0370968,1.14709e-06
37,9.22932e+11,3.89522e+10,0.0404957,1.14756e-06
38,9.67433e+11,2.84833e+10,0.0286001,1.14983e-06
39,9.96053e+11,2.07604e+10,0.0204171,1.14969e-06
40,9.77469e+11,4.06635e+10,0.0399393,1.15278e-06
41,9.79571e+11,2.78784e+10,0.0276723,1.15227e-06
42,9.1064e+11,4.399e+10,0.0460807,1.15958e-06
43,8.03861e+11,1.3698e+10,0.0167548,1.16467e-06
44,7.7841e+11,3.92156e+10,0.0479628,1.16945e-06
45,9.99075e+11,1.1067e+10,0.0109559,1.17144e-06
46,1.0025e+12,1.98097e+09,0.00197212,1.20009e-06
47,8.28318e+11,1.12907e+10,0.0134476,1.20423e-06
48,8.26924e+11,4.24343e+10,0.0488111,1.20339e-06
49,9.58759e+11,3.05728e+10,0.0309025,1.20357e-06
50,1.01072e+12,3.90366e+09,0.0038474,1.20467e-06
51,7.6799e+11,3.71063e+10,0.0460892,1.20301e-06
52,9.63505e+11,4.34242e+10,0.0431254,1.18791e-06
53,9.61412e+11,5.6848e+10,0.0558286,1.19442e-06
54,9.9884e+11,1.96406e+10,0.0192842,1.19616e-06
55,9.99827e+11,1.57043e+10,0.0154641,1.18737e-06
56,9.79353e+11,1.86508e+10,0.0186881,1.18732e-06
57,9.59128e+11,2.96242e+10,0.0299612,1.187e-06
58,9.67284e+11,4.92093e+10,0.0484108,1.18362e-06
59,9.81915e+11,2.4611e+10,0.0244514,1.17919e-06
60,9.94094e+11,2.5177e+10,0.024701,1.18754e-06
61,9.82596e+11,2.55961e+10,0.0253881,1.18699e-06
62,9.54549e+11,4.51027e+10,0.0451184,1.18329e-06
63,9.96541e+11,2.15103e+10,0.0211289,1.18119e-06
64,9.72892e+11,4.16546e+10,0.0410574,1.1804e-06
65,9.79367e+11,2.71217e+10,0.0269468,1.18598e-06
66,9.85851e+11,2.30695e+10,0.0228656,1.19079e-06
67,9.91007e+11,2.25043e+10,0.0222043,1.18267e-06
68,9.71917e+11,3.30137e+10,0.0328517,1.18725e-06
69,8.07079e+11,8.2497e+09,0.0101182,1.18813e-06
70,1.00485e+12,1.39332e+10,0.0136764,1.18744e-06
71,9.90362e+11,1.4209e+10,0.0141443,1.18918e-06
72,9.96842e+11,1.11052e+10,0.0110176,1.19502e-06
73,1.00153e+12,1.62602e+10,0.0159759,1.18645e-06
74,1.00085e+12,1.35366e+10,0.0133446,1.18598e-06
75,1.00122e+12,1.22399e+10,0.0120774,1.189e-06
76,9.83203e+11,1.78716e+10,0.0178524,1.19706e-06
77,7.77352e+11,1.4807e+10,0.0186919,1.19764e-06
78,8.00964e+11,1.10438e+10,0.0136006,1.19743e-06
79,9.98795e+11,1.23642e+10,0.0122277,1.18804e-06
80,7.90223e+11,1.51179e+10,0.0187721,1.1882e-06
81,9.93511e+11,1.7675e+10,0.0174794,1.18819e-06
82,9.51284e+11,1.76463e+10,0.0182122,1.18238e-06
83,9.85604e+11,1.9936e+10,0.0198262,1.18131e-06
84,9.93596e+11,2.24086e+10,0.0220556,1.18845e-06
85,1.00328e+12,1.65049e+10,0.0161847,1.18894e-06
86,7.83289e+11,2.79707e+10,0.0344781,1.18477e-06
87,9.89211e+11,1.71613e+10,0.0170526,1.18533e-06
88,1.00514e+12,1.18219e+10,0.0116247,1.19699e-06
89,9.94631e+11,9.68802e+09,0.00964636,1.19689e-06
90,9.94026e+11,1.53773e+10,0.015234,1.19339e-06
91,1.00123e+12,1.25208e+10,0.012351,1.19361e-06
92,1.01221e+12,5.64303e+09,0.00554404,1.20019e-06
93,9.85188e+11,6.40942e+09,0.00646374,1.19975e-06
94,8.45606e+11,1.64565e+10,0.0190896,1.19705e-06
95,9.90748e+11,9.18116e+09,0.00918181,1.18328e-06
96,1.01495e+12,4.81957e+09,0.00472615,1.18634e-06
97,1.00933e+12,1.12503e+10,0.0110234,1.1869e-06
98,8.48971e+11,6.47488e+09,0.00756902,1.17673e-06
99,9.87343e+11,1.63568e+10,0.0162965,1.17718e-06
100,1.01545e+12,3.41693e+09,0.00335365,1.19404e-06
101,1.00723e+12,1.06769e+10,0.0104891,1.18693e-06
102,9.6426e+11,3.25541e+09,0.00336471,1.18746e-06
103,7.97702e+11,5.6768e+09,0.00706615,1.18754e-06
104,9.65872e+11,2.38744e+09,0.0024657,1.19586e-06
105,1.00725e+12,6.46574e+09,0.00637825,1.18951e-06
106,9.57528e+11,8.72267e+09,0.00902733,1.19054e-06
107,1.00615e+12,9.71917e+09,0.00956736,1.1914e-06
108,9.53022e+11,1.67549e+10,0.0172771,1.18426e-06
109,7.90951e+11,8.77973e+09,0.0109784,1.19183e-06
110,9.41099e+11,1.33278e+10,0.0139642,1.19218e-06
111,9.37708e+11,1.17463e+10,0.0123717,1.19204e-06
112,8.41551e+11,2.05846e+10,0.0238763,1.18439e-06
113,9.98538e+11,1.0119e+10,0.0100322,1.19181e-06
114,9.9702e+11,1.27697e+10,0.0126459,1.19097e-06
115,9.95675e+11,1.58346e+10,0.0156544,1.19205e-06
116,9.99696e+11,1.92405e+10,0.0188829,1.17906e-06
117,9.4999e+11,1.09585e+10,0.0114038,1.185e-06
118,1.00178e+12,1.37862e+10,0.0135749,1.1853e-06
119,9.93929e+11,1.24979e+10,0.0124181,1.18619e-06
120,1.00321e+12,1.54072e+10,0.0151256,1.16802e-06
121,8.05072e+11,1.01307e+10,0.0124272,1.17351e-06
122,9.92437e+11,1.49533e+10,0.0148436,1.17426e-06
123,1.00552e+12,1.2399e+10,0.0121807,1.17566e-06
124,7.95186e+11,2.15972e+10,0.0264418,1.15344e-06
125,8.81719e+11,2.05228e+10,0.0227465,1.16408e-06
126,9.97735e+11,1.82434e+10,0.0179565,1.16522e-06
127,7.98261e+11,1.98808e+10,0.0243,1.16529e-06
128,7.69567e+11,4.58598e+10,0.0562402,1.14674e-06
129,9.72491e+11,2.51572e+10,0.0252165,1.16577e-06
130,7.96572e+11,2.23391e+10,0.027279,1.16532e-06
131,9.46221e+11,2.32289e+10,0.0239609,1.16517e-06
132,7.50479e+11,4.76178e+10,0.0596641,1.1652e-06
133,8.94235e+11,1.90942e+10,0.0209062,1.18043e-06
134,1.00001e+12,1.87345e+10,0.0183898,1.16964e-06
135,9.93063e+11,2.38226e+10,0.023427,1.16577e-06
136,7.78387e+11,3.29674e+10,0.0406325,1.16306e-06
137,9.58406e+11,4.77262e+10,0.0474354,1.13142e-06
138,9.80048e+11,3.50563e+10,0.0345347,1.13177e-06
139,8.12525e+11,4.63722e+10,0.0539904,1.12767e-06
140,7.59356e+11,4.44678e+10,0.0553203,1.13383e-06
141,7.96926e+11,6.59768e+10,0.0764591,1.08522e-06
142,9.13047e+11,9.32644e+10,0.0926795,1.08066e-06
143,9.14571e+11,8.86357e+10,0.0883524,1.07732e-06
144,7.15703e+11,8.9335e+10,0.11097,1.08673e-06
145,9.43945e+11,7.01012e+10,0.0691301,1.08727e-06
146,9.57934e+11,6.28967e+10,0.0616133,1.0829e-06
147,8.18275e+11,7.89976e+10,0.0880419,1.08319e-06
148,7.39825e+11,6.22888e+10,0.0776558,1.09941e-06
149,7.70078e+11,4.95268e+10,0.0604276,1.09975e-06
150,9.47384e+11,6.07751e+10,0.0602832,1.09734e-06
151,8.79184e+11,3.45254e+10,0.037786,1.10338e-06
152,9.68962e+11,4.71499e+10,0.0464023,1.11351e-06
153,9.48711e+11,5.51867e+10,0.0549725,1.09107e-06
154,9.02373e+11,6.07745e+10,0.0630999,1.09218e-06
155,9.5074e+11,6.48926e+10,0.0638937,1.0914e-06
156,8.0528e+11,5.94473e+10,0.0687469,1.10258e-06
157,9.38695e+11,5.73316e+10,0.0575603,1.10231e-06
158,9.56198e+11,6.20871e+10,0.0609722,1.10175e-06
159,7.31839e+11,6.36337e+10,0.0799949,1.10053e-06
160,9.4193e+11,6.43659e+10,0.0639632,1.11128e-06
161,7.44184e+11,6.80475e+10,0.0837784,1.10981e-06
162,9.55703e+11,6.63226e+10,0.0648933,1.11261e-06
163,8.66141e+11,5.01795e+10,0.054762,1.15131e-06
164,7.52865e+11,5.30838e+10,0.0658649,1.15158e-06
165,9.9736e+11,1.33359e+10,0.0131948,1.18041e-06
166,9.80739e+11,2.87459e+10,0.0284758,1.18015e-06
