ratio,success,fail,fail_rate
0.0,681334245000000.0,0.0,0.0
0.05,683584597000000.0,161149933168.7457,0.0002356869258661684
0.1,682161492000000.0,523435017230.718,0.0007667300045977238
0.15,686385976000000.0,1996090387811.8228,0.002899683889625461
0.2,682008444000000.0,2754992990595.025,0.004023277006001803
0.25,678625448000000.0,5727965569237.38,0.008369894057170316
0.3,673873146000000.0,7460597690652.0,0.010949990015523665
0.35,672924107000000.0,8526797832330.0,0.012512710412246069
0.4,669172153000000.0,11910724752140.0,0.017487922749505027
0.45,665345765000000.0,14375904970100.0,0.021149693477820673
0.5,661579922000000.0,17269128862240.0,0.025438834804741378
0.55,661107565000000.0,18240320792000.0,0.02684974984611161
0.6,660371155000000.0,21497767064900.0,0.03152771210014738
0.65,655777786000000.0,26335696437000.0,0.038608966271873046
0.7,651209546000000.0,28241323857000.0,0.04156492413195936
0.75,648324697000000.0,33880850780000.0,0.04966369870525593
0.8,646713657000000.0,35073869905000.0,0.05144398881014903
0.85,644292083000000.0,37260184727000.0,0.05466959247493077
0.9,639750452000000.0,42816366250000.0,0.06272846130987558
0.95,633703676000000.0,45020326720000.0,0.06633083041056474
1.0,634348232000000.0,48016092040000.0,0.07036723689731662
2.0,577379848000000.0,103253536200000.0,0.15170213303798152
3.0,536770118000000.0,144404256200000.0,0.21199308381146087
4.0,505725794000000.0,176637318000000.0,0.25886117654026997
5.0,478326942000000.0,201092458000000.0,0.2959769149953622
6.0,455400124000000.0,223728540000000.0,0.3294346886822023
7.0,435190480000000.0,246207558000000.0,0.3613270720923326
8.0,416014664000000.0,263886714000000.0,0.3881249877390306
9.0,400194201000000.0,281885512000000.0,0.4132735611797913
10.0,387501890000000.0,294342530000000.0,0.4316857649139374
12.0,362003816000000.0,317399676000000.0,0.46717404272629204
14.0,339865314000000.0,339809730000000.0,0.49995910987133435
16.0,321020758000000.0,359199924000000.0,0.5280638085626452
18.0,305585927000000.0,375935087000000.0,0.5516118788378256
20.0,294464400000000.0,386441839000000.0,0.5675404583860775
25.0,255263629000000.0,424750852000000.0,0.6246203042255507
30.0,221235045000000.0,457848981000000.0,0.6742155071690642
35.0,189907480000000.0,490361146000000.0,0.720834575134441
40.0,154256325600000.0,527102982000000.0,0.7736050217860119
45.0,127142618400000.0,551586658000000.0,0.8126755058005334
50.0,95426484600000.0,584069981000000.0,0.8595629419268019
55.0,74466076000000.0,606231434000000.0,0.8906032783930706
60.0,51716246700000.0,625668996000000.0,0.9236531246327963
65.0,36963477200000.0,645676753000000.0,0.9458521845552957
70.0,25972651340000.0,655458699000000.0,0.961885153468444
75.0,17186997260000.0,667565096000000.0,0.9749004093172241
80.0,9960122360000.0,667606856000000.0,0.9853001656247952
85.0,7380699326000.0,675318064000000.0,0.9891889370210041
90.0,4564815992000.0,672038856000000.0,0.9932533384299251
95.0,1861709746700.0,679774997000000.0,0.9972687654167195
100.0,0.0,675192374000000.0,1.0
