ratio,success,failure,failRate,totLatency
0,8.66656e+11,0,0,1.20581e-06
0.05,8.18089e+11,0,0,1.20626e-06
0.1,8.52623e+11,1.1474e+07,1.34571e-05,1.20532e-06
0.15,1.01284e+12,0,0,1.2057e-06
0.2,1.0094e+12,4.57508e+09,0.00451204,1.20168e-06
0.25,1.01139e+12,2.09455e+07,2.07093e-05,1.20564e-06
0.3,1.00729e+12,7.28139e+09,0.00717679,1.19667e-06
0.35,8.577e+11,7.54808e+07,8.79959e-05,1.2028e-06
0.4,1.01198e+12,2.92815e+09,0.00288514,1.20082e-06
0.45,9.3416e+11,7.98832e+10,0.078777,1.17353e-06
0.5,9.78269e+11,1.57353e+10,0.0158302,1.18535e-06
0.55,9.24121e+11,8.53108e+10,0.0845137,1.18538e-06
0.6,9.48204e+11,5.14262e+09,0.00539429,1.19736e-06
0.65,9.5729e+11,5.72954e+10,0.0564718,1.19793e-06
0.7,9.88804e+11,2.2672e+10,0.0224148,1.16582e-06
0.75,7.48037e+11,5.52052e+10,0.0687279,1.17259e-06
0.8,1.01091e+12,6.24741e+09,0.006142,1.19687e-06
0.85,9.11892e+11,1.02068e+11,0.100663,1.16414e-06
0.9,9.17854e+11,2.89951e+10,0.0306228,1.19204e-06
0.95,9.7643e+11,4.03182e+10,0.039654,1.18021e-06
1,9.84594e+11,3.36262e+10,0.0330245,1.18322e-06
2,6.53387e+11,2.11012e+11,0.244114,1.12215e-06
3,7.80085e+11,2.32613e+11,0.229696,1.01131e-06
4,7.1863e+11,1.85136e+11,0.204849,1.00815e-06
5,8.14869e+11,2.02179e+11,0.19879,1.01888e-06
6,7.57554e+11,2.41875e+11,0.242013,9.5758e-07
7,5.2845e+11,4.77359e+11,0.474602,8.4627e-07
8,5.09698e+11,2.8832e+11,0.361295,8.9269e-07
9,4.61363e+11,4.545e+11,0.496253,8.7744e-07
10,5.55545e+11,4.57429e+11,0.45157,7.5327e-07
12,5.99757e+11,4.18376e+11,0.410925,7.6511e-07
14,3.34487e+11,4.73274e+11,0.585909,6.8905e-07
16,5.34061e+11,4.80116e+11,0.473405,6.8205e-07
18,3.27589e+11,5.8948e+11,0.642787,6.0045e-07
20,4.01529e+11,5.03385e+11,0.556279,6.408e-07
25,2.49158e+11,6.11525e+11,0.710511,5.7231e-07
30,2.59522e+11,6.48904e+11,0.714317,4.7005e-07
35,1.66672e+11,8.48031e+11,0.835743,4.1411e-07
40,2.31644e+11,7.55602e+11,0.765364,3.885e-07
45,1.12985e+11,7.01794e+11,0.861331,3.1769e-07
50,1.94988e+11,8.03959e+11,0.804806,2.7636e-07
55,6.60235e+10,8.92232e+11,0.9311,2.0921e-07
60,1.0681e+11,8.39167e+11,0.88709,1.6089e-07
65,1.35173e+11,8.82207e+11,0.867136,1.3639e-07
70,8.15238e+10,9.22887e+11,0.918834,1.1601e-07
75,9.65134e+09,1.01037e+12,0.990538,6.624e-08
80,7.72486e+09,9.5402e+11,0.991968,3.681e-08
85,2.83153e+09,8.15563e+11,0.99654,1.987e-08
90,9.25936e+08,1.01629e+12,0.99909,1.72e-08
95,5.10079e+08,1.01999e+12,0.9995,4.05e-09
100,0,9.08107e+11,1,0
