ratio,success,failure,failRate,totLatency
0,1.02132e+12,0,0,1.20738e-06
0.05,9.10572e+11,4.50972e+06,4.9526e-06,1.20689e-06
0.1,1.00569e+12,6.10645e+06,6.07187e-06,1.20743e-06
0.15,8.95182e+11,5.92672e+07,6.62025e-05,1.20665e-06
0.2,1.00906e+12,1.61892e+09,0.00160182,1.19869e-06
0.25,9.95952e+11,1.80004e+10,0.0177527,1.20311e-06
0.3,9.4116e+11,1.37037e+10,0.0143515,1.18259e-06
0.35,9.87045e+11,1.51844e+10,0.0151506,1.20435e-06
0.4,8.89215e+11,1.7176e+10,0.0189499,1.20581e-06
0.45,8.44029e+11,1.44102e+10,0.0167865,1.19583e-06
0.5,7.95447e+11,2.08648e+10,0.0255598,1.17656e-06
0.55,8.82496e+11,2.48668e+10,0.0274056,1.18778e-06
0.6,8.74612e+11,3.58039e+10,0.039327,1.17738e-06
0.65,9.12565e+11,1.04416e+11,0.102672,1.17082e-06
0.7,9.76414e+11,4.12415e+10,0.040526,1.18968e-06
0.75,9.94654e+11,1.43694e+10,0.0142409,1.17088e-06
0.8,9.2553e+11,5.91668e+10,0.0600863,1.14369e-06
0.85,9.80731e+11,3.74009e+10,0.0367348,1.18896e-06
0.9,8.32474e+11,1.61486e+10,0.0190292,1.19286e-06
0.95,9.68226e+11,4.21751e+10,0.0417409,1.15326e-06
1,8.51473e+11,1.48968e+11,0.148902,1.105e-06
2,8.60611e+11,1.54943e+11,0.15257,1.10658e-06
3,8.51018e+11,1.64643e+11,0.162105,1.1062e-06
4,8.58336e+11,1.50685e+11,0.149338,9.8735e-07
5,7.3896e+11,2.71497e+11,0.268687,9.6915e-07
6,4.42902e+11,3.48303e+11,0.440218,8.8319e-07
7,5.77281e+11,3.37094e+11,0.368661,8.8062e-07
8,5.88412e+11,4.20221e+11,0.416624,8.9745e-07
9,4.06151e+11,4.05361e+11,0.499514,8.2588e-07
10,5.98525e+11,3.98823e+11,0.399883,8.0491e-07
12,5.94808e+11,4.21314e+11,0.414629,7.7859e-07
14,5.24301e+11,4.93104e+11,0.484668,7.3832e-07
16,5.62456e+11,4.57368e+11,0.448478,7.072e-07
18,3.91198e+11,4.77993e+11,0.549929,6.7225e-07
20,5.03987e+11,5.1215e+11,0.504017,6.4531e-07
25,2.61586e+11,5.57696e+11,0.680713,6.0208e-07
30,3.47706e+11,5.57201e+11,0.615755,5.1603e-07
35,2.77231e+11,7.3162e+11,0.725201,4.2908e-07
40,1.44778e+11,8.68651e+11,0.857141,3.6984e-07
45,2.28936e+11,6.85194e+11,0.749558,3.0632e-07
50,1.03877e+11,6.98756e+11,0.870579,3.0999e-07
55,5.93775e+10,7.50935e+11,0.926723,2.1582e-07
60,4.37959e+10,7.52414e+11,0.944994,1.8302e-07
65,9.19663e+10,9.14237e+11,0.908601,1.5833e-07
70,2.56062e+10,8.79231e+11,0.971701,9.598e-08
75,2.28524e+10,9.31988e+11,0.976067,6.164e-08
80,6.11075e+10,9.46075e+11,0.939328,4.529e-08
85,5.61156e+09,9.51214e+11,0.994135,2.067e-08
90,7.7789e+09,9.49201e+11,0.991871,1.225e-08
95,6.61875e+08,1.00586e+12,0.999342,5.78e-09
100,0,8.49236e+11,1,0
