theta,success,fail,fail_rate
41.0,27629647000000.0,1023688770000.0,0.03572668739923121
42.0,27224539000000.0,1004210310000.0,0.035574027703886256
43.0,27351874000000.0,1187306478000.0,0.0416026829822692
44.0,26913337000000.0,1155704664000.0,0.0411736416880328
45.0,27183140000000.0,1053325100000.0,0.03730371688770632
46.0,27428457000000.0,1080526390000.0,0.0379012599368595
47.0,26956526000000.0,1291528470000.0,0.045720970673276955
48.0,27163804000000.0,1556793660000.0,0.054204779386196104
49.0,26963360000000.0,1483316430000.0,0.052143751613657315
50.0,27395799000000.0,1615207640000.0,0.055675684061682044
51.0,27466690000000.0,1469883590000.0,0.05079673947671425
52.0,27246321000000.0,1593278130000.0,0.05524619544182964
53.0,26067796000000.0,1941319940000.0,0.06931028969849021
54.0,26433070000000.0,1700276820000.0,0.06043635088560715
55.0,26165034000000.0,1681596760000.0,0.060387799676487684
56.0,27084255000000.0,1886355850000.0,0.06511273993382159
57.0,27080392000000.0,1673449050000.0,0.05819914797087605
58.0,27139468000000.0,1753587656000.0,0.06069235725283511
59.0,27561963000000.0,1813805230000.0,0.0617449462359133
60.0,26963389000000.0,1841961920000.0,0.06394513037232598
61.0,26497334000000.0,1928508232000.0,0.06784348608777574
62.0,26901752000000.0,1904909370000.0,0.06612739135343958
63.0,27004618000000.0,1817239315000.0,0.0630507359445652
64.0,26694126000000.0,1670323990000.0,0.05888793861995841
65.0,27383526000000.0,1643389710000.0,0.05661606373955327
66.0,26621549000000.0,1807790720000.0,0.06358890983065012
67.0,26660687000000.0,1811765680000.0,0.06363223078679993
68.0,27139085000000.0,1774879860000.0,0.061384866053268074
69.0,26230823000000.0,1934222100000.0,0.06867456072349765
70.0,27433594000000.0,1604952090000.0,0.05526971236871591
71.0,26560523000000.0,1732184900000.0,0.06122372259744003
72.0,27562196000000.0,1871854490000.0,0.06359486577071506
73.0,27434518000000.0,1724692800000.0,0.0591474444157453
74.0,26049419000000.0,1797101900000.0,0.0645359578833419
75.0,25755943000000.0,2125634000000.0,0.07623794019972399
76.0,27037382000000.0,1777100300000.0,0.06167385835698322
77.0,26242776000000.0,1748954500000.0,0.06248111384181839
78.0,26881712000000.0,1727256500000.0,0.06037465139646681
79.0,26800774000000.0,1755659800000.0,0.06148035893753652
80.0,26661386000000.0,1714734000000.0,0.06042876897898656
81.0,26199737000000.0,2023927100000.0,0.0717102886722635
82.0,26251566000000.0,1899242100000.0,0.06746669911760012
83.0,26540915000000.0,1889978300000.0,0.0664762193736628
84.0,26369119000000.0,1805965800000.0,0.06409797212038915
85.0,26357925000000.0,1921553900000.0,0.06794870254840517
86.0,26743252000000.0,1748916800000.0,0.06138236833694457
87.0,26542362000000.0,1980054000000.0,0.06942097752167979
88.0,26389956000000.0,2048595700000.0,0.07203586601774802
89.0,26797342000000.0,2027892200000.0,0.07035128269660339
90.0,27296263000000.0,1793454500000.0,0.06165252378267338
91.0,27038044000000.0,1922904300000.0,0.06639645498072312
92.0,26743826000000.0,1972889100000.0,0.06870176805145795
93.0,26696099000000.0,1725032500000.0,0.060695419533173756
94.0,26787283000000.0,1705610400000.0,0.059860905526709335
95.0,26483331000000.0,1829701600000.0,0.06462400640191401
96.0,26293377000000.0,1809229300000.0,0.06437941309379551
97.0,27208712000000.0,1716919000000.0,0.05935631965988918
98.0,26886253000000.0,1815123000000.0,0.06324167175817633
99.0,26976447000000.0,1608556900000.0,0.05627275426049531
100.0,26304767000000.0,1447607800000.0,0.05216158294316492
101.0,26858593000000.0,1714651400000.0,0.060008985188955304
102.0,27046135000000.0,1747034800000.0,0.06067532029766309
103.0,25954695000000.0,1734756300000.0,0.06265043973623269
104.0,25653608000000.0,1983520000000.0,0.0717701202527267
105.0,26388858000000.0,1756116700000.0,0.062395390961214825
106.0,26369494000000.0,1799367500000.0,0.0638778922605729
107.0,26674457000000.0,2100025600000.0,0.07298221932233805
108.0,26637673000000.0,1978466661660.0,0.06913813970200726
109.0,26926770000000.0,1851899900000.0,0.0643497391100761
110.0,26054097000000.0,2260583567000.0,0.07983786225844446
111.0,25643940000000.0,2261578239000.0,0.08104412251478202
112.0,26341391000000.0,2378289691000.0,0.08281045031762119
113.0,25930135000000.0,2570490884200.0,0.09019068193955042
114.0,25855328000000.0,2591174980840.0,0.09108940324177187
115.0,25941820000000.0,2520945961800.0,0.08856995715677711
116.0,25205218000000.0,2994668523230.0,0.10619434658941287
117.0,25722046000000.0,2852293005530.0,0.09982008700106745
118.0,25686179000000.0,2879428229967.0,0.10080052584866149
119.0,25416443000000.0,2935904700831.7,0.10355067353895273
120.0,25322276000000.0,2996302863130.0,0.1058069643117262
121.0,24969214000000.0,3130261480300.0,0.11139928510390046
122.0,26115969000000.0,2833749636820.0,0.09788522204205004
123.0,25290383000000.0,3105780802804.0,0.10937325282288016
124.0,24868079000000.0,3132011252430.0,0.11185718418026125
125.0,25577496000000.0,2577294305300.0,0.0915401705128252
126.0,25375551000000.0,3116276185500.0,0.10937438884530118
127.0,24877019000000.0,3489960161000.0,0.12302896763142583
128.0,25888116000000.0,3226694061700.0,0.11082655373200105
129.0,24172199000000.0,3300583826400.0,0.12014013459271045
130.0,24529819000000.0,3462078446600.0,0.1236814493624303
131.0,24741840000000.0,3400115332300.0,0.12082015240772943
132.0,24570818000000.0,3475025169000.0,0.12390517725069006
133.0,25495166000000.0,3128774964200.0,0.1093062261452105
134.0,25394100000000.0,3280109363300.0,0.11439232104855167
135.0,25421161000000.0,3123167062000.0,0.10941462889637105
136.0,25188997000000.0,2760695108000.0,0.09877372163286945
137.0,25698924000000.0,3170451673700.0,0.10982058322058837
138.0,26087230000000.0,2710948800000.0,0.09413611946877697
139.0,25815057000000.0,2987271000000.0,0.10371630376544563
140.0,25803137000000.0,3065413600000.0,0.10618522704773409
141.0,25249125000000.0,2798619000000.0,0.09978053849892526
142.0,25806504000000.0,3025747500000.0,0.10494315714469957
143.0,26351120000000.0,2818576200000.0,0.09662686168119913
144.0,26007614000000.0,2411046900000.0,0.08484027127400644
145.0,25040284000000.0,2502262400000.0,0.09085080092667104
146.0,25702420000000.0,2595831032000.0,0.09173114723820222
147.0,25817484000000.0,2386044357500.0,0.08460091685179146
148.0,27035126000000.0,2043975069000.0,0.07029017383137044
149.0,26504034000000.0,2074994713200.0,0.0726055015383223
150.0,26052225000000.0,1786126718000.0,0.06416064916821596
151.0,26193882000000.0,1818898714300.0,0.06493103033400345
152.0,26704463000000.0,1910004658949.0,0.06674961357709053
153.0,25746958000000.0,1922271033718.0,0.0694732416062443
154.0,26547442000000.0,1796111267820.0,0.06336930485914849
155.0,26467935000000.0,1851408869100.0,0.06537612162406496
156.0,27670544000000.0,1310058040900.0,0.04520465237579018
157.0,27858900000000.0,1175207317400.0,0.040476784925834584
158.0,27554945000000.0,1152261588400.0,0.0401384086205589
159.0,27143921000000.0,1159616143800.0,0.04097071464631474
160.0,27531612000000.0,1243815416200.0,0.04322491541862403
161.0,27829734000000.0,879528392200.0,0.030635701474481577
162.0,27697250000000.0,908039818500.0,0.03174377271691686
163.0,28015662000000.0,1021843951400.0,0.035190486163317804
164.0,27085142000000.0,1064818189600.0,0.03782663216672672
165.0,27521510000000.0,1008793540000.0,0.035358668322110674
166.0,26911317000000.0,842812640000.0,0.030367107559565322
167.0,28037528000000.0,868996430000.0,0.03006229379475767
168.0,27310680000000.0,1050256550000.0,0.03703180070053082
169.0,27512794000000.0,985487250000.0,0.03458058545197353
170.0,28168407000000.0,1070873960000.0,0.03662449707518389
171.0,27413306000000.0,851529120000.0,0.03012680301812424
172.0,28532592000000.0,845441600000.0,0.028778018689446933
173.0,27398509000000.0,819447370000.0,0.029039926182294257
174.0,28386375000000.0,768711600000.0,0.026366294518226537
175.0,27043825000000.0,720793932000.0,0.02596087969964003
176.0,27536989000000.0,572557734000.0,0.02036879994608596
177.0,28341587000000.0,656329016300.0,0.022633661533851997
178.0,27793023000000.0,588475220400.0,0.020734466370665974
179.0,28509250000000.0,520027328100.0,0.017913891628181168
