theta,success,fail,fail_rate
73.0,12894389000000.0,164074400000.0,0.01256460235589434
74.0,12969116000000.0,231471696000.0,0.017534953846800306
75.0,13259059000000.0,147385330000.0,0.010993618171388775
76.0,13347208000000.0,261103870000.0,0.019187087457601015
77.0,13247301000000.0,176906356200.0,0.013178160282088864
78.0,13225308000000.0,151167060500.0,0.011300963805209644
79.0,13544594000000.0,150762867000.0,0.011008319714784108
80.0,13176806000000.0,117461194700.0,0.008835477200791333
81.0,12936700000000.0,147431545400.0,0.011267965694813932
82.0,12963373000000.0,153958387000.0,0.011737020469924338
83.0,13012860000000.0,113483584000.0,0.00864548328129455
84.0,12943172000000.0,108730050000.0,0.008330590406169958
85.0,13461027000000.0,130060781000.0,0.009569563753522489
86.0,13627923000000.0,116020921000.0,0.008441603201154389
87.0,13265521000000.0,107385770000.0,0.00803009935288736
88.0,13632809000000.0,77854719000.0,0.005678406282557297
89.0,13359479000000.0,104247570000.0,0.0077428466374447474
90.0,13507513000000.0,82201148900.0,0.006048776891061661
91.0,13415394000000.0,83221155700.0,0.006165162480749633
92.0,13138428000000.0,56303417800.0,0.004267113593842871
93.0,12948225000000.0,52092862700.0,0.004007045308443018
94.0,13322674000000.0,59064970000.0,0.00441384861357821
95.0,13664062000000.0,41036728700.0,0.0029942672805460735
96.0,13479097000000.0,55991105200.0,0.004136737401693674
97.0,13760831000000.0,34702695392.8,0.002515502202309826
98.0,13564842000000.0,40532157400.0,0.002979128462847488
99.0,13822898000000.0,27684659600.0,0.0019988083014552058
100.0,13134048000000.0,30841210590.0,0.0023426866794436026
101.0,13302666000000.0,29744540080.0,0.002230994912028978
102.0,13263210000000.0,26827265590.0,0.002018599726538015
103.0,13856424000000.0,24819833218.0,0.0017880121922940228
104.0,13776903000000.0,22072478700.0,0.001599573731692684
105.0,13573636000000.0,52207410000.0,0.0038314993376252224
106.0,13363449000000.0,35966540000.0,0.002684187223885438
107.0,13641712000000.0,59290892000.0,0.004327485547398861
108.0,13730474000000.0,21471593900.0,0.0015613495380264034
109.0,13497864000000.0,49222709000.0,0.0036334534544094207
110.0,12955207000000.0,58071705000.0,0.004462496063938715
111.0,13367735000000.0,56351075800.0,0.00419775882557739
112.0,13092915000000.0,40699917600.0,0.0030989120554660962
113.0,13155450000000.0,55800800000.0,0.004223733304646673
114.0,13387883000000.0,64253028500.0,0.004776418285086627
115.0,13347391000000.0,85499530400.0,0.006364939117646039
116.0,13017893000000.0,89484191470.0,0.006827009718483908
117.0,13623769000000.0,70997287718.97,0.005184264282234455
118.0,12951740000000.0,84927809549.7,0.006514533528843019
119.0,13285552000000.0,66868720280.0,0.005007984820193545
120.0,13292520000000.0,67822213250.0,0.00507638293746233
121.0,12910654000000.0,114403574120.0,0.008783344984770966
122.0,13668117000000.0,66019579230.0,0.004806969761014373
123.0,13185275000000.0,49309479330.0,0.003725804871850143
124.0,13671581000000.0,62939831680.0,0.004582601202571494
125.0,13263810000000.0,105633033240.0,0.007901079572078517
126.0,13375426000000.0,137021193100.0,0.01014036844265845
127.0,13317072000000.0,127559459600.0,0.009487761712420722
128.0,13460989000000.0,77343207800.0,0.005712905150564952
129.0,13291479000000.0,124948373100.0,0.009313088322642589
130.0,13157468000000.0,113793161700.0,0.008574404520679594
131.0,13408994000000.0,217147782900.0,0.015936116500160566
132.0,12989739000000.0,200513492300.0,0.015201641698447595
133.0,12939618000000.0,168646120000.0,0.012865633348254506
134.0,13334526000000.0,133298508396.5,0.009897553113600136
135.0,13658561000000.0,76165255700.0,0.005545451309478478
136.0,12601739000000.0,118620909000.0,0.009325279304092056
137.0,12740569000000.0,134022607000.0,0.01040985307270881
138.0,13494149000000.0,223922192700.0,0.016323154294399567
139.0,13172261000000.0,152128026800.0,0.011417260971142273
140.0,13131246000000.0,68605974500.0,0.005197480595429082
141.0,13110371000000.0,260433290050.0,0.019477757986765515
142.0,12914164000000.0,201412594150.0,0.015356747200869306
143.0,12982376000000.0,159483813380.0,0.012135558866457107
144.0,13291819000000.0,201680188970.0,0.014946470603774858
145.0,13245719000000.0,286749807363.6,0.02118976303921477
146.0,13263660000000.0,173014052670.0,0.012876255834725736
147.0,13293262000000.0,55865310160.0,0.0041849409974149395
148.0,12841001000000.0,198666852030.0,0.015235576111631692
149.0,13164913000000.0,210496935194.0,0.015737606265070852
150.0,13150752000000.0,129814605700.0,0.009774779160723742
151.0,12967126000000.0,171730942400.0,0.013070462914152934
152.0,13274424000000.0,54980184700.0,0.004124729353102546
153.0,13295367000000.0,110007570000.0,0.008206228735016988
154.0,13202147000000.0,166981750000.0,0.012490099625976001
155.0,13320273000000.0,113373709100.0,0.008439533326658073
156.0,13445181000000.0,36903125300.0,0.0027371973766836914
157.0,13422849000000.0,72420816000.0,0.005366385184395338
158.0,13532537000000.0,84436364132.0,0.006200817308963159
159.0,12951221000000.0,33743030079.0,0.00259862330005967
160.0,13921735000000.0,40807836909.36,0.0029226651180962755
161.0,13419396000000.0,48419218163.05,0.0035951798698389157
162.0,13129299000000.0,27057694200.0,0.0020566251606668907
163.0,13105181000000.0,113471800000.0,0.008584218204142558
164.0,12742332000000.0,451416560000.0,0.03421442798815927
165.0,12231808000000.0,728770800000.0,0.05622980356401984
166.0,12831582000000.0,794324600000.0,0.058295174282201524
167.0,12439445000000.0,1049290900000.0,0.07779015823120979
168.0,11737608000000.0,1585485700000.0,0.11900281839194751
169.0,11375016000000.0,2068936700000.0,0.15389348253211274
170.0,10005439000000.0,2967307300000.0,0.22873393430965347
171.0,9517053000000.0,3639941000000.0,0.276654454657348
172.0,9373147000000.0,3773322000000.0,0.28702170902316054
173.0,8817817000000.0,4047640000000.0,0.31461299820130756
174.0,9036385000000.0,4473109000000.0,0.3311085522522161
175.0,8214716000000.0,4810790000000.0,0.3693361317402948
176.0,8690298000000.0,4673904000000.0,0.3497331153779328
177.0,8574393000000.0,4255773000000.0,0.33170054074124994
178.0,8563483000000.0,4799297000000.0,0.3591540832072368
179.0,8603318000000.0,5080593000000.0,0.3712822306429792
