theta,success,fail,fail_rate
0.0,8591195000000.0,4533204000000.0,0.3454027875866925
1.0,8289704000000.0,4546566000000.0,0.3541968188578146
2.0,8627462000000.0,4493179000000.0,0.3424511805482674
3.0,8321933000000.0,4400491000000.0,0.34588463644978346
4.0,8028534000000.0,4721852000000.0,0.3703301217704311
5.0,8408453000000.0,4452974000000.0,0.34622705552035554
6.0,8810003000000.0,4548473000000.0,0.34049340658320604
7.0,8681619000000.0,4380939000000.0,0.33538140079454576
8.0,9547903000000.0,3404865000000.0,0.26286775151071956
9.0,9819358000000.0,3856546000000.0,0.2819956911075129
10.0,10348554000000.0,3271655000000.0,0.24020593222908693
11.0,11235763000000.0,1766037000000.0,0.13583019274254335
12.0,11953704000000.0,1165307400000.0,0.08882585466767717
13.0,12437873000000.0,662776400000.0,0.05059111039182531
14.0,12997712000000.0,578584900000.0,0.04261728395170851
15.0,12680006000000.0,421564930000.0,0.032176670435352134
16.0,12460900000000.0,326479000000.0,0.02553134618126201
17.0,13147059000000.0,112789000800.0,0.008506055332851111
18.0,13132465000000.0,13286046220.0,0.001010672282875792
19.0,13041414000000.0,20002712492.0,0.0015314351369610092
20.0,13572762000000.0,13302966300.0,0.0009791625708398847
21.0,13450405000000.0,16249334430.0,0.0012066348497900895
22.0,13746443000000.0,17360514260.0,0.0012613166296666198
23.0,13132655000000.0,21401672900.0,0.0016270017251857937
24.0,13651381000000.0,17090463000.0,0.0012503565630043705
25.0,13349288000000.0,19939796476.0,0.0014914695732281514
26.0,13707301000000.0,23786316000.0,0.0017322966093357556
27.0,13494729000000.0,30138804000.0,0.002228399156041023
28.0,12706374000000.0,72326944000.0,0.005659960610781784
29.0,13478422000000.0,16990368000.0,0.0012589736079711914
30.0,12984225000000.0,14975433000.0,0.0011520272402280299
31.0,13351188000000.0,22723487000.0,0.0016990905781070988
32.0,13262162000000.0,15458488150.0,0.0011642513930712494
33.0,13082883000000.0,34319121578.0,0.0026163446487985813
34.0,13653610000000.0,35759035000.0,0.0026121755435603976
35.0,13596461000000.0,20196646000.0,0.0014832307990010254
36.0,13309534000000.0,16590919302.0,0.001244992029000806
37.0,13051540000000.0,71126204017.0,0.005420103118619861
38.0,13611691000000.0,67906105140.0,0.004964042772464755
39.0,13440458000000.0,88926853000.0,0.006572867426435977
40.0,13038798000000.0,79041162000.0,0.006025471194140564
41.0,13314423000000.0,58419704000.0,0.0043685329509279185
42.0,13177549000000.0,116359512000.0,0.008752844349347363
43.0,13467836000000.0,87117604000.0,0.006426993890579753
44.0,12930337000000.0,86102454278.0,0.006614900686201207
45.0,13262968000000.0,74458321608.4,0.0055826603883665045
46.0,12916379000000.0,186069447700.0,0.014201120381638486
47.0,13514955000000.0,128953523600.0,0.009451362370023798
48.0,13323293000000.0,155539805070.0,0.011539560384745958
49.0,13604921000000.0,132584409000.0,0.009651272560237796
50.0,13358158000000.0,213616090000.0,0.01573973222538366
51.0,13229821000000.0,180112800000.0,0.013431296730189675
52.0,13409835000000.0,193611290000.0,0.014232517692397197
53.0,13286154000000.0,208615450000.0,0.0154589858517368
54.0,13030755000000.0,180462303000.0,0.013659778570065657
55.0,13022084000000.0,285026459800.0,0.021419109780522843
56.0,13337703000000.0,230135396300.0,0.016961832060349333
57.0,13512349000000.0,305900656800.0,0.02213743885061922
58.0,12732422000000.0,311042900000.0,0.0238466467602485
59.0,12992537000000.0,210708050000.0,0.015958807793240194
60.0,13041285000000.0,210239898400.0,0.015865336254651308
61.0,13136282000000.0,290577980000.0,0.021641543922617117
62.0,13072394000000.0,231359620000.0,0.017390552065861244
63.0,13237826000000.0,313035620000.0,0.02310079084107716
64.0,13106654000000.0,140760098000.0,0.01062547731645612
65.0,13482246000000.0,124833900000.0,0.009174187328759641
66.0,13463428000000.0,141919744000.0,0.010431173584856516
67.0,13012246000000.0,219678170000.0,0.016602133384203032
68.0,13419657000000.0,197550470000.0,0.014507414272362556
69.0,12992946000000.0,175249649000.0,0.013308554464962598
70.0,13305405000000.0,116225890000.0,0.008659595167871586
71.0,12918767000000.0,147788910000.0,0.01131047163597986
72.0,13285067000000.0,161127900000.0,0.011983159637229414
