ratio,success,failure,failRate,totLatency
0,1.00364e+12,0,0,1.20495e-06
0.05,1.01897e+12,0,0,1.20551e-06
0.1,1.0044e+12,6.0987e+09,0.00603532,1.19999e-06
0.15,8.04029e+11,4.37949e+09,0.00541742,1.20324e-06
0.2,9.26605e+11,4.46228e+09,0.00479265,1.18328e-06
0.25,8.93912e+11,7.42621e+09,0.0082391,1.19314e-06
0.3,8.45846e+11,7.57397e+09,0.00887484,1.19782e-06
0.35,9.12477e+11,3.86951e+09,0.00422276,1.19744e-06
0.4,1.01705e+12,1.89029e+09,0.00185515,1.1991e-06
0.45,1.0137e+12,4.27984e+09,0.00420423,1.19183e-06
0.5,9.71106e+11,2.41393e+10,0.0242546,1.17264e-06
0.55,9.01367e+11,1.54897e+10,0.0168943,1.14745e-06
0.6,7.94802e+11,1.48973e+10,0.0183986,1.19154e-06
0.65,7.57281e+11,4.25003e+10,0.0531399,1.15868e-06
0.7,9.95861e+11,1.5873e+10,0.0156889,1.17028e-06
0.75,1.00946e+12,6.92554e+09,0.00681386,1.17484e-06
0.8,9.17884e+11,1.59263e+09,0.0017321,1.19585e-06
0.85,8.65728e+11,4.97099e+10,0.0543018,1.18247e-06
0.9,8.37407e+11,2.12705e+10,0.0247712,1.14234e-06
0.95,9.84371e+11,3.13495e+10,0.0308643,1.12333e-06
1,7.06581e+11,9.04513e+10,0.113485,1.14283e-06
2,8.605e+11,5.64e+10,0.0615116,1.12315e-06
3,8.79923e+11,1.38432e+11,0.135937,1.03764e-06
4,8.39941e+11,1.69181e+11,0.167652,9.0009e-07
5,8.25835e+11,1.86744e+11,0.184424,9.9774e-07
6,6.16293e+11,2.00266e+11,0.245256,8.5612e-07
7,7.71069e+11,2.4293e+11,0.239576,9.0348e-07
8,6.62128e+11,3.55418e+11,0.34929,8.3114e-07
9,7.56908e+11,2.56846e+11,0.253361,7.76e-07
10,5.2442e+11,4.72992e+11,0.474219,7.3193e-07
12,5.72492e+11,4.49151e+11,0.439636,7.0918e-07
14,4.91302e+11,3.68455e+11,0.428557,6.0533e-07
16,5.04992e+11,4.56345e+11,0.474698,5.2619e-07
18,4.75893e+11,5.37995e+11,0.530626,5.0779e-07
20,5.16906e+11,4.973e+11,0.490335,4.4439e-07
25,2.14704e+11,7.98389e+11,0.788071,3.5905e-07
30,2.915e+11,7.19324e+11,0.711622,2.4275e-07
35,1.59111e+11,8.56296e+11,0.843303,2.0793e-07
40,2.42597e+11,7.63072e+11,0.758771,1.9569e-07
45,6.89013e+10,7.34993e+11,0.914291,1.0063e-07
50,2.23282e+11,7.7348e+11,0.775993,1.0289e-07
55,1.69059e+11,7.96693e+11,0.824946,5.782e-08
60,4.41352e+10,7.66827e+11,0.945577,4.802e-08
65,1.16213e+11,8.43797e+11,0.878946,4.133e-08
70,7.25046e+10,9.35519e+11,0.928073,3.393e-08
75,8.63912e+09,9.95217e+11,0.991394,2.976e-08
80,1.99438e+10,9.96088e+11,0.980371,1.891e-08
85,6.41316e+09,9.56971e+11,0.993343,1.218e-08
90,1.53754e+09,1.01046e+12,0.998481,1.055e-08
95,1.63551e+09,8.99659e+11,0.998185,3.69e-09
100,0,1.0134e+12,1,0
