theta,success,failure,failRate,totLatency
0,1.01461e+12,1.78609e+08,0.000176006,1.2043e-06
1,8.16322e+11,1.7947e+09,0.0021937,1.20314e-06
2,9.14944e+11,8.83429e+08,0.000964624,1.20348e-06
3,1.00736e+12,2.41316e+09,0.0023898,1.2027e-06
4,1.01288e+12,1.87849e+09,0.00185118,1.20278e-06
5,1.01418e+12,2.81759e+09,0.00277049,1.20269e-06
6,1.00454e+12,2.35366e+09,0.00233754,1.20061e-06
7,1.01649e+12,1.2588e+09,0.00123685,1.20332e-06
8,9.47625e+11,1.33765e+09,0.00140959,1.20216e-06
9,1.00835e+12,6.48564e+07,6.43154e-05,1.20333e-06
10,1.00525e+12,4.57957e+07,4.55545e-05,1.2041e-06
11,9.18231e+11,1.21861e+08,0.000132695,1.20375e-06
12,8.09411e+11,6.78624e+07,8.38347e-05,1.20305e-06
13,1.00473e+12,1.05126e+08,0.00010462,1.20268e-06
14,8.70054e+11,1.4688e+08,0.000168789,1.20329e-06
15,1.01691e+12,1.21364e+08,0.000119332,1.20406e-06
16,1.00773e+12,8.23202e+07,8.16823e-05,1.20385e-06
17,9.66037e+11,4.90996e+07,5.08232e-05,1.20459e-06
18,8.16817e+11,3.04257e+07,3.72477e-05,1.20536e-06
19,1.01672e+12,1.04955e+09,0.00103122,1.20405e-06
20,1.01852e+12,8.01489e+08,0.000786299,1.20393e-06
21,1.01211e+12,7.364e+08,0.00072706,1.20392e-06
22,9.6868e+11,1.24625e+09,0.0012849,1.20383e-06
23,8.14265e+11,1.19857e+09,0.0014698,1.20363e-06
24,8.15343e+11,1.48188e+09,0.0018142,1.20346e-06
25,9.35532e+11,1.42917e+10,0.0150467,1.20397e-06
26,9.91779e+11,1.15338e+09,0.00116159,1.20361e-06
27,1.00431e+12,7.81708e+09,0.00772338,1.19781e-06
28,8.14009e+11,4.73184e+08,0.000580963,1.20366e-06
29,1.0115e+12,3.38003e+08,0.00033405,1.20277e-06
30,1.00176e+12,5.0805e+08,0.000506902,1.2027e-06
31,1.01034e+12,6.50918e+08,0.000643842,1.20215e-06
32,9.5635e+11,2.14949e+08,0.000224709,1.20381e-06
33,9.15556e+11,1.28256e+09,0.0013989,1.20426e-06
34,9.05618e+11,4.77474e+08,0.000526958,1.20393e-06
35,1.00257e+12,2.71135e+08,0.000270367,1.20443e-06
36,8.0572e+11,3.1101e+09,0.00384518,1.20393e-06
37,9.03737e+11,1.03339e+09,0.00114216,1.20341e-06
38,8.12786e+11,6.63101e+08,0.000815172,1.20407e-06
39,9.1666e+11,2.9244e+07,3.19017e-05,1.2043e-06
40,1.01932e+12,2.00332e+08,0.000196497,1.20386e-06
41,1.01822e+12,0,0,1.20512e-06
42,1.0051e+12,2.94852e+09,0.00292497,1.20193e-06
43,7.83832e+11,2.9375e+10,0.0361224,1.20328e-06
44,1.00637e+12,4.5038e+09,0.00445533,1.20202e-06
45,1.00012e+12,3.06884e+09,0.00305909,1.20212e-06
46,8.37806e+11,5.43546e+09,0.00644591,1.20165e-06
47,1.00081e+12,6.07521e+09,0.00603365,1.20298e-06
48,7.69585e+11,3.35389e+10,0.0417605,1.19711e-06
49,8.11905e+11,4.28378e+09,0.00524851,1.19678e-06
50,1.00993e+12,7.0854e+09,0.00696687,1.19782e-06
51,9.41214e+11,3.62272e+09,0.00383423,1.19599e-06
52,9.86759e+11,3.49984e+10,0.0342532,1.19638e-06
53,9.85623e+11,1.44123e+09,0.00146012,1.19757e-06
54,8.54351e+11,2.55435e+09,0.0029809,1.19888e-06
55,9.03198e+11,1.9743e+09,0.00218113,1.19751e-06
56,8.03557e+11,1.82176e+09,0.00226199,1.19904e-06
