theta,success,failure,failRate,totLatency
0,8.13402e+11,1.43309e+08,0.000176153,1.20558e-06
1,9.19101e+11,4.04393e+06,4.39985e-06,1.2054e-06
2,1.0126e+12,1.51204e+09,0.001491,1.20404e-06
3,1.01454e+12,1.36718e+09,0.00134577,1.20409e-06
4,9.14704e+11,1.40689e+09,0.00153572,1.20501e-06
5,1.01457e+12,1.75735e+09,0.00172912,1.20403e-06
6,1.01651e+12,1.56678e+09,0.00153896,1.20324e-06
7,9.17476e+11,2.22177e+09,0.00241576,1.20325e-06
8,1.0108e+12,2.1729e+09,0.00214508,1.20362e-06
9,1.01513e+12,5.36091e+08,0.000527822,1.206e-06
10,1.0084e+12,2.5843e+07,2.5627e-05,1.20609e-06
11,9.95277e+11,4.2631e+07,4.28315e-05,1.20516e-06
12,1.01432e+12,5.02402e+07,4.95285e-05,1.20572e-06
13,9.66166e+11,2.21131e+08,0.000228823,1.20596e-06
14,1.01227e+12,5.10048e+07,5.03842e-05,1.20513e-06
15,1.02066e+12,8.22932e+07,8.06212e-05,1.20577e-06
16,8.87152e+11,1.00775e+08,0.000113581,1.20445e-06
17,9.11489e+11,8.97831e+07,9.84919e-05,1.20438e-06
18,8.65742e+11,6.5689e+07,7.58703e-05,1.20575e-06
19,1.00771e+12,6.37455e+07,6.32535e-05,1.20614e-06
20,1.01337e+12,2.3087e+07,2.27819e-05,1.20574e-06
21,1.0064e+12,5.07439e+07,5.04187e-05,1.2067e-06
22,9.04256e+11,8.00904e+07,8.85627e-05,1.20486e-06
23,1.015e+12,5.12361e+06,5.04787e-06,1.20635e-06
24,1.01958e+12,1.58077e+08,0.000155018,1.2062e-06
25,9.67494e+11,8.77715e+07,9.07122e-05,1.20503e-06
26,9.69527e+11,4.61533e+07,4.76016e-05,1.20513e-06
27,1.00423e+12,4.98615e+08,0.000496266,1.20519e-06
28,9.68757e+11,2.96964e+07,3.06532e-05,1.20553e-06
29,1.005e+12,1.91662e+08,0.000190671,1.20468e-06
30,8.05163e+11,5.59115e+09,0.00689624,1.19942e-06
31,9.89432e+11,5.48406e+09,0.00551209,1.20034e-06
32,8.64952e+11,6.53655e+09,0.00750044,1.20044e-06
33,9.60421e+11,1.092e+09,0.00113571,1.20334e-06
34,8.96914e+11,1.06758e+11,0.106368,1.20204e-06
35,8.07035e+11,2.28557e+09,0.00282406,1.20293e-06
36,1.00733e+12,1.57845e+09,0.00156452,1.20495e-06
37,1.01456e+12,1.09071e+09,0.0010739,1.20448e-06
38,1.01188e+12,3.36937e+08,0.000332872,1.20606e-06
39,9.14063e+11,6.68475e+08,0.000730788,1.20437e-06
40,1.01556e+12,2.25674e+09,0.00221724,1.20567e-06
