theta,success,failure,failRate,totLatency
0,8.6104e+11,2.7411e+07,3.18338e-05,1.20622e-06
1,1.0178e+12,1.09249e+07,1.07337e-05,1.20566e-06
2,1.01079e+12,3.05903e+08,0.000302545,1.20398e-06
3,8.60102e+11,8.31148e+08,0.000965404,1.20417e-06
4,9.58783e+11,1.07389e+08,0.000111993,1.20494e-06
5,9.66937e+11,1.2942e+08,0.000133827,1.20544e-06
6,1.01238e+12,2.01986e+08,0.000199476,1.2052e-06
7,1.01334e+12,1.60963e+08,0.000158819,1.20506e-06
8,9.54044e+11,2.33803e+08,0.000245006,1.20514e-06
9,1.00851e+12,8.82971e+08,0.00087475,1.20386e-06
10,9.56903e+11,2.93202e+09,0.00305471,1.20344e-06
11,9.95533e+11,1.64426e+07,1.65161e-05,1.20559e-06
12,1.01187e+12,3.93989e+06,3.89366e-06,1.20498e-06
13,1.01396e+12,2.25586e+07,2.22475e-05,1.20609e-06
14,1.01647e+12,3.79978e+06,3.73821e-06,1.20574e-06
15,1.00886e+12,9.65692e+06,9.57206e-06,1.20575e-06
16,8.63929e+11,5815.49,6.73144e-09,1.20625e-06
17,8.14747e+11,1.06415e+07,1.30609e-05,1.20551e-06
18,8.68863e+11,21344.3,2.45658e-08,1.20539e-06
19,1.00855e+12,14650.5,1.45263e-08,1.20559e-06
20,1.01875e+12,6.68102e+07,6.5576e-05,1.20503e-06
21,8.01727e+11,1.94943e+07,2.43148e-05,1.20444e-06
22,1.02043e+12,3.12017e+07,3.05761e-05,1.20532e-06
23,1.00368e+12,1.84103e+08,0.000183394,1.20421e-06
24,1.01899e+12,1.16603e+08,0.000114416,1.2039e-06
25,1.01799e+12,3.45282e+08,0.000339065,1.20368e-06
26,1.01312e+12,2.29957e+08,0.000226927,1.20467e-06
27,8.60363e+11,2.46576e+08,0.000286514,1.20535e-06
28,1.00531e+12,2.38422e+08,0.000237106,1.20531e-06
29,1.01543e+12,1.12204e+08,0.000110487,1.20498e-06
30,1.0182e+12,0,0,1.20544e-06
31,8.15409e+11,0,0,1.20548e-06
32,1.00248e+12,0,0,1.20531e-06
33,9.20239e+11,0,0,1.20549e-06
34,1.00105e+12,0,0,1.20498e-06
35,8.15207e+11,1.94412e+07,2.38476e-05,1.20547e-06
36,9.08686e+11,1.23181e+08,0.000135541,1.2049e-06
37,8.04353e+11,3.91423e+06,4.86629e-06,1.2048e-06
38,1.01121e+12,1.05729e+07,1.04555e-05,1.20475e-06
39,1.01681e+12,2.74886e+08,0.000270268,1.20488e-06
40,1.01118e+12,1.87539e+08,0.000185431,1.20395e-06
41,1.01279e+12,4.78877e+08,0.000472607,1.20215e-06
42,8.16377e+11,4.89299e+08,0.000598995,1.20204e-06
43,9.51123e+11,4.26079e+09,0.00445977,1.20189e-06
44,1.01517e+12,3.81208e+08,0.000375371,1.20182e-06
45,8.10602e+11,5.72848e+08,0.000706195,1.20322e-06
46,8.09868e+11,3.60805e+09,0.00443534,1.20208e-06
47,9.95684e+11,4.25179e+09,0.00425206,1.20205e-06
48,1.00722e+12,2.06344e+09,0.00204446,1.20156e-06
49,9.04682e+11,1.68433e+09,0.00185833,1.2035e-06
50,1.00751e+12,8.42629e+08,0.00083565,1.20224e-06
51,1.0064e+12,2.98267e+09,0.00295495,1.20383e-06
52,1.00781e+12,8.70426e+07,8.63605e-05,1.20475e-06
53,1.00147e+12,9.18273e+09,0.00908591,1.20415e-06
54,9.91652e+11,1.78633e+10,0.0176949,1.20386e-06
55,9.5598e+11,1.5132e+10,0.0155822,1.20424e-06
56,9.97158e+11,3.12237e+09,0.00312149,1.20376e-06
57,9.02279e+11,7.6953e+09,0.00845661,1.20257e-06
58,1.00697e+12,1.07553e+10,0.010568,1.18743e-06
59,9.06365e+11,9.29385e+10,0.0930034,1.18222e-06
60,9.60616e+11,5.68916e+10,0.0559127,1.18463e-06
61,8.65347e+11,1.02171e+11,0.105601,1.18331e-06
62,9.34522e+11,8.23666e+10,0.0809986,1.18263e-06
63,7.11788e+11,9.26618e+10,0.115186,1.17981e-06
64,9.15661e+11,9.48505e+10,0.0938638,1.1939e-06
65,8.58425e+11,1.24753e+11,0.126888,1.19027e-06
66,7.83794e+11,7.50169e+10,0.0873497,1.1888e-06
67,8.75122e+11,9.30821e+10,0.0961389,1.19047e-06
68,8.61622e+11,4.43309e+10,0.0489329,1.19416e-06
69,8.02469e+11,1.13513e+11,0.123925,1.18974e-06
70,1.00004e+12,7.89569e+09,0.0078335,1.19472e-06
71,9.76907e+11,3.71384e+10,0.036624,1.19446e-06
72,8.65547e+11,2.86156e+09,0.00329518,1.19995e-06
73,8.59178e+11,1.88187e+09,0.00218552,1.20071e-06
74,9.96717e+11,2.30192e+09,0.00230418,1.20066e-06
75,1.01369e+12,1.20539e+07,1.1891e-05,1.20458e-06
76,9.15317e+11,7.51259e+06,8.20757e-06,1.20509e-06
77,1.01269e+12,0,0,1.20613e-06
78,1.01332e+12,0,0,1.20486e-06
79,8.10378e+11,0,0,1.20507e-06
80,8.62779e+11,0,0,1.20505e-06
81,1.00779e+12,0,0,1.20404e-06
82,1.01369e+12,0,0,1.20477e-06
83,1.01854e+12,0,0,1.20522e-06
84,1.01404e+12,0,0,1.20405e-06
85,1.01261e+12,0,0,1.20548e-06
86,1.0168e+12,0,0,1.20486e-06
87,1.0128e+12,2.22627e+08,0.000219764,1.20378e-06
88,7.97707e+11,2.83067e+09,0.00353596,1.19196e-06
89,1.00058e+12,8.18936e+09,0.00811813,1.1885e-06
90,7.87252e+11,1.68808e+10,0.0209926,1.1876e-06
91,1.00492e+12,8.38776e+09,0.00827756,1.1805e-06
92,1.00357e+12,1.45915e+10,0.0143312,1.17719e-06
93,8.36961e+11,3.85326e+10,0.0440124,1.1823e-06
94,9.49162e+11,5.80215e+10,0.0576076,1.16228e-06
95,7.98453e+11,6.72814e+10,0.0777159,1.16162e-06
96,9.4312e+11,7.83566e+10,0.0767092,1.15966e-06
97,9.50462e+11,5.93456e+10,0.0587692,1.17672e-06
98,7.32293e+11,8.20354e+10,0.10074,1.17088e-06
99,1.00804e+12,5.3984e+09,0.00532683,1.18653e-06
100,1.01216e+12,4.64048e+09,0.00456382,1.18682e-06
101,1.00082e+12,2.4358e+09,0.0024279,1.19819e-06
102,1.01451e+12,1.3878e+09,0.00136609,1.19952e-06
103,9.82034e+11,5.86735e+09,0.0059392,1.19409e-06
104,1.01405e+12,2.97443e+09,0.00292465,1.19891e-06
105,1.01787e+12,1.16662e+09,0.00114483,1.19894e-06
106,1.00486e+12,2.83541e+07,2.82162e-05,1.20509e-06
107,1.00968e+12,0,0,1.20379e-06
108,9.50905e+11,0,0,1.20389e-06
109,9.99679e+11,0,0,1.205e-06
110,8.04244e+11,0,0,1.20536e-06
111,9.09841e+11,0,0,1.20535e-06
112,1.01783e+12,0,0,1.20516e-06
113,1.01991e+12,0,0,1.20432e-06
114,1.00738e+12,4857.12,4.82152e-09,1.20523e-06
115,9.08376e+11,3.85149e+06,4.23995e-06,1.20415e-06
116,1.01902e+12,7.74169e+07,7.59661e-05,1.20554e-06
117,8.13128e+11,9.62013e+07,0.000118296,1.20435e-06
118,9.91585e+11,1.5803e+07,1.59369e-05,1.20323e-06
119,8.99053e+11,1.09528e+10,0.012036,1.19677e-06
120,9.52471e+11,5.27576e+10,0.0524832,1.19171e-06
121,9.62467e+11,4.40962e+10,0.0438087,1.19067e-06
122,9.7069e+11,4.37504e+10,0.0431276,1.19013e-06
123,9.76973e+11,3.21958e+10,0.0319033,1.19106e-06
124,8.61833e+11,5.58049e+10,0.0608137,1.19499e-06
125,9.51273e+11,3.77663e+10,0.0381848,1.19683e-06
126,9.83559e+11,3.48227e+10,0.0341941,1.19581e-06
127,9.73019e+11,4.2853e+10,0.0421834,1.17641e-06
128,9.83924e+11,3.61445e+10,0.0354334,1.1774e-06
129,8.73744e+11,3.9186e+10,0.0429233,1.18134e-06
130,9.72107e+11,3.98034e+10,0.0393349,1.18151e-06
131,9.03209e+11,5.17173e+10,0.0541584,1.18081e-06
132,9.85647e+11,2.06742e+10,0.0205443,1.18134e-06
133,7.82903e+11,2.78818e+10,0.0343887,1.18156e-06
134,1.00253e+12,1.31728e+10,0.0129692,1.1937e-06
135,9.09799e+11,5.00725e+09,0.00547357,1.19671e-06
136,9.85114e+11,2.20313e+10,0.021875,1.18944e-06
137,8.83948e+11,3.2028e+10,0.034966,1.1881e-06
138,9.90873e+11,1.53682e+10,0.0152728,1.19819e-06
139,9.97457e+11,1.95712e+10,0.0192435,1.19762e-06
